1000 25500
941 959 0
941 451 1
451 85 0
959 147 0
959 642 0
959 14 0
941 808 0
959 153 0
153 533 1
959 216 0
147 342 0
642 972 0
85 208 0
216 251 1
642 923 1
14 735 0
735 268 0
972 607 0
959 226 0
941 897 0
735 384 1
642 803 0
972 291 0
803 267 0
208 75 0
342 304 0
941 522 0
342 700 0
941 463 0
941 370 0
941 991 0
735 827 0
75 492 1
216 709 0
251 491 0
208 969 1
75 127 1
267 921 1
463 477 0
808 63 0
147 794 1
607 356 0
941 385 1
477 122 0
226 523 0
523 736 0
522 132 0
208 950 0
709 18 1
127 344 0
523 185 0
18 543 0
543 833 0
827 547 0
923 417 0
941 166 0
216 578 0
166 13 0
385 487 0
122 327 0
642 495 0
495 565 0
897 29 0
495 603 0
14 10 0
972 679 0
385 535 0
208 866 0
344 752 0
866 364 0
127 981 0
866 953 0
477 369 0
533 623 0
833 286 0
969 42 0
477 45 0
417 622 0
29 224 0
304 160 1
953 934 0
10 282 0
451 539 0
953 109 0
491 54 0
185 618 0
491 800 0
578 95 0
533 67 0
950 649 0
477 677 1
226 925 1
827 429 0
10 545 0
752 502 0
950 228 0
122 187 1
972 367 0
160 91 0
364 549 1
545 780 1
827 809 0
921 76 0
539 940 0
54 750 0
543 386 0
549 157 0
492 548 0
735 723 0
367 381 0
522 17 0
370 787 0
897 94 0
491 418 0
18 784 0
923 276 0
607 503 0
251 696 0
418 639 0
495 611 0
226 868 0
548 464 0
679 913 0
940 193 0
477 496 1
868 39 0
639 328 0
286 246 0
286 982 1
364 300 0
539 0 0
304 139 0
923 237 0
94 358 0
611 162 0
328 552 0
385 914 0
547 551 0
39 21 0
696 410 0
487 46 0
18 117 0
914 471 0
696 107 1
940 396 1
268 215 0
991 841 0
226 911 0
578 287 0
276 531 0
76 738 0
215 406 0
940 643 0
94 137 0
800 886 0
75 899 0
463 903 0
17 711 0
911 36 0
224 281 0
381 421 0
291 832 0
545 225 0
809 329 0
696 173 0
157 103 0
535 245 0
463 483 0
396 854 0
603 290 0
677 824 0
300 108 0
286 731 0
731 789 0
384 676 0
103 80 0
794 474 0
21 310 0
215 795 0
225 769 0
925 481 0
934 695 0
463 845 0
679 170 0
166 846 0
291 186 0
108 352 0
85 320 0
477 860 0
0 238 0
417 564 0
695 96 1
827 222 0
552 284 0
695 994 0
364 680 0
680 629 0
268 143 1
787 593 1
367 178 1
127 236 0
752 49 0
429 993 0
593 861 0
225 900 0
824 248 0
827 165 0
166 249 1
0 336 0
824 476 0
972 962 0
549 715 0
417 588 0
680 377 0
548 269 1
533 53 0
860 113 1
463 158 0
165 28 0
736 87 0
711 275 0
108 967 1
491 534 0
39 793 1
921 983 0
87 373 0
477 516 0
841 843 0
680 416 0
287 655 0
336 77 0
