100 99
59 90 66
59 63 37
63 28 52
59 15 9
15 98 31
28 68 38
63 99 12
59 36 24
63 89 19
68 96 9
15 1 47
89 62 96
36 9 30
15 77 13
90 18 2
89 14 38
59 86 12
15 5 8
98 67 62
9 27 76
68 41 78
28 35 98
36 42 100
67 39 19
39 60 92
14 46 83
68 55 29
89 0 75
96 87 80
35 29 80
14 54 86
46 33 2
63 48 61
42 64 62
5 20 80
14 53 74
90 38 83
27 25 97
86 43 91
87 16 49
14 4 48
36 21 4
46 72 99
39 26 21
14 65 96
9 32 88
48 61 100
21 84 58
65 88 44
4 19 21
39 80 6
90 37 36
64 50 22
21 40 9
67 75 9
39 83 90
19 8 86
80 78 5
28 97 49
18 91 19
83 85 25
64 94 34
91 34 79
37 57 66
67 95 57
63 12 68
94 58 5
94 73 81
4 56 47
26 7 81
35 79 3
75 22 48
9 2 20
84 69 72
37 49 42
48 70 8
40 52 3
2 82 52
2 3 61
35 23 89
55 51 58
34 17 6
48 30 35
60 11 12
40 45 76
79 6 21
80 47 65
51 10 51
56 13 86
42 24 7
73 66 97
43 31 50
33 76 93
96 92 32
40 93 37
76 81 81
69 44 67
13 71 90
12 74 84
