100 4599
80 72 61
80 19 2
80 94 91
94 30 38
80 35 14
80 64 10
64 56 99
80 66 54
19 88 62
80 38 83
56 45 51
19 14 79
56 1 43
30 4 51
38 54 82
19 49 2
80 42 94
56 13 19
4 21 9
21 22 88
56 70 82
38 92 41
19 28 42
4 79 11
21 91 31
21 5 64
54 6 99
42 97 45
38 43 69
56 0 68
21 24 49
66 82 87
13 41 16
92 71 6
35 65 51
56 27 5
64 39 74
71 76 88
70 40 9
54 68 86
1 25 63
6 77 33
49 33 15
94 26 39
6 11 10
14 58 16
82 31 26
22 78 57
5 32 86
49 84 66
28 81 47
38 75 23
94 67 98
21 46 66
6 20 49
13 96 42
97 34 10
39 8 36
19 85 71
24 7 29
40 61 45
91 17 3
58 48 86
22 62 20
48 51 53
91 90 16
70 36 49
65 74 2
82 69 8
22 50 93
0 10 82
24 83 49
42 59 70
21 23 37
68 87 19
21 86 10
64 60 81
49 15 92
21 99 71
66 29 83
30 16 83
48 95 49
38 2 24
65 98 73
23 47 43
75 57 66
0 12 33
32 18 59
45 44 61
17 73 27
74 3 29
27 55 36
21 89 24
78 52 71
43 63 70
63 9 31
67 53 96
20 93 30
42 37 11
67 52 96
66 10 98
76 95 46
98 19 34
93 68 74
92 4 9
37 33 31
33 84 100
98 18 92
6 71 45
95 38 78
8 53 18
51 35 64
81 87 5
19 72 37
88 16 81
36 21 23
68 96 40
48 74 87
23 49 30
61 44 12
44 99 35
14 43 56
65 55 13
43 69 9
2 37 84
66 76 86
67 39 50
89 58 81
43 72 65
39 50 18
45 67 51
37 83 58
12 66 61
45 60 71
43 9 52
91 65 75
12 37 30
84 73 15
57 43 68
27 40 57
94 51 21
81 47 27
89 95 66
40 69 66
98 63 71
69 3 91
4 58 93
37 77 37
82 70 98
80 96 89
65 21 60
47 24 33
2 75 95
29 68 84
93 44 57
94 31 21
54 86 79
22 9 15
27 78 37
52 5 92
51 2 17
0 3 52
78 84 99
13 11 13
47 63 56
31 86 52
98 81 87
95 79 51
23 77 92
49 7 19
74 77 36
58 0 69
60 8 100
27 58 8
33 36 80
69 89 28
33 6 80
92 87 100
27 46 89
90 9 2
87 91 42
24 52 73
52 58 97
67 49 50
30 73 19
44 20 40
77 67 67
6 79 25
92 60 25
26 8 29
42 86 4
34 55 68
46 91 67
66 58 93
73 26 77
94 24 38
73 57 62
