100 3599
30 35 54
30 54 61
54 59 62
59 10 30
10 44 1
10 47 64
35 98 38
54 48 78
10 70 82
70 49 94
70 17 49
59 91 47
17 14 5
47 93 56
10 77 41
91 5 48
5 99 59
47 15 56
91 46 99
44 50 28
48 2 63
91 34 56
93 74 42
10 64 36
54 11 52
77 45 14
10 66 7
64 42 20
2 21 53
2 40 28
35 12 57
21 51 2
11 69 38
51 19 77
69 78 70
74 55 44
48 4 48
5 27 11
64 52 72
5 63 43
17 87 84
63 84 24
49 6 6
10 43 37
48 9 83
14 3 96
44 53 5
42 8 6
84 58 30
55 72 25
8 80 68
4 18 76
74 7 42
69 67 43
66 88 92
9 31 4
58 25 68
99 86 33
31 1 16
9 57 67
34 90 30
67 28 71
14 38 32
46 65 4
64 95 51
55 97 13
31 85 62
5 22 45
21 89 66
53 16 1
21 75 90
85 41 55
87 79 16
44 20 83
35 24 40
30 94 59
66 96 35
55 68 10
74 32 7
52 56 9
17 60 90
17 81 59
27 76 88
24 73 91
81 29 6
12 26 42
25 83 32
9 23 68
38 0 96
30 37 84
21 62 10
15 39 2
87 92 40
99 82 46
81 33 21
66 13 4
21 36 45
85 71 5
30 61 65
55 37 83
65 72 95
68 1 98
65 99 65
54 49 71
69 89 14
41 92 75
90 94 71
32 25 25
86 11 65
60 4 88
89 25 74
27 6 60
40 10 74
92 73 68
95 79 9
95 85 21
76 45 21
71 36 40
8 79 67
33 42 100
89 5 24
14 13 74
19 86 96
66 70 56
48 60 35
57 3 47
87 93 37
4 36 41
48 26 7
84 10 71
77 50 10
65 45 50
31 6 16
51 82 81
52 50 79
27 53 9
42 43 57
68 31 35
69 85 8
25 5 92
41 61 21
15 48 46
70 37 46
30 71 74
38 46 75
77 65 83
71 44 66
18 40 3
41 63 67
18 43 48
38 89 68
21 48 19
20 52 40
4 73 85
83 97 51
12 13 79
2 47 40
14 28 21
59 58 48
3 0 78
86 17 55
69 83 47
79 55 75
75 66 19
70 54 68
11 98 42
71 90 45
24 94 85
16 49 41
88 49 72
34 26 65
5 66 81
99 0 41
95 38 42
22 50 32
33 19 87
80 72 54
67 41 20
84 9 88
14 74 23
86 34 75
21 6 82
94 89 11
99 98 29
95 28 12
15 75 24
30 3 58
88 61 67
10 30 95
75 99 92
23 34 59
85 77 65
86 54 20
32 69 77
83 51 46
92 19 54
52 75 58
15 65 16
49 9 26
45 60 98
42 49 95
21 15 7
57 54 53
22 1 6
15 62 2
79 39 2
18 46 58
12 77 68
48 70 47
49 24 84
27 94 90
8 71 51
47 23 33
28 84 2
85 55 73
90 88 58
98 33 57
78 61 85
14 2 15
53 68 31
26 36 3
16 36 88
17 75 39
37 52 21
90 0 9
86 25 14
95 81 39
84 50 5
46 44 52
91 38 28
89 32 20
38 82 63
11 15 11
5 68 92
72 25 84
72 57 49
51 67 25
13 22 98
91 88 95
81 31 52
33 57 88
86 69 47
74 22 33
77 34 39
13 64 96
5 62 43
9 33 66
53 56 52
92 10 39
7 20 64
93 50 68
19 0 38
0 47 9
0 88 68
41 26 65
63 9 68
40 22 71
40 84 47
87 45 81
64 9 64
74 64 2
85 10 76
61 70 2
13 55 20
73 10 58
91 66 46
54 64 16
2 69 25
32 6 10
16 95 95
51 28 2
31 89 32
18 6 19
28 97 37
72 92 92
83 13 41
27 43 29
29 97 2
65 25 88
12 18 3
8 37 72
59 37 94
58 4 89
29 3 12
90 12 23
58 9 85
79 74 60
16 24 83
18 60 42
35 46 81
28 61 40
54 95 27
49 58 29
16 32 72
93 77 30
59 2 44
4 47 39
56 31 55
31 82 20
34 63 53
37 92 34
99 97 71
96 77 19
79 75 77
65 18 47
53 85 47
85 90 72
10 61 62
39 18 82
43 7 12
99 4 78
69 97 63
37 44 88
65 5 87
84 69 56
91 84 66
86 80 89
31 69 66
32 60 65
81 3 94
57 98 70
51 61 49
74 28 55
91 4 99
59 28 70
43 40 97
26 71 60
84 71 100
29 49 16
47 75 54
28 3 83
86 15 34
38 56 17
27 78 26
71 70 57
97 88 71
91 29 4
46 64 72
63 60 10
86 48 24
15 5 34
66 36 84
63 96 59
30 87 53
94 23 83
61 34 94
54 31 40
96 71 82
80 35 81
16 17 1
21 14 50
10 82 32
50 53 19
38 11 38
39 98 82
70 62 21
57 77 62
2 44 14
40 4 94
39 7 67
68 82 27
1 66 55
48 99 61
52 63 56
66 87 17
88 72 84
89 51 96
34 71 50
34 18 6
88 10 81
15 32 18
46 23 63
70 95 38
55 6 6
55 26 58
16 40 2
85 81 95
31 40 54
40 58 92
5 81 35
95 82 46
7 82 43
81 92 28
96 55 8
83 92 50
96 34 4
33 22 37
19 50 70
33 82 75
52 73 73
29 93 97
37 69 29
56 37 61
8 26 70
99 49 16
93 85 74
59 32 12
36 25 29
19 31 94
79 46 16
64 16 55
99 81 7
13 42 21
9 74 20
24 54 92
66 6 84
22 31 71
51 42 50
71 46 77
30 17 2
78 16 15
48 78 74
39 58 93
22 98 16
22 93 84
28 58 44
18 53 100
46 4 20
65 63 68
2 90 94
11 74 9
99 59 31
36 73 11
88 28 42
61 42 33
96 89 15
22 75 70
59 17 57
45 49 77
64 59 72
28 42 56
36 58 62
72 48 34
18 41 81
30 4 98
88 78 57
15 56 82
7 44 36
83 16 100
90 61 45
28 82 7
71 29 67
48 68 56
94 39 40
85 3 56
77 75 61
44 4 5
35 85 90
13 6 61
86 30 79
17 76 66
66 93 1
2 54 57
46 11 90
35 56 79
79 69 97
13 27 26
41 16 16
45 17 71
82 41 3
37 63 5
29 4 28
93 56 77
7 45 57
78 98 23
82 55 15
4 89 49
8 9 73
64 31 43
14 34 44
43 25 4
32 90 9
41 17 46
68 96 58
51 52 90
23 20 33
0 25 15
24 84 7
26 33 42
37 16 17
72 81 76
95 27 12
63 28 29
9 30 95
53 49 5
92 45 17
81 54 62
89 45 56
4 33 82
66 54 70
91 1 38
25 60 69
62 3 26
52 48 94
33 74 65
