100 599
59 90 66
59 63 37
63 28 52
59 15 9
15 98 31
28 68 38
63 99 12
59 36 24
63 89 19
68 96 9
15 1 47
89 62 96
36 9 30
15 77 13
90 18 2
89 14 38
59 86 12
15 5 8
98 67 62
9 27 76
68 41 78
28 35 98
36 42 100
67 39 19
39 60 92
14 46 83
68 55 29
89 0 75
96 87 80
35 29 80
14 54 86
46 33 2
63 48 61
42 64 62
5 20 80
14 53 74
90 38 83
27 25 97
86 43 91
87 16 49
14 4 48
36 21 4
46 72 99
39 26 21
14 65 96
9 32 88
48 61 100
21 84 58
65 88 44
4 19 21
39 80 6
90 37 36
64 50 22
21 40 9
67 75 9
39 83 90
19 8 86
80 78 5
28 97 49
18 91 19
83 85 25
64 94 34
91 34 79
37 57 66
67 95 57
63 12 68
94 58 5
94 73 81
4 56 47
26 7 81
35 79 3
75 22 48
9 2 20
84 69 72
37 49 42
48 70 8
40 52 3
2 82 52
2 3 61
35 23 89
55 51 58
34 17 6
48 30 35
60 11 12
40 45 76
79 6 21
80 47 65
51 10 51
56 13 86
42 24 7
73 66 97
43 31 50
33 76 93
96 92 32
40 93 37
76 81 81
69 44 67
13 71 90
12 74 84
22 3 28
57 32 32
29 32 52
26 30 98
97 90 97
2 22 83
83 3 67
87 97 3
14 96 79
86 57 60
26 13 38
78 18 87
67 64 53
64 45 98
10 80 62
76 10 47
40 6 36
25 29 12
71 86 96
55 29 21
44 77 84
0 10 80
97 33 51
4 60 16
67 77 28
78 58 26
30 60 76
62 46 58
57 19 28
30 81 64
96 75 80
89 11 2
96 40 67
77 29 36
57 68 93
61 53 29
71 82 38
82 79 82
11 45 65
2 18 14
62 40 94
79 0 53
79 47 84
19 90 8
36 71 72
43 63 49
36 50 25
43 41 100
1 55 11
30 69 98
77 26 82
91 83 58
17 46 88
76 84 1
33 70 83
42 44 100
1 58 75
42 13 37
70 25 84
13 65 16
89 73 59
30 94 21
54 86 43
58 85 59
49 42 32
11 82 57
45 50 85
19 53 49
39 50 59
47 81 28
98 85 66
96 8 49
83 73 56
68 26 11
83 42 87
45 82 77
39 65 56
46 5 92
50 71 9
68 97 30
91 29 35
70 86 91
31 96 7
20 54 39
83 71 47
50 75 5
69 7 90
68 92 69
35 46 75
75 73 66
80 61 39
44 1 97
67 2 45
5 53 48
76 25 17
96 19 57
63 13 63
99 48 99
20 99 85
98 20 74
25 57 83
39 24 90
80 16 100
26 53 32
11 68 78
56 3 36
10 41 44
78 98 51
34 69 59
86 3 77
32 98 30
62 37 31
30 23 21
77 68 99
0 35 74
39 44 94
68 87 42
24 67 73
85 45 22
70 36 19
47 5 42
36 53 30
93 80 62
8 98 52
65 45 79
94 84 50
28 59 71
42 31 95
3 45 39
33 20 47
92 3 60
5 68 68
23 69 68
4 81 77
51 76 84
26 3 42
39 47 63
24 18 82
98 36 42
10 42 100
6 69 50
9 21 31
75 31 70
58 52 36
83 0 15
9 14 83
6 77 43
64 18 24
64 40 36
93 74 25
89 28 63
89 22 82
96 43 58
7 0 92
63 53 9
95 75 59
84 54 99
58 51 96
12 19 9
63 81 86
2 69 20
62 92 31
57 75 27
68 12 60
0 1 70
58 69 76
88 92 89
78 70 71
21 88 91
38 97 97
24 83 96
26 92 86
86 5 66
44 14 88
24 23 44
1 6 82
0 56 90
87 80 44
42 1 63
63 93 56
93 84 11
72 43 17
80 21 45
18 83 10
83 30 74
60 43 78
95 1 100
30 33 89
40 33 71
13 77 57
56 72 89
65 29 22
59 21 35
40 7 73
46 11 51
36 34 88
19 29 68
36 65 88
96 78 21
92 12 57
82 97 75
49 43 35
47 41 87
27 37 55
93 51 70
29 23 19
94 72 37
64 30 87
75 61 3
24 65 62
47 26 90
72 96 41
85 19 46
8 11 20
26 1 28
44 54 24
15 13 51
57 45 63
70 4 53
63 66 51
89 81 17
83 52 17
84 23 48
78 50 38
94 47 46
42 67 83
52 28 72
74 4 57
19 66 2
30 14 26
60 12 61
48 83 23
39 33 84
91 93 86
16 33 78
42 56 3
8 82 76
12 57 14
10 13 50
80 68 74
69 93 42
50 92 57
78 42 92
18 9 37
28 66 71
77 83 45
13 48 84
92 93 39
45 72 37
35 49 52
9 96 59
36 32 40
16 37 54
59 72 65
52 60 65
0 64 22
69 41 84
88 45 100
23 57 38
63 88 20
54 55 8
93 6 9
42 61 65
52 87 92
28 53 29
67 72 58
97 9 38
18 40 100
47 55 39
79 43 23
82 31 73
16 5 45
