7692 10000
797 4785 0
4785 4364 1
797 5018 0
5018 6999 0
4364 3844 0
6999 2273 0
797 6082 1
6082 5996 0
5018 335 0
335 5480 1
6082 2110 0
797 4327 1
5018 5909 0
4785 1233 1
5996 3605 0
5018 3562 0
5018 4940 0
3844 6691 1
335 3720 1
335 1837 0
2110 4437 0
797 3749 1
6999 4967 0
5480 4553 0
5018 327 1
5480 6432 1
3749 6257 1
4437 339 0
3720 551 1
5480 4256 1
6691 3931 1
6432 6820 0
3931 4034 0
327 1516 1
6082 6293 0
3844 1082 1
6820 4698 1
4940 3689 1
5018 3683 1
6432 1170 0
2273 3391 0
3749 3745 1
4553 5176 1
5909 1057 0
5176 3170 0
3170 7126 1
6691 1081 0
3683 7558 1
1170 3712 0
4364 2229 0
3391 3887 0
3720 2823 0
3745 511 1
2229 4711 1
4437 6268 1
3745 3468 1
4940 3952 0
3887 6008 0
5018 2690 0
4327 1642 1
6293 1729 0
6293 3564 1
4698 3990 0
5018 540 0
1837 3797 1
4437 3771 1
2823 189 0
5480 2199 1
5018 3216 0
5176 2320 1
6820 1387 0
1081 7004 0
6257 2891 0
551 3836 0
4327 5163 0
3720 6679 1
4698 4888 1
6691 4606 1
2823 556 0
6691 5413 0
6820 2748 1
4711 4799 1
1081 4445 1
5176 2765 1
3712 4706 0
327 620 0
3562 314 0
620 1214 0
3931 6362 0
3797 7240 0
4553 4893 1
3683 2825 0
4711 4949 1
1642 5701 0
4888 2293 1
6820 1528 1
2823 3561 0
2765 5911 1
3564 2900 1
3771 3214 1
5701 2096 0
7004 1695 0
4327 2282 1
2748 7666 0
4940 7443 0
511 1573 1
6999 6557 0
7004 3998 1
4799 4655 1
339 6123 1
551 7342 1
7558 3708 1
7240 1912 0
3216 4808 1
3564 5113 1
4706 7383 1
1528 5673 0
1081 5562 0
5176 3200 1
3564 2831 0
6257 1674 0
1082 1241 0
5018 3184 1
4437 6054 0
1233 5324 1
2690 586 0
4698 5918 1
4445 2948 0
2282 2502 1
7666 215 1
3708 4766 0
7240 7055 1
2320 3569 0
7240 1929 0
4327 2603 1
5324 1747 0
5018 1347 1
3749 2649 0
1214 7040 0
1387 183 0
4785 1318 1
4711 4803 0
215 4744 1
1929 1444 1
3745 3246 0
7004 1302 1
4744 7415 1
4766 4052 0
2748 5653 0
3749 927 1
3712 3791 1
189 4571 1
6432 2370 0
7443 7665 1
5909 4901 0
2603 3743 1
6362 3622 0
4785 5469 1
2948 328 0
5413 289 1
4553 507 0
5701 3015 1
4803 6647 0
3605 3859 0
339 6423 1
1747 6758 0
5018 2488 1
6647 964 1
6557 7062 0
1695 6240 1
4766 3059 0
1170 7408 0
327 206 0
4327 617 0
5480 2984 1
1747 5503 0
1081 3807 0
4327 2782 1
7055 5716 1
3990 6399 0
927 2154 0
3952 6024 0
215 682 0
7665 7324 0
6123 7420 0
7666 2790 0
4364 383 1
7420 6541 1
3797 2101 1
586 4931 0
7666 1401 0
3844 626 0
1318 5284 1
1214 3886 1
682 3644 0
3391 1231 1
5653 468 1
289 6283 1
1302 4196 1
5911 1357 0
3931 6879 0
5653 1167 1
3170 1577 1
2603 1437 0
5480 7573 0
1167 3597 1
1837 823 0
2948 2307 1
3562 6996 1
4571 3137 1
3745 3942 0
7665 1193 0
289 3037 0
2229 4739 0
3952 3045 0
2649 6964 1
3708 3802 1
1573 6689 0
2293 1983 0
3561 6470 0
5176 7322 1
6691 3127 1
2790 3586 1
2273 1066 0
206 2781 0
1081 1179 1
1241 4373 1
7055 5496 1
5909 5323 0
7415 4538 1
797 7001 0
314 2186 1
617 3260 0
4606 6892 1
4437 7623 1
2891 4661 0
2154 4390 1
2748 4599 0
183 2349 0
6123 1120 0
2349 603 1
7062 2763 1
4888 3020 0
4373 3164 0
3127 6931 1
2763 2156 1
1241 7246 0
327 1715 0
3683 4080 1
4698 3351 0
7342 696 1
468 2283 0
2282 4366 1
5469 1330 1
1695 4058 0
1929 4188 1
3059 2524 1
6423 3032 1
5018 7164 1
2748 1881 0
3216 7218 1
4327 3665 0
1715 2661 1
4799 4183 0
1674 5458 1
2199 4363 1
5324 567 1
4052 7111 0
3689 1977 1
3952 5374 0
215 566 0
4706 7223 1
3569 3472 0
3745 1856 1
4799 4988 0
3665 2214 1
1318 7155 0
4988 304 1
3683 6125 0
3015 3872 0
551 95 1
1642 6876 1
1856 1335 0
2748 1420 0
3872 3949 0
189 485 0
1528 2691 1
1387 5559 1
6008 3175 0
2101 3896 1
2282 1726 1
3597 4098 1
5716 6880 1
6691 4886 0
7126 6260 1
7558 5417 0
2488 1232 0
6268 2970 0
1444 2651 0
5562 4842 1
4766 6970 1
566 7627 0
485 7576 1
964 444 0
4940 5262 1
1066 5488 1
7001 2369 1
2831 3360 0
2984 2777 1
6054 7287 1
7126 897 1
5653 6398 0
7322 1985 1
6880 854 0
6283 2021 1
4058 1702 1
5559 466 1
327 5464 0
7001 2447 0
4606 2933 1
335 5474 1
6964 4752 1
4363 4685 0
4661 3110 0
2748 7119 0
3260 2897 1
556 7631 0
7322 5609 1
2661 7382 0
7223 4179 0
6820 7076 1
3569 4023 0
4744 3044 1
897 628 0
6931 5845 0
6362 6124 0
3952 3327 1
4655 3598 0
2447 2457 1
4183 3512 1
5480 1774 1
5284 7589 0
7382 1895 0
7126 1196 0
1170 2635 0
6964 4133 1
7287 6373 1
2370 3668 1
7558 1537 1
7408 534 0
3216 2042 1
5911 5174 1
7126 868 0
1642 343 1
2897 3932 0
5909 5108 1
4034 2816 0
556 2137 1
6082 6628 0
7576 2714 1
7062 87 0
6293 4845 0
6082 7437 0
6293 5842 1
1347 1361 0
5113 6738 1
2900 7641 1
6880 3953 1
3037 598 1
5374 1394 0
2777 1752 1
6931 4452 1
4606 5589 1
2307 5206 1
854 6917 0
5909 7201 1
5918 2414 1
2214 5011 1
1752 413 0
95 3444 0
304 951 1
1170 398 1
6876 227 1
3184 4755 1
7383 5232 0
823 4487 0
7201 3188 0
5284 4667 0
3708 195 1
1752 3463 0
1856 3991 1
3597 702 1
2199 6934 0
3844 1129 0
1231 2250 0
6240 940 0
6293 4496 1
6432 6590 0
6123 3750 1
1695 6551 1
1715 1222 0
3931 3421 0
1573 4820 0
6125 4683 1
3444 7649 0
1233 4876 1
7631 32 1
7155 2000 1
3689 7067 0
2199 2934 0
3360 7595 1
6931 6847 0
328 5980 1
2933 4106 0
5980 2705 1
1747 5584 0
3164 2436 1
1420 5000 0
7382 6674 0
3391 338 1
32 3728 1
4364 6572 1
551 1758 0
1752 6237 0
3110 1293 1
1293 5433 1
2229 5880 1
1983 7591 0
1437 1404 0
3942 4103 0
4785 6932 0
2229 6617 1
2691 1284 1
7218 7326 0
4373 6843 1
3175 7444 0
5480 7547 0
7382 2598 1
2777 5462 0
5589 2741 0
6674 3269 0
3942 6073 1
940 4340 1
1167 1818 1
5909 3820 1
2214 7566 0
4183 3454 0
3886 753 1
4103 4383 1
3896 5145 1
3859 5017 0
1929 5700 0
95 4727 0
1837 5972 1
6398 381 1
1758 3163 0
1774 2521 0
6847 687 0
7576 1486 0
4755 3008 1
7591 3069 0
1233 6139 1
4183 805 1
7665 1393 1
3059 7249 0
4445 5123 1
4766 7561 1
4373 6126 1
381 290 1
3605 7154 1
3214 6514 1
6082 5278 1
5262 267 0
1420 1331 0
5374 1971 0
7437 6107 1
628 7042 0
398 7064 0
1361 6886 0
7649 6096 1
1057 3057 1
6398 2738 0
4599 4137 1
3015 5042 0
507 6530 1
4711 7345 0
3836 7235 1
6879 5332 1
3896 5246 0
1387 3531 0
3188 3424 0
2524 6078 0
2096 6475 1
7076 5617 0
7573 1851 1
4452 1442 1
7345 2927 1
5980 94 0
2781 7634 0
2823 5572 0
696 2135 0
444 6780 1
5000 1261 1
7547 1553 1
7566 2751 1
2777 6559 1
3728 788 1
6123 4826 1
1912 2386 0
586 7498 0
5417 982 0
5503 3205 1
398 1523 0
5284 6763 1
4901 2059 0
6260 956 0
1881 914 0
3200 1717 0
2900 4578 1
2229 6660 1
4739 6903 1
5123 263 0
3468 6118 0
5716 5357 0
6118 6915 1
6758 3611 0
511 4024 0
3391 561 1
328 1173 1
4842 3501 1
7235 6305 1
3749 4151 0
4886 592 0
4080 3401 0
3200 4138 0
2135 178 1
6475 7604 0
3771 6881 0
3561 1023 1
626 5378 0
4133 4951 1
1222 2454 0
2250 3490 1
2897 77 1
4799 6644 0
5972 994 0
7342 2120 0
6260 2389 0
3424 4354 1
4949 2105 1
3490 830 1
1437 7579 0
1231 4063 0
6964 3718 1
4138 6443 0
5113 3638 0
2765 3711 0
7561 5783 0
3791 3223 1
189 3283 0
4106 917 0
3953 7603 1
540 3583 0
189 4317 1
3597 2047 0
3859 2951 0
3059 2195 1
2823 1596 1
854 3733 0
687 5652 1
592 5904 0
3949 256 0
5701 5153 0
2790 6527 0
1985 4693 1
4667 5900 0
7164 4925 1
687 4463 1
335 3314 1
7665 301 0
5232 7471 0
2635 5200 0
3749 2591 1
3886 1876 1
2105 3291 1
3872 894 0
7235 161 0
4103 4959 1
7154 837 1
1387 3679 1
3531 5902 1
7623 4060 0
3214 2366 0
6820 6364 1
687 6829 0
3037 860 1
1881 211 0
3886 4318 0
4437 4448 0
