2392 10000
2134 951 0
2134 1499 1
951 605 1
951 2220 1
605 317 0
605 419 1
2134 635 1
2220 620 0
317 2043 1
2043 199 0
635 807 0
807 2316 1
317 288 1
288 2293 0
951 1509 0
1509 1849 0
2316 71 0
1849 531 0
2316 1497 1
288 9 1
199 174 1
1497 1367 1
71 2322 1
9 1007 1
199 886 1
1509 373 0
2134 912 1
886 241 0
174 1431 0
2316 619 1
71 1102 1
241 641 0
2293 1060 1
1849 926 1
1060 1011 1
1497 1480 0
174 863 0
317 677 0
419 1779 0
419 526 1
2293 2356 0
1497 1063 0
620 1085 1
1063 1560 0
241 2180 1
635 1867 0
2322 1514 1
619 256 0
1102 1877 0
2043 1230 0
1431 389 1
1560 654 1
2356 1871 0
1849 1141 0
1011 1938 0
654 7 1
1560 32 1
2356 1627 1
654 702 1
863 2234 1
2043 1133 1
9 278 1
1560 271 1
1867 1362 0
1063 1170 0
1560 410 1
1867 166 1
2134 2054 1
71 1678 0
654 572 0
654 830 0
1560 1835 0
605 53 0
1102 683 1
278 1105 1
1367 748 1
641 1546 1
2356 1143 0
2220 390 0
619 211 1
271 97 0
389 1747 1
2043 1138 1
683 704 0
211 249 0
1867 1899 0
704 1276 1
53 387 0
278 178 1
387 1137 0
178 913 0
241 416 1
2293 2239 0
531 1585 1
199 2142 1
912 946 0
9 1436 0
1060 386 0
71 1962 0
526 1521 0
1102 1959 1
1521 1816 1
619 406 1
390 420 1
807 1709 0
416 553 1
531 2215 1
1007 741 1
2215 978 0
1276 492 0
946 789 0
741 2075 0
1962 629 0
1362 243 0
1959 2333 1
886 2188 1
1871 1569 0
748 1958 1
178 1952 1
1060 645 1
1105 247 0
389 1954 1
1137 955 1
1141 2058 0
256 1290 1
178 1997 1
978 2384 0
174 574 1
1102 1338 1
1085 1242 0
1290 1235 1
166 1573 1
288 771 1
1997 172 0
926 839 0
955 1500 0
2220 1232 0
531 1973 1
1137 826 1
1747 321 0
1585 1570 1
2356 337 1
256 2163 0
620 1596 0
771 1565 0
1514 701 1
531 2168 1
645 217 0
492 1841 0
2220 1927 0
97 901 1
629 1039 0
955 5 0
1063 1190 0
771 93 0
654 1365 1
243 2093 0
1133 1485 1
1627 1732 1
2234 584 1
584 573 0
1039 1008 0
1242 370 0
2075 192 1
5 1758 0
1011 2383 0
2383 1321 1
741 123 0
807 681 0
1585 1227 1
1958 1856 0
7 1636 0
241 1676 1
174 234 0
321 719 1
2058 1182 0
839 752 0
1958 806 0
321 2342 0
830 1488 0
2215 697 0
2342 2282 1
1008 1057 1
321 995 1
1338 1289 0
1596 2201 1
677 1501 1
620 696 0
807 928 0
178 589 1
1338 430 0
211 14 0
526 2052 1
886 2088 0
1636 1006 1
71 478 0
1143 2207 1
243 1963 1
1480 740 0
2322 1888 1
1678 78 0
1102 1207 0
1367 1945 1
32 982 0
2075 409 1
886 2306 1
1085 1040 0
1954 269 0
2306 1369 0
78 1483 0
719 1802 1
702 1311 0
2316 1016 0
2282 2182 0
696 860 1
211 731 1
1365 1729 1
681 1427 1
1242 1179 0
1867 1150 0
93 715 1
1137 665 1
1877 1584 1
826 92 1
1057 2095 1
14 2318 1
1369 1386 1
1945 99 0
2058 1698 0
1945 1868 0
321 277 1
683 1072 1
1779 2230 0
32 2059 1
553 292 0
1150 2340 0
217 1599 0
572 37 0
1232 2051 0
1190 2242 0
1584 1444 1
704 1324 0
1938 937 1
1480 1399 1
1698 1769 1
211 1457 0
635 195 1
863 825 0
1963 1605 0
1230 1770 0
389 1774 0
1758 2175 0
32 997 0
178 1923 1
2215 685 1
912 1437 1
1888 2265 1
620 2288 0
701 1472 0
1585 284 1
2215 1217 1
78 1196 1
78 1716 0
1006 539 0
9 1070 0
912 1906 0
1973 2361 0
123 823 0
1143 551 0
620 1886 1
2201 601 0
1007 1935 0
1758 1902 1
2265 2317 0
704 2183 0
826 646 0
1232 755 0
1997 1126 1
1849 1314 0
1835 35 0
697 428 1
2095 764 1
1227 459 0
1133 196 0
1938 1405 0
199 1812 0
1935 1224 0
1769 135 1
719 1580 1
1321 1734 1
2142 188 1
1338 70 0
1678 506 1
241 1796 1
645 1119 1
1011 2375 1
1779 956 1
428 1554 0
807 774 1
1580 1996 0
1729 1736 1
166 1308 0
2058 760 0
1867 1404 0
1497 1233 1
234 1813 1
1774 985 0
2230 368 1
420 473 1
2188 1117 1
1573 759 1
1945 1348 1
2093 427 0
1405 1432 1
2088 821 1
2306 1401 0
863 1142 0
135 1376 1
1117 232 0
232 583 1
2051 2373 1
760 1402 0
1431 1890 1
1927 1704 1
2215 305 1
2201 899 0
752 1920 1
1141 47 0
506 267 1
1935 1326 0
997 1957 0
646 1342 0
1437 570 1
1774 482 1
826 604 0
14 2248 1
764 820 0
428 706 0
247 1794 0
1386 104 1
2052 1544 1
1060 1131 1
5 2204 0
337 1108 0
697 2162 0
1431 718 1
2356 2310 1
1472 2323 0
1758 1522 1
1962 523 1
677 353 0
269 343 1
1521 530 0
373 917 0
1235 2321 0
1935 1195 1
1314 1708 1
2054 960 1
863 185 1
185 780 0
196 652 0
1105 1470 1
1899 767 1
192 591 1
2183 184 1
135 2292 0
2306 610 1
1747 38 0
1432 1258 0
2340 281 0
1923 226 1
1338 1506 0
2333 1937 0
1678 1610 0
2088 609 0
1011 852 0
1958 690 0
2383 1370 0
2095 404 1
267 560 0
1348 1702 0
1584 2026 1
807 1147 0
1324 1788 1
2163 1306 0
1736 518 1
1499 345 1
1497 2082 1
390 2216 0
410 1307 0
620 1621 1
71 19 1
2321 1429 0
1179 1 0
1709 1347 0
2182 1918 1
1276 2334 0
188 965 0
1698 467 1
820 1662 0
681 1679 1
278 431 0
2162 1756 1
1179 688 1
1365 1805 0
2321 2012 0
1232 543 0
123 2035 1
1399 2243 1
937 2328 0
284 1495 0
1802 2022 0
278 2213 1
2026 1746 0
2292 590 0
605 2000 0
1935 989 1
1506 106 1
917 1965 1
731 1009 0
1871 346 0
543 612 0
1290 1639 0
345 969 1
612 450 0
1376 23 1
135 141 0
195 1490 1
518 1744 1
806 1503 0
1756 10 0
1945 393 0
852 1925 1
1813 1413 0
584 455 0
1227 1294 0
2059 1767 1
1432 2260 1
609 480 1
1138 1183 0
428 2304 0
748 763 1
1569 627 1
591 2145 0
1232 401 1
1544 1667 0
1006 259 1
978 1106 1
1230 1122 1
2340 1045 0
2340 200 0
1495 2033 1
899 392 0
763 1523 0
271 1803 0
584 1797 1
1040 1693 0
899 1332 0
1805 2336 1
1483 1316 0
492 468 1
1108 367 0
1803 1393 1
2316 1617 0
1899 1663 0
281 2360 1
826 1993 1
1131 1872 1
1040 2325 0
406 559 1
645 2209 0
760 1317 0
2336 1502 0
32 2255 1
1569 944 1
928 2314 1
1770 1164 1
2183 439 0
629 738 0
431 176 1
482 1285 0
492 395 1
1480 878 1
748 1874 0
269 666 0
267 648 0
2000 461 0
9 1628 0
346 607 1
612 1905 0
1402 145 1
1 382 0
267 1694 0
1758 2067 0
553 924 0
1 1494 0
70 1553 1
1886 1764 0
1131 490 0
1957 555 1
