2942 10000
2134 2266 0
2134 2106 1
2266 1141 1
1141 1669 1
2106 673 1
2266 2827 1
1669 1833 1
2106 1869 1
2106 403 0
403 756 1
673 1848 0
1141 168 0
1141 422 0
1833 2631 1
422 582 0
2266 766 1
1869 1968 1
2827 381 0
582 314 1
756 228 0
422 2360 0
422 2169 1
228 111 0
403 1038 1
1038 860 1
2106 2154 0
1848 2511 0
673 924 1
1833 6 0
2511 934 0
673 1205 0
168 1423 0
2360 1551 1
314 400 0
1669 1741 0
228 395 0
111 608 0
228 1507 1
2266 699 0
2154 1189 0
1848 2938 0
422 2817 1
2169 624 0
168 2576 1
624 2937 0
673 2590 1
1968 1503 0
1507 1218 0
1551 11 0
403 2083 1
1551 241 0
1848 312 1
766 1781 0
756 133 1
673 447 0
766 1371 0
11 1474 0
1741 2246 0
2590 2577 1
1507 2633 0
1038 643 0
1833 961 1
314 1686 1
2590 890 0
447 2455 0
1423 973 0
1141 2871 1
1848 2268 0
1474 1543 0
1686 2184 0
312 639 0
1669 1105 0
639 2457 1
395 589 1
1869 1688 0
111 1032 1
1038 920 1
1543 558 1
766 2902 1
312 1115 0
639 2694 1
2577 1203 1
1105 2101 0
608 363 0
673 931 0
1507 822 1
2083 2625 1
2106 1415 0
961 1088 1
1686 2091 1
2902 1525 1
2268 388 1
582 1774 1
2511 533 1
1503 2142 1
363 108 1
2871 2805 1
133 1393 0
6 2687 0
1551 1620 1
2590 2329 1
2577 1388 1
2266 2159 0
1620 1536 1
924 2552 1
111 2155 0
2246 1515 0
2937 2215 1
582 2000 0
699 1232 0
1848 2742 0
2871 1116 0
624 2720 1
2827 1266 1
1393 1327 0
2091 2541 1
108 2645 1
1371 1075 0
2083 1100 0
1741 2693 0
1686 2171 1
314 197 0
961 840 0
133 2881 0
1774 1484 1
608 1307 1
1503 2113 0
2083 61 0
920 2792 1
1474 2690 1
2511 2361 1
924 295 1
2169 1945 0
2694 937 0
1536 2027 1
2027 204 1
1945 1073 0
2576 2763 1
973 1107 1
1968 397 1
2113 2447 1
2455 2467 1
1327 2728 1
558 2108 0
2631 2095 1
2106 2517 1
673 2620 0
1141 2297 1
1073 1845 0
2902 1529 0
890 1788 1
589 1892 1
937 2380 1
2113 1166 1
2694 2640 1
2380 2884 1
558 1040 1
1741 1580 1
822 2203 0
400 346 1
2552 1426 0
2620 646 0
1945 135 0
973 696 0
2169 2788 0
639 2181 0
1218 1095 1
1040 772 1
1536 2502 0
2690 856 1
2297 1018 1
1669 2748 1
1166 2201 0
400 1156 1
204 2 1
2881 246 1
2884 1942 0
931 930 0
403 1214 0
133 1317 0
1038 2182 0
2687 476 0
2817 812 0
1686 734 0
1141 2610 1
