6442 10000
5468 3357 1
3357 6394 1
5468 2681 0
6394 824 1
2681 6257 0
6257 3876 0
6394 5016 1
3357 2590 0
2590 4710 0
5468 6258 0
3357 2324 1
3876 1197 0
3876 1929 0
2324 5769 1
2590 4819 1
4819 1563 0
4819 5683 1
2590 464 1
2681 5229 1
5229 1283 0
464 4693 1
5016 4645 0
4819 3591 0
6257 5672 0
5672 3615 1
5468 4033 1
5683 509 1
5016 4588 0
4645 3603 0
3357 707 0
6257 2118 1
2681 2723 1
5683 5125 1
4588 2632 1
1929 4381 1
1197 1182 0
5672 2418 0
6257 4883 1
3357 3304 1
5468 4779 1
3357 52 0
4819 2499 1
1182 3201 0
2632 4887 0
4693 5807 0
5769 1479 0
509 6294 0
3591 1523 0
1523 511 1
1182 5236 0
4779 1377 1
1523 5776 1
4033 1556 0
1197 5628 1
2681 4924 1
1377 1323 1
6394 6330 0
4033 1904 0
6330 4744 0
4710 4236 0
5683 1543 0
2418 361 1
6258 302 0
2418 6184 1
3357 3648 1
2632 4780 0
1556 4083 0
1563 3916 0
4083 5806 1
1377 6271 0
4381 4981 0
4883 490 0
464 1570 0
1904 2072 0
1197 3643 0
5229 2588 0
5236 2668 0
6258 5893 0
2668 5745 0
707 270 0
4744 6302 1
3615 3386 1
1929 779 1
6184 327 1
4744 6072 0
1283 1694 1
4779 3956 1
2418 5320 1
1323 5103 0
5016 4753 0
4887 4322 1
5103 4587 1
4779 524 1
5672 3154 1
5103 5270 1
3386 3851 1
5745 3932 1
4744 3962 0
4779 1027 0
6271 3595 1
3603 1040 0
1929 2545 1
3201 600 0
1929 3169 0
1197 2459 1
490 4864 0
1543 3265 0
4083 4405 1
4710 6106 1
600 2061 1
4083 1263 1
270 50 1
3851 5002 0
1283 1010 0
1027 4983 0
2590 5714 1
4744 2258 1
1479 4328 1
5229 3094 1
1479 2432 1
779 4707 0
1283 5221 1
4924 6281 0
824 875 1
1182 5015 1
1010 4978 1
3932 5840 0
6106 2262 1
5125 3626 0
2324 1616 0
327 1169 0
6258 4591 0
2324 4423 0
50 1414 0
1323 570 0
4707 7 1
4883 6423 1
2723 6433 0
2499 5479 1
4328 753 1
3265 4582 0
4582 4057 0
3094 3528 0
1263 3020 1
4924 2152 1
3851 6018 0
4779 4120 1
4322 3644 1
2668 3806 0
4033 2304 0
50 3663 0
327 4880 1
4744 1719 0
6258 4982 0
5806 2611 0
4405 5001 0
5016 5267 1
4645 1601 0
509 1044 0
2072 5682 1
4645 4834 1
3932 5951 1
302 3143 0
4924 2662 0
6423 335 1
1323 2436 1
6072 960 1
3663 1732 0
490 3026 1
5745 4789 1
5103 4146 1
2668 848 0
302 5201 0
5320 2839 1
707 843 1
5201 5121 0
6106 3892 0
4146 925 0
5125 4040 0
1601 2671 0
3595 286 0
2662 5176 0
779 3877 1
6072 110 0
3265 475 0
1169 742 1
1377 2527 1
6294 425 1
4423 2853 1
6330 3966 0
4146 523 0
5121 2787 0
1694 541 0
3851 587 0
302 1727 1
4983 4304 0
7 2975 1
5121 1677 0
2459 1810 1
1479 1285 1
3201 5050 1
4120 2958 0
3304 5454 0
5628 2550 0
4744 1830 1
3603 5225 1
3265 6278 0
5050 3576 1
361 1605 0
5682 3309 1
4304 189 0
742 4123 1
1377 2297 1
707 3216 1
2072 685 1
1732 1612 1
587 6175 0
3154 4464 1
3956 4811 0
4744 3166 0
3877 4501 0
824 3647 0
3603 259 1
1694 71 1
490 4842 0
1732 4135 0
6330 2159 1
511 5603 0
1830 6009 1
1727 2603 1
3663 4661 1
2839 3570 0
4381 5715 1
4780 4273 0
4083 415 1
4811 4428 1
4789 6150 1
2611 3362 1
3647 362 1
2436 3844 0
5951 5433 0
4744 6289 1
541 6427 1
4693 2340 1
1810 4456 0
2159 3738 0
6106 1983 1
5176 5198 0
490 2561 0
2418 5749 1
3216 4683 1
3026 6181 0
1263 5902 0
1283 1374 0
3932 1848 1
1283 5450 1
5103 3664 1
4033 5919 1
1929 526 0
1677 4663 1
