796 1000
151 361 1
151 355 0
355 263 0
151 356 1
151 7 0
356 130 1
7 750 1
750 0 0
750 534 1
263 444 0
263 735 0
534 392 0
750 625 0
0 113 0
113 268 0
625 54 0
54 724 0
7 578 0
444 638 1
578 610 1
625 48 0
625 590 0
263 89 0
54 253 0
610 1 1
361 416 0
263 92 0
356 290 1
355 680 1
578 715 0
130 200 1
444 314 1
151 477 1
416 573 0
89 451 0
54 525 0
573 417 0
724 572 1
750 522 1
151 530 1
89 383 1
451 490 1
54 187 1
490 734 1
572 32 1
0 351 1
48 588 1
314 600 1
7 517 1
0 469 0
572 565 1
750 309 1
32 153 1
534 707 1
351 66 1
444 667 1
268 254 1
309 687 0
534 488 1
638 347 0
361 99 1
254 679 0
724 548 0
254 658 0
130 222 1
525 122 1
7 60 1
724 169 1
122 511 1
355 203 1
658 615 0
490 62 1
32 376 1
667 698 0
151 57 0
488 45 0
715 536 1
200 287 1
376 418 0
169 35 1
376 336 0
724 227 1
469 531 1
151 560 1
48 143 1
488 17 0
203 644 1
1 547 1
534 428 0
522 340 0
1 47 0
525 64 1
54 592 1
1 364 0
418 393 1
66 744 1
724 245 0
600 157 1
99 191 1
364 766 0
253 485 1
169 452 1
351 104 1
364 127 0
222 335 0
451 23 1
1 265 0
565 343 1
744 546 1
17 40 1
57 192 0
625 176 0
92 165 0
511 623 0
66 248 0
546 436 1
253 111 1
734 527 1
290 555 0
517 390 0
45 167 0
203 283 0
314 520 0
32 708 1
376 304 0
744 647 0
511 269 0
263 159 1
1 289 0
376 443 0
578 635 0
625 661 0
1 785 1
45 745 0
17 324 0
490 18 0
555 67 1
269 27 0
635 699 0
610 507 1
130 5 0
572 713 1
572 250 1
192 172 1
488 613 1
254 467 1
165 706 0
99 173 1
227 496 0
623 25 1
588 550 0
428 689 0
253 410 0
54 519 0
40 447 0
64 87 0
744 441 1
550 249 0
520 710 1
376 216 0
143 602 0
335 132 1
47 755 0
157 196 1
635 725 0
187 435 1
785 12 0
159 175 0
477 204 1
519 37 1
283 737 1
689 432 1
54 773 1
157 205 1
755 105 1
192 219 0
191 395 1
27 459 0
111 783 0
265 331 1
249 238 0
130 662 1
737 319 0
343 717 1
309 144 1
309 135 1
531 691 1
176 360 0
203 758 1
331 369 1
691 156 0
436 622 1
667 641 1
725 731 1
47 199 0
416 777 1
60 26 1
369 719 1
691 599 1
477 440 0
536 604 0
625 784 1
658 190 0
245 184 0
205 246 1
731 764 0
66 701 0
347 676 0
706 553 0
351 63 1
519 306 1
550 91 0
45 648 1
615 103 1
172 577 0
441 278 1
517 180 0
227 470 1
25 198 0
452 721 0
62 76 0
604 763 1
113 601 0
12 231 1
644 465 1
27 498 0
721 320 0
278 210 1
477 723 0
392 423 0
122 674 0
555 792 0
511 262 1
263 733 0
203 684 1
278 642 0
64 401 1
246 16 1
764 475 1
320 73 1
254 500 0
66 359 0
773 752 1
175 579 0
176 129 0
347 481 0
610 712 0
91 296 0
73 514 0
712 564 0
73 761 1
699 2 0
712 497 0
127 782 0
320 461 1
481 345 1
441 537 1
129 678 1
691 605 1
16 692 1
227 194 1
27 778 1
360 39 0
27 762 0
723 334 1
92 288 0
465 637 0
708 381 1
706 541 0
428 651 0
497 378 0
689 645 0
143 732 0
47 663 1
667 313 0
507 636 0
18 462 1
343 137 1
204 83 0
647 147 0
194 606 1
522 42 0
175 409 1
