646 1000
75 529 1
75 644 0
75 327 0
529 396 0
529 176 1
327 578 1
644 283 0
283 240 1
529 519 0
240 260 0
75 290 0
327 247 0
578 620 0
578 586 0
620 68 0
260 390 0
620 523 0
519 200 1
529 151 1
519 136 0
523 84 0
327 88 0
586 433 0
260 631 1
247 493 0
396 499 0
396 427 1
136 210 1
136 6 0
260 418 1
620 70 1
519 149 1
493 447 0
151 86 0
644 166 0
529 411 0
75 568 1
519 34 1
519 137 1
176 213 1
620 593 1
283 43 1
75 530 1
418 66 1
523 246 1
88 504 1
578 377 1
34 370 1
644 267 0
267 313 1
86 270 1
267 129 1
433 363 1
68 287 1
620 394 1
240 207 1
568 546 0
568 39 1
396 415 0
39 242 1
137 35 0
313 333 0
546 552 0
396 303 1
200 37 1
631 160 1
240 481 1
390 264 1
433 558 1
523 61 0
66 227 1
34 364 1
415 557 0
75 69 0
166 399 0
160 125 1
166 508 1
267 189 0
129 569 1
568 192 0
546 621 1
270 159 1
68 293 1
247 281 1
418 12 0
493 64 1
39 361 1
396 511 0
281 100 0
433 463 0
129 492 1
586 126 1
192 220 0
6 162 1
569 307 1
267 562 0
242 115 1
64 328 1
328 177 0
136 170 1
69 489 1
189 195 1
260 455 0
189 358 0
568 138 1
66 117 0
504 82 1
247 387 1
137 395 1
136 261 0
136 618 0
260 122 0
220 11 0
227 297 0
176 173 1
138 168 1
287 146 1
455 617 0
519 339 0
149 606 0
136 268 0
293 420 0
418 22 1
328 305 0
519 386 0
170 600 0
489 588 1
176 342 0
339 144 0
200 282 0
420 636 0
68 321 1
149 563 0
170 235 0
519 500 0
162 54 1
149 335 0
307 221 0
600 152 1
552 214 0
606 619 1
283 392 1
395 45 1
195 148 1
418 216 1
247 1 0
619 16 1
137 312 0
358 211 1
415 468 0
22 408 0
149 127 0
69 3 0
399 110 0
593 178 0
216 164 1
281 142 0
267 108 1
22 567 0
492 13 0
363 279 1
108 320 0
220 40 1
394 179 0
390 218 1
247 26 0
151 409 0
558 590 1
523 315 1
12 597 1
210 29 1
125 548 1
268 133 1
593 322 1
620 371 0
529 426 1
260 78 0
176 301 0
173 56 1
636 477 0
290 638 1
117 204 0
312 589 1
218 469 1
463 515 1
377 237 1
125 458 0
339 196 1
149 536 1
126 514 0
489 251 1
523 445 1
164 5 1
12 153 0
13 439 1
569 345 1
320 354 1
569 470 1
75 449 0
200 448 0
458 565 1
211 51 0
160 274 0
586 19 1
196 400 0
307 401 0
621 206 0
590 329 0
433 629 1
420 576 1
153 444 0
160 472 1
600 485 1
3 304 0
122 574 1
178 501 0
192 460 1
5 341 0
110 326 0
220 521 0
339 314 1
515 573 0
84 507 1
558 405 1
5 191 0
333 14 0
444 539 1
176 442 0
569 628 0
638 266 0
196 417 0
54 4 1
125 228 0
152 236 1
590 630 0
370 20 1
126 407 1
13 18 1
470 393 1
481 367 0
606 309 0
152 97 1
433 380 0
39 0 0
34 375 0
126 550 0
562 118 0
370 306 0
588 351 0
37 527 1
204 73 0
573 581 0
313 582 0
335 346 1
469 474 1
176 219 1
118 410 1
51 93 1
361 425 1
86 226 1
214 378 1
644 324 0
617 429 0
523 49 1
449 44 1
6 239 0
455 452 0
18 403 1
335 374 0
151 50 0
606 471 0
178 57 0
176 512 0
73 450 1
137 38 0
43 626 0
449 102 1
447 201 1
573 62 0
370 349 0
471 308 1
37 272 0
11 522 1
377 382 1
447 334 1
578 564 0
638 131 1
499 531 0
358 368 1
442 253 1
133 513 1
