3142 10000
1791 1016 1
1791 338 0
1791 2151 1
1016 3082 1
1791 1811 1
338 407 1
1791 1881 0
1811 554 1
2151 3002 1
3002 1510 1
1510 1527 0
2151 2912 0
1881 2475 1
1791 1703 0
2912 525 0
1527 34 1
1703 2729 1
407 502 1
2912 40 0
1811 1068 1
1510 2303 1
1016 221 0
3002 3010 1
3082 3040 0
1510 2759 0
34 2612 1
2912 1117 0
1791 481 0
502 1707 1
2759 2888 0
2888 2395 1
1117 320 0
221 2657 1
2657 263 1
2657 387 1
2395 2548 0
263 620 1
1527 1357 1
1791 2401 1
1707 1266 1
387 1692 0
221 1063 1
525 1978 0
2475 1968 1
2395 1012 1
2888 444 0
444 1869 1
263 2586 0
338 1476 0
263 1024 0
1881 452 1
1476 1549 1
1978 2694 0
1012 384 1
2694 1874 0
2759 597 1
597 416 1
2401 310 0
1549 3107 0
3010 1712 1
3040 2994 0
2694 210 0
2303 218 1
384 2315 0
2994 2980 0
2980 688 1
3040 879 1
1791 1636 1
338 2739 1
2303 752 0
3002 792 1
2759 1370 0
1266 1955 0
1012 1410 0
384 1677 0
3082 2909 0
387 21 0
2912 1697 0
3002 2869 0
2729 2518 1
3040 3054 1
444 2691 1
3002 181 1
1703 798 1
1677 2798 0
1024 1693 1
2694 1504 0
1869 1912 0
2586 2854 1
210 2723 0
3010 1087 1
218 2127 1
21 370 0
1370 723 1
2869 1396 0
2657 507 1
3107 471 1
1504 2171 1
2723 456 0
1636 2738 0
181 1335 0
1869 3137 0
21 2240 0
221 725 0
481 1050 0
1677 2141 0
2912 863 0
40 1099 0
2909 1142 0
1869 926 0
2395 1620 0
688 2793 0
1396 1318 1
2518 2600 1
444 3069 0
263 22 0
2518 937 1
723 1341 1
40 1199 1
2612 396 1
2738 1717 1
1396 403 0
1396 2119 1
2612 1806 0
2912 559 0
3002 2155 1
310 1576 1
2994 278 1
1712 2764 0
1266 2311 1
2155 329 1
1199 1602 0
1620 2736 1
2518 1657 0
2691 1039 1
1697 249 1
1063 311 1
444 1464 0
416 1629 0
396 309 1
725 4 0
2141 2052 1
221 131 0
1016 2390 0
554 504 0
2303 2673 0
504 900 0
2736 1377 1
2612 2466 1
1712 2726 0
1016 1997 0
3002 1842 0
937 1542 0
798 1201 0
3040 1090 0
900 1358 1
1476 2756 1
3002 2398 0
2909 1170 1
1707 280 0
1341 942 0
471 1943 0
2729 152 1
597 393 1
1012 1889 0
1201 1835 1
1464 2713 1
2759 1449 1
1358 1945 1
3069 2337 1
2127 2031 0
387 273 1
338 574 0
2723 470 1
2155 291 0
1266 1728 0
338 2531 1
1912 2658 0
2240 2229 1
502 2500 1
2888 1732 0
310 2203 0
1266 2540 1
152 1045 1
2694 2567 0
1707 2369 1
470 1741 0
1016 2199 0
1396 1003 0
2052 3066 1
2500 49 1
2031 2992 1
1170 2541 0
2738 2592 1
937 2787 0
2657 1196 1
1811 1115 1
2586 1863 0
2787 1606 0
2756 2852 1
1050 3139 0
2909 2219 0
2764 921 0
1377 1499 1
2398 2805 0
2912 3017 1
