8192 10000
1382 3277 0
1382 3527 0
3277 7432 0
1382 1977 0
7432 1764 1
1977 526 1
7432 1913 0
1977 1683 0
1913 6523 1
1382 2210 0
2210 4663 1
1382 4049 0
1764 5666 1
526 6300 1
7432 4289 0
7432 5887 1
5666 2742 1
1977 2315 0
4289 6071 1
2210 7297 0
4663 3906 0
2315 5965 0
3906 1481 0
5965 2404 1
2742 2775 1
4289 6841 0
2775 5944 1
3277 3395 0
1977 1784 0
4049 5641 0
5641 2310 1
2404 7095 1
6300 2086 0
2210 309 0
1481 5285 1
1481 312 1
1382 1195 1
2210 5011 1
3906 3255 1
3527 929 0
6300 1739 1
4663 4695 1
5944 3041 0
7432 950 0
5641 6230 0
526 7733 0
3395 1826 1
526 1780 0
2315 1348 1
7432 3193 1
6300 664 1
5285 200 0
929 5646 0
1382 4236 1
7095 4875 0
3527 1602 0
1784 8025 1
1977 3400 1
1683 676 1
4049 94 1
1602 2763 0
5965 3336 1
3336 5984 1
2775 6752 1
3400 3626 0
1348 829 1
676 5323 0
3906 3723 0
1826 4235 0
2763 5465 0
309 1029 0
5666 3187 1
664 3677 1
4663 7893 0
5984 4598 0
7432 2883 1
5984 4737 1
6071 523 1
4875 88 0
950 7782 1
7733 5088 1
3400 629 0
526 5632 0
4737 4111 0
1382 2386 1
3723 5003 0
6841 8041 0
4236 3427 0
5285 4550 1
88 4895 0
2310 3455 0
676 1766 1
5003 2070 1
2086 5207 0
7733 186 1
4235 2022 0
8041 2954 1
4049 3196 0
1739 1684 0
8041 786 1
7733 1045 1
4663 5396 0
3677 6774 1
4598 6823 0
2883 7521 0
5646 2862 1
1780 3794 0
3041 2296 0
1481 2488 0
829 2791 0
2488 4872 1
7782 463 0
1602 6064 1
3041 6139 1
3677 4134 1
950 2866 0
1913 6438 0
950 6380 1
664 481 1
5465 161 1
5003 2028 1
3400 1068 1
3906 8049 0
6823 8164 0
6071 607 1
1602 3570 1
1826 4266 0
1977 3858 0
629 626 0
5207 5535 1
3193 5023 0
929 6434 0
4289 5854 1
2086 3050 0
