1092 10000
830 781 0
830 971 0
830 582 1
971 539 0
830 78 0
78 236 0
539 910 0
236 442 1
582 399 1
582 289 0
78 862 0
910 1061 0
862 767 1
830 245 1
78 780 1
78 30 1
399 1053 1
971 142 0
539 117 1
862 1077 0
862 1046 1
780 51 0
830 12 0
12 423 1
399 393 0
30 314 0
539 1 1
314 2 0
539 613 0
1061 723 0
236 688 0
30 81 1
971 401 1
1 418 1
51 948 0
862 869 0
314 657 0
51 189 1
582 468 0
688 346 1
346 509 0
78 479 0
657 891 1
399 1063 1
1053 107 1
1053 692 0
346 693 0
399 368 0
418 31 1
910 481 0
189 324 1
948 27 0
2 266 0
613 365 1
781 565 0
346 994 0
481 624 1
314 550 0
78 454 0
869 13 0
51 555 0
418 984 0
13 352 1
1 1034 0
780 515 0
971 203 1
12 194 0
454 1037 1
401 806 1
368 216 0
479 178 1
107 1050 1
688 477 1
216 944 0
539 1032 1
30 5 1
688 739 1
245 80 1
693 228 0
80 983 1
1053 774 0
1053 291 1
27 396 1
806 165 1
780 931 0
693 922 1
479 496 0
1037 608 1
869 889 1
723 799 0
539 969 1
178 650 0
1034 804 0
804 741 0
739 162 1
1 238 1
468 791 1
739 98 1
12 600 1
983 909 1
442 501 0
1077 672 1
922 498 1
767 1018 1
741 717 1
396 1085 0
291 596 1
468 1068 1
27 448 1
236 321 1
314 95 0
165 1073 1
12 60 0
30 36 0
515 807 1
401 866 1
922 3 0
468 967 1
423 374 1
418 148 1
162 670 1
1037 223 0
442 1022 0
944 46 1
983 272 0
539 1064 1
799 149 1
245 772 1
1085 187 1
1068 593 1
866 541 0
245 645 1
582 478 1
142 1008 0
807 494 1
739 330 0
596 366 1
1068 918 0
321 302 0
969 310 1
1068 563 1
741 819 0
346 414 0
967 211 1
1061 54 0
582 808 0
624 599 0
830 993 0
51 287 0
1053 837 0
12 836 0
148 675 1
600 896 1
1064 444 1
983 499 1
216 43 1
918 1001 0
418 701 1
582 185 0
1050 493 0
366 522 1
593 198 1
889 864 0
767 229 0
148 463 1
477 116 0
896 390 0
368 735 0
