7342 10000
3564 880 0
3564 556 1
3564 5637 0
556 2248 0
3564 904 0
2248 667 0
667 4496 1
5637 5333 1
3564 4271 1
904 1840 1
904 4614 1
3564 3561 1
1840 4168 1
2248 6993 1
1840 1136 0
2248 2036 0
4168 171 1
2036 2135 0
171 4714 1
3561 3288 0
1136 5134 0
4496 5759 0
2036 5899 0
3564 5725 1
5759 1990 1
3288 2549 1
5637 1901 0
667 5950 1
2036 5900 0
171 2885 1
1840 4462 0
1901 653 1
2549 2406 0
5950 3594 1
3564 6351 0
5725 4044 0
3561 3507 0
2248 1078 1
5333 3487 0
6993 3931 1
5759 2823 0
2406 5410 0
5950 7156 0
5759 7307 1
4044 355 0
6993 237 1
7307 2307 0
653 5935 0
7156 5978 1
5900 5845 0
5935 5983 1
5899 757 0
4271 1592 1
6993 4758 0
3564 3011 1
3564 4617 0
5637 3057 0
5845 3384 1
2885 2895 1
4496 5962 0
5900 2466 1
7307 323 1
5899 1864 1
5899 1641 1
5134 5621 1
4462 5281 0
6993 2858 0
4462 7270 1
3594 91 0
4462 2235 1
3931 1095 1
2406 7325 0
4617 712 0
4758 4990 0
5621 7003 1
2248 6864 1
3594 3052 1
323 89 1
2235 6368 1
1840 5676 1
3487 4060 0
5134 5829 1
6993 3671 0
5134 4764 1
3487 3975 1
1641 4838 1
1592 1756 1
3011 665 1
7156 6880 0
3564 4570 0
4990 4198 0
5621 1645 1
667 2923 0
667 1574 0
2858 6537 1
4990 7053 0
89 1384 0
1901 1548 1
4496 2891 0
1645 2712 1
3384 922 1
6368 6023 1
1136 382 0
1645 4586 0
91 1368 1
2885 5017 0
3507 5290 0
3288 5819 1
4614 3108 0
5829 5397 0
3975 5693 0
2549 1087 1
922 1598 1
1645 298 0
3288 3405 1
2466 1844 0
6351 4294 0
1840 1407 1
2466 1452 1
3507 7177 0
5935 4398 0
904 3054 1
91 2408 0
5397 6597 1
4044 3538 0
7156 5842 0
7307 2821 1
7177 6902 1
6993 4064 0
3975 5001 0
5900 2251 0
6597 2119 0
355 5866 1
1136 6951 1
3288 5745 0
5001 2747 1
2858 4033 0
3384 2762 1
880 361 0
