142 10000
67 34 1
34 84 0
84 21 1
67 103 0
103 88 1
67 53 0
53 70 1
88 140 0
53 58 1
67 1 1
53 94 1
88 75 1
58 10 0
70 45 1
10 91 1
140 28 1
1 141 1
94 102 1
88 73 1
53 99 0
102 122 1
99 18 0
70 69 0
75 11 1
94 116 0
70 118 1
34 3 1
53 5 1
34 20 0
1 50 0
3 121 1
3 13 1
103 132 0
73 93 0
141 101 1
103 64 1
67 46 0
64 77 1
101 76 1
116 127 1
64 61 0
141 35 0
102 96 0
53 80 1
64 27 1
99 92 0
127 48 0
70 2 0
88 9 1
3 16 0
67 8 1
64 138 1
45 26 1
61 30 0
116 31 0
101 14 1
140 128 0
21 89 0
64 130 0
50 15 0
69 110 0
28 82 0
76 62 0
58 66 0
21 56 0
67 55 1
21 42 0
103 71 0
30 133 1
93 124 0
45 120 1
55 119 0
82 106 1
15 100 1
120 81 0
42 97 1
118 54 1
26 129 0
73 59 0
140 22 1
5 108 0
106 107 0
140 136 0
18 12 0
61 44 1
106 117 1
97 51 0
91 137 0
141 68 0
16 83 1
16 85 0
50 79 1
85 7 1
16 40 0
67 135 1
20 139 1
137 90 1
70 17 1
70 41 0
61 47 0
1 114 1
28 98 1
67 74 0
137 86 1
34 72 1
74 104 1
76 65 1
2 39 1
114 109 1
129 29 1
67 105 0
75 113 0
27 78 1
102 63 1
68 19 1
99 60 0
121 111 1
61 24 1
67 123 1
44 95 1
102 38 0
129 131 0
140 32 0
108 4 1
13 57 1
124 125 1
28 112 0
85 37 1
130 52 1
2 23 1
15 43 1
11 25 0
117 115 0
99 33 0
48 126 1
17 87 0
112 49 0
81 6 0
2 36 1
45 0 0
92 134 1
132 9 0
10 9 0
51 55 0
101 57 0
34 114 0
41 140 0
68 4 0
117 103 0
125 96 0
122 38 0
82 107 0
5 16 0
90 78 0
41 105 0
16 102 0
66 71 0
40 101 0
106 48 0
65 48 0
81 76 0
33 83 0
18 49 0
79 117 0
140 17 0
52 124 0
78 141 0
112 94 0
104 46 0
27 84 0
138 99 0
69 62 0
103 129 0
10 92 0
17 11 0
74 87 0
27 76 0
41 130 0
38 130 0
33 58 0
15 134 0
37 125 0
51 64 0
78 118 0
89 90 0
117 26 0
70 126 0
95 51 0
41 27 0
43 134 0
54 18 0
131 128 0
99 73 0
41 21 0
66 118 0
97 4 0
97 63 0
112 53 0
132 101 0
66 38 0
128 81 0
87 67 0
113 114 0
112 33 0
53 6 0
102 126 0
64 39 0
104 128 0
127 133 0
70 105 0
125 21 0
57 122 0
45 12 0
27 133 0
97 67 0
14 108 0
82 140 0
137 34 0
77 106 0
94 122 0
8 80 0
90 86 0
141 63 0
66 36 0
137 13 0
67 115 0
82 79 0
109 22 0
140 86 0
35 95 0
51 28 0
88 63 0
