446 1000
205 9 1
9 252 0
205 441 0
205 70 0
70 86 1
205 327 1
252 140 0
140 375 1
327 381 0
375 433 0
441 309 0
381 401 0
9 90 0
9 134 0
433 251 0
205 243 0
401 219 0
70 22 1
433 54 1
205 111 0
433 384 0
70 427 0
381 122 0
54 426 1
252 270 0
252 412 0
401 114 1
426 153 1
309 310 0
140 409 1
205 53 1
433 274 1
53 150 0
409 192 0
426 287 0
384 123 0
122 316 1
426 440 1
440 33 1
274 334 1
140 195 1
274 272 1
70 11 1
86 45 1
409 13 1
150 164 1
251 91 1
53 181 1
181 43 0
122 421 1
409 320 1
70 438 1
270 14 1
153 290 1
316 236 1
375 57 1
140 107 0
122 93 1
107 28 0
381 293 1
236 187 0
290 160 0
45 145 0
45 368 1
91 131 1
70 130 1
252 232 1
145 340 1
381 217 1
195 173 0
122 306 1
45 289 1
375 318 0
93 335 0
54 120 0
426 81 1
22 312 1
438 355 0
310 10 1
335 331 0
217 71 1
335 203 1
236 382 1
355 1 1
252 240 0
145 408 1
287 277 1
320 185 0
10 388 0
312 304 0
340 115 1
316 363 1
375 359 0
123 83 1
54 15 1
270 37 0
401 347 1
57 407 1
287 323 0
45 154 1
115 126 1
232 218 1
126 247 0
154 424 0
145 162 1
187 61 0
22 176 1
306 227 1
247 60 1
90 147 0
363 322 0
388 95 0
154 24 0
270 260 0
287 338 1
347 282 1
203 326 1
115 271 0
347 222 0
426 214 0
252 199 0
107 377 0
45 94 1
145 26 0
195 155 0
407 228 0
359 301 1
433 420 0
377 129 0
95 3 0
243 49 0
181 200 1
363 261 0
217 300 0
187 317 0
421 139 1
382 25 0
28 4 0
130 319 1
37 196 0
219 30 1
199 80 1
147 417 1
71 380 1
37 422 1
83 366 0
438 336 1
228 172 0
130 124 1
251 51 0
123 350 0
164 149 0
4 413 0
140 127 0
26 223 0
375 226 1
417 265 0
366 88 1
277 142 0
95 146 0
145 376 1
384 213 0
363 23 1
433 345 0
1 344 1
433 389 0
375 89 0
252 235 1
213 194 1
107 157 1
426 85 1
240 351 1
408 279 1
401 216 1
355 278 0
326 105 1
441 116 0
359 360 0
377 445 1
270 101 0
331 42 1
271 104 0
26 109 1
109 166 1
86 19 1
176 180 1
226 307 0
196 425 1
401 106 1
326 82 0
164 112 1
227 50 1
408 324 1
327 393 0
310 41 1
282 56 1
271 313 1
26 96 1
14 296 0
322 175 0
319 330 1
50 399 0
192 132 0
408 239 1
15 47 0
10 231 0
124 135 0
316 189 0
218 151 1
290 8 1
324 108 0
15 20 1
176 248 1
192 191 0
227 291 1
126 342 0
88 428 1
384 259 0
10 346 0
1 353 0
33 212 1
433 297 0
15 397 1
344 357 1
187 73 0
8 58 1
340 74 0
86 193 1
236 72 0
194 383 0
383 391 0
248 245 0
58 246 1
408 431 0
282 144 1
344 141 0
261 395 1
116 79 1
407 364 1
228 38 1
212 118 0
270 385 0
96 378 1
106 184 0
399 29 0
194 52 0
112 12 0
123 65 0
122 128 0
180 233 0
30 275 1
123 429 0
37 402 0
359 84 0
107 32 1
151 396 1
194 333 1
181 418 1
123 432 1
296 285 1
384 339 1
12 190 1
89 87 0
41 5 0
83 27 1
25 419 0
359 329 0
338 170 1
14 298 0
316 40 0
150 18 0
47 6 0
274 437 0
382 273 1
425 269 0
54 328 0
431 188 1
111 238 1
223 410 0
45 63 0
5 138 1
298 332 0
4 152 1
106 266 1
130 161 1
306 283 0
166 21 1
344 165 0
238 62 1
410 314 1
154 280 1
272 39 1
116 36 1
18 197 1
345 163 1
335 125 0
329 221 1
274 230 0
43 416 1
109 394 0
221 67 1
428 423 0
375 31 1
95 100 0
440 59 1
290 66 1
401 288 1
