3092 10000
1184 2129 1
2129 824 0
1184 3087 1
1184 1472 0
2129 1139 1
824 1660 1
1660 2246 1
1660 1377 0
824 2943 0
1472 253 1
2943 38 0
2129 1760 0
2943 1126 0
1126 2291 1
2129 2140 1
1760 56 1
1472 1513 0
2246 2289 1
2140 316 1
1126 2915 1
2246 1510 1
3087 1210 1
2129 2567 1
56 2530 1
1210 630 1
630 706 1
2567 2964 0
706 1218 1
38 2725 0
1660 1471 0
3087 2012 1
1510 1378 0
2567 2244 1
1126 116 1
706 1316 0
2964 3062 0
1316 388 0
253 2826 1
1660 2235 0
1210 2719 0
1218 3022 0
3087 1669 1
2719 2711 1
1210 2968 1
1472 2844 0
2012 2953 1
1218 892 0
2953 371 1
1669 1635 0
56 277 0
2719 317 1
56 1893 1
1635 1902 1
56 1047 0
1660 1725 0
2915 1723 0
2246 1223 1
2244 2274 1
1660 796 1
706 2144 1
1510 1015 1
277 126 0
2826 475 0
1471 3000 0
2968 256 1
2129 489 0
1472 2219 0
1669 2536 1
1139 2453 0
2530 2643 1
1760 2495 0
1015 1345 0
2140 1418 1
1210 1474 0
1723 1685 0
253 1401 1
2291 776 0
38 2696 1
2495 2972 0
3022 2290 0
1669 760 1
1902 848 1
2964 2374 1
2244 2979 1
1474 1762 0
2968 1009 0
2012 2461 1
2643 2891 0
2943 1559 0
2953 2562 0
1316 2584 0
116 3071 1
2453 1825 0
126 904 1
848 2222 0
1139 494 0
3062 1159 1
2144 2847 1
904 1114 1
2915 2555 1
316 254 1
904 96 1
316 2419 1
1378 214 0
1418 2371 0
317 1526 1
2964 899 0
2144 3001 0
2891 3020 0
2274 1392 0
1760 1564 0
1223 877 0
2696 813 0
1159 2851 1
2530 2729 1
2891 832 0
1471 2478 1
253 2205 1
1760 764 1
96 2001 0
2567 1430 0
796 2428 1
2915 702 1
1223 1686 0
2844 893 0
3000 1147 1
1559 2867 0
2729 1967 0
1401 2679 0
2244 2699 0
1472 3003 1
2374 1074 0
1471 625 0
764 2874 0
254 220 0
1047 897 1
1009 2792 0
2699 48 1
848 2940 1
38 2099 0
2584 2930 1
1126 2700 0
277 1286 0
897 1387 1
2235 2482 1
1139 135 1
2847 1431 1
2719 114 1
1139 1256 0
2719 2232 1
2244 1041 0
1685 1774 1
2943 2061 1
489 613 1
2792 2504 1
2943 1269 0
1139 2416 0
3001 1315 1
2001 1062 1
2567 2991 0
116 111 0
2891 862 1
1760 1022 1
1893 1553 0
277 1938 1
2847 359 0
2536 2227 0
2428 1887 0
2428 873 1
135 2326 0
2826 2781 1
1418 3046 1
2244 1276 1
2555 172 0
2289 303 1
892 2347 1
1472 365 1
897 2003 0
2290 1174 1
2851 1911 0
2495 1341 1
1685 1056 0
2001 547 1
1114 1323 0
2699 2759 0
303 2884 0
1431 1881 0
2495 2268 0
2232 176 0
2719 1296 1
1269 3052 1
2915 933 0
1126 69 1
776 1197 0
547 1785 1
2244 2718 0
2374 2186 1
2416 358 0
1471 888 1
2729 1399 0
1210 1519 0
2964 133 1
38 1271 0
877 352 0
1902 1674 1
1526 88 0
1938 1857 0
1669 2518 1
1660 1123 1
56 1558 0
253 2840 1
764 1999 0
1686 2414 1
1345 351 1
2144 1278 0
2414 790 0
2840 1272 0
352 638 0
2205 2510 0
2759 1984 0
1725 1985 0
2979 1964 0
2374 1960 1
813 902 0
1964 1419 1
813 2161 1
88 745 0
1762 198 0
1345 2872 0
2874 1397 1
2872 596 0
2326 2590 1
133 0 0
933 392 1
630 1469 1
352 477 1
832 1410 0
3052 141 1
706 334 1
2718 1070 1
1114 1508 1
2891 1895 0
1895 2922 0
2584 2408 0
359 633 1
1271 958 1
1022 903 1
2826 605 0
2289 2785 0
2291 2286 1
1378 363 0
256 2359 1
317 1460 1
1559 1204 1
1857 406 0
1022 1445 1
2428 122 1
3000 1796 0
3022 1637 0
114 917 1
638 1591 0
3022 2980 1
1460 621 1
0 981 0
1174 461 0
1296 1844 1
2530 2833 0
1431 2857 1
2718 960 1
1857 1765 0
220 2341 1
1392 2830 1
1399 95 0
1558 318 0
1223 512 1
1964 1804 1
2219 197 1
69 2145 0
2232 3081 0
56 567 0
1269 1966 1
1762 2779 0
475 907 0
318 1997 1
358 1540 1
1184 616 0
2374 2760 1
1660 3068 1
1725 648 0
1197 2686 0
3068 1777 1
352 448 1
2872 2669 1
1197 696 1
796 2650 0
2781 1775 0
1126 1165 1
547 853 1
1377 2741 1
2428 235 0
352 1113 0
1197 2049 1
2428 500 0
2844 936 1
904 1452 1
1126 703 1
1276 508 0
703 2615 1
1999 306 0
1218 2355 1
1278 525 1
2453 2970 0
1540 2951 0
2504 173 1
2061 2430 0
936 2656 0
2341 1494 0
1316 1083 1
2291 3088 0
3071 1588 0
1165 642 1
1070 2621 0
958 2226 1
2274 1773 0
1553 908 0
365 1145 1
1452 323 0
2719 354 0
567 2435 1
2872 412 0
2686 2423 0
1825 2389 1
363 810 1
2145 1285 0
3022 1958 1
1397 2601 1
3022 1629 0
2482 185 1
2061 1576 0
2536 3027 1
2679 1177 0
2274 1454 0
3000 612 0
2140 2187 1
1445 2914 0
1881 716 1
1825 99 1
902 1309 0
2428 682 0
2872 2846 1
3046 1028 1
2408 1950 1
172 398 1
1494 2939 1
2785 1599 1
567 83 0
352 2928 1
388 2245 1
1469 3084 1
1392 447 1
2371 1489 1
2922 724 1
908 1918 0
2972 951 1
354 2586 1
1114 1539 0
1918 1770 1
903 2456 1
3000 2193 1
1147 2919 0
254 1517 0
1938 2420 1
981 579 0
893 990 1
96 1761 0
2245 1205 1
2235 2356 1
1276 622 0
2979 2458 0
2456 457 1
1387 2573 0
2844 1356 0
2536 3086 0
2290 213 1
1474 866 0
1775 1993 1
716 2773 1
88 1702 1
1070 1928 0
1844 2095 0
2846 1696 0
2656 1900 0
1559 695 1
2650 337 0
1028 2149 0
2700 1321 0
1387 466 0
2244 2709 0
2669 146 0
1321 148 1
146 794 1
2359 2387 0
2741 649 1
3003 732 0
1564 918 0
2968 264 1
303 829 1
388 2072 1
3046 1742 0
612 1150 0
197 580 0
398 2491 1
907 2409 0
1804 2406 1
2012 1101 1
172 2963 1
2246 1705 1
2874 499 1
936 1766 0
2940 3008 1
2161 2976 0
2573 1611 0
899 715 1
715 1913 0
371 1050 0
172 1651 1
2408 2223 0
2773 238 1
1205 1828 1
716 2028 0
412 1106 0
1410 2158 0
1410 828 1
1272 837 0
525 157 1
2980 2959 1
547 1506 0
1611 964 1
352 341 1
500 592 1
1960 1025 0
2049 591 0
958 2298 1
2979 513 1
908 456 0
253 650 0
2846 726 0
1392 1079 1
638 1024 0
2951 1102 0
1635 225 1
448 2131 1
724 234 0
3022 1100 1
2833 1915 0
2650 2304 1
2779 996 1
1494 3043 1
1761 227 1
2968 1416 0
1857 3090 1
371 1649 0
398 2907 0
873 1525 0
1611 1149 0
2326 735 0
862 1840 0
499 537 0
1887 860 1
1725 463 0
1397 2801 0
88 1745 1
2943 2565 1
1742 1284 1
371 1194 1
466 1824 0
1472 2075 1
1022 492 0
1204 1055 0
2650 731 0
1825 2477 0
2326 2271 0
1165 292 1
1062 2658 1
2562 1077 1
448 887 1
512 2787 0
1079 1647 1
264 1932 1
1770 1142 1
38 1014 0
1177 1449 0
359 2094 1
2953 1013 0
1296 103 0
2205 281 1
2286 156 0
466 1603 1
2922 2507 1
3022 1030 1
2773 2321 0
2061 167 0
1558 2938 0
2140 2545 0
2061 1655 0
475 1983 1
3087 2224 1
591 355 1
235 748 1
1540 1215 1
317 789 1
908 2924 1
848 2163 1
253 1856 1
1745 1620 0
860 1402 1
148 1830 0
2915 2578 0
227 34 0
2456 140 1
2389 175 1
508 1797 0
1341 262 0
1660 3080 0
907 1277 0
724 609 0
525 1548 1
2963 1776 1
2477 1794 1
731 2748 1
1674 49 1
1928 2737 1
2953 1322 1
48 1209 1
1269 2485 1
2163 1463 1
1517 2909 0
958 3025 1
3022 1713 1
2872 979 1
2915 1849 0
1139 386 1
2012 2470 0
176 29 0
1030 1781 0
1210 136 0
648 1275 1
341 1051 0
494 2594 1
1471 1565 0
609 2803 0
996 1671 0
1015 2744 1
1378 1778 1
1041 1108 0
2219 2197 0
695 215 1
1761 2662 0
3000 2800 1
1629 1652 0
1051 407 0
2851 568 0
1510 997 1
1277 2527 0
337 408 1
1050 308 1
731 934 0
638 486 0
3025 2701 0
2970 1665 1
3020 1342 0
2939 2108 1
748 1969 1
234 2343 1
83 1169 0
198 1987 1
2072 2424 0
1278 1612 1
829 1800 0
2094 1735 1
1101 2728 0
2779 2805 0
1776 33 1
355 2653 1
1469 1109 1
1902 1912 1
69 426 0
1204 464 0
2963 1523 1
706 212 0
1928 2854 0
1159 374 1
1766 1711 0
3071 2597 1
1637 328 0
2914 681 0
3062 1016 1
198 46 1
1041 1909 1
1553 1645 1
1950 1768 1
1519 2829 0
1494 389 1
2428 1415 1
2964 3076 1
1165 2879 1
197 335 0
1184 1812 0
1760 2353 0
1558 2902 0
1194 2892 0
2801 572 1
1603 1535 1
638 1369 1
111 694 1
2696 2885 1
2737 719 0
2701 1200 1
1765 2127 0
1960 2548 1
2597 2105 1
1322 685 1
1629 1920 0
2416 2233 0
2423 1868 0
477 1011 0
2759 2312 0
1316 206 1
1620 1720 0
2650 741 0
1928 1948 0
1519 269 0
1062 2130 0
1011 2344 1
2573 221 0
374 2795 0
1296 229 0
2186 2889 1
2291 1947 1
477 2975 0
2885 208 1
748 2755 1
3043 1085 1
46 959 0
2353 671 1
1999 2600 1
1761 2937 1
1108 2871 1
2424 861 0
1077 511 1
1797 496 0
1553 1957 0
2289 1811 1
832 1584 1
1050 1190 1
1611 1144 1
262 209 0
264 3002 0
613 239 0
206 483 1
1969 1115 0
2700 1261 1
513 1097 0
2485 1528 1
1887 779 1
1074 2255 1
579 1012 1
2507 1934 1
126 2156 1
1599 1426 0
483 2945 0
1139 97 0
1528 565 1
1812 2655 1
1012 1542 1
2163 644 1
2555 1048 0
622 181 1
1321 1512 1
1539 2302 1
2290 1910 0
457 1461 1
2130 1000 0
229 901 1
933 1521 0
671 3006 0
1887 305 0
685 1470 1
1655 971 0
2565 1373 1
1983 2333 0
537 2463 1
936 2775 1
1150 1305 1
1762 471 1
979 3026 0
29 1503 0
126 874 1
3076 1534 0
1525 1228 0
172 395 1
407 1032 0
2478 602 0
2970 1507 0
2131 2710 0
511 129 1
1109 2758 1
122 2638 0
1983 1317 1
2621 2096 1
3025 2623 1
685 1835 0
2601 2822 0
49 883 1
1915 1185 1
1969 2813 0
1011 468 1
902 2881 0
901 777 0
1321 1403 1
2902 280 1
1513 2450 1
2224 1080 0
2244 2663 1
1083 1330 1
996 1146 1
745 450 1
371 619 0
239 1852 1
2075 1183 1
407 566 0
1109 2019 1
96 311 0
1542 1481 1
1824 2208 1
1523 194 1
1109 1439 0
1774 1297 1
951 2648 0
464 1751 0
1835 427 1
1762 502 0
2304 2415 1
638 2947 0
140 2644 1
696 2512 0
2638 2862 1
1269 608 1
2356 2443 1
2879 942 1
457 1592 0
1169 963 1
427 1064 1
3052 2908 1
129 1371 1
579 2541 1
450 2264 0
3090 2410 0
2947 1298 1
1993 2649 1
2700 585 1
185 2811 1
2951 941 1
2648 276 0
824 1511 1
2414 2647 1
1723 3 0
1416 2520 0
625 125 1
2347 1719 0
475 1579 1
238 2109 1
933 919 1
213 296 0
760 1732 0
1377 781 0
2970 2437 0
1685 2981 1
2408 291 1
1028 2868 0
2759 835 1
56 369 0
1511 2513 1
2881 1407 0
2779 1262 0
2655 380 0
1085 275 1
2729 2297 0
2478 1384 0
209 2802 0
2099 1367 1
1797 2808 0
2555 2053 1
3076 2287 1
2759 2528 0
1077 1847 0
633 2531 0
2224 1790 0
1588 1524 0
959 878 1
1997 2093 1
942 436 1
1126 1976 1
644 78 1
1215 1496 1
1123 364 1
1315 2993 0
316 2877 1
1401 203 1
735 3028 0
2235 332 0
2851 413 1
2854 1596 0
352 611 0
129 231 0
1950 640 0
334 1622 0
513 1492 1
2507 890 1
1993 983 0
2435 2281 0
1785 2746 1
644 2010 1
2963 1288 0
269 2269 1
2719 1390 0
172 1619 1
2287 2221 1
209 2296 1
436 1319 0
3006 1959 1
1893 920 1
213 2334 0
1512 15 1
2644 1922 0
1847 797 1
790 1066 1
2915 2404 0
861 1975 1
1591 3016 1
1319 1989 0
2187 2911 1
933 2085 1
2548 1257 0
2623 1537 0
1596 183 1
2144 2270 0
1399 1060 1
1548 1822 1
2304 164 1
194 451 1
1521 768 1
1895 1826 1
148 991 1
2286 672 1
2884 1002 0
1997 795 1
3084 2704 0
96 1479 0
172 288 0
861 2641 0
768 2610 1
238 2734 0
2333 838 1
1194 382 1
277 445 0
2911 912 1
2271 1595 1
2453 1420 0
380 1738 1
2404 1366 0
316 653 1
374 252 0
1048 2762 0
824 2882 1
2512 1311 0
0 751 1
1591 309 0
1938 1138 0
500 1170 0
2389 1756 1
1319 2511 0
2980 1792 0
1512 210 0
1050 770 1
890 2537 1
1635 2464 1
276 14 0
2851 818 1
281 268 0
3016 686 0
1559 1988 1
1114 170 1
1367 1749 0
1976 2242 1
164 1878 0
1062 2925 0
351 680 1
2846 1917 0
2105 2427 1
810 2950 0
492 1307 1
277 2040 0
596 2167 1
1824 1799 0
1030 159 1
1025 840 1
1025 1843 1
317 2138 1
262 2332 1
276 846 1
48 1562 0
1047 487 1
648 2538 1
1553 2262 0
917 2654 1
2968 1398 1
764 773 1
450 519 0
2800 1782 0
2291 1379 1
78 1853 1
2679 2346 1
2662 2714 0
3088 1924 1
1024 2469 0
1938 2637 1
990 2554 0
1169 2218 0
2374 1485 1
596 954 0
1015 19 1
2409 2092 1
1967 493 1
316 657 1
1138 1385 1
2485 2207 0
694 2228 0
572 2814 1
1548 2143 0
2520 2646 0
212 3078 0
2232 1120 1
1506 713 0
810 857 0
136 2177 0
254 1968 0
1083 1814 1
29 2602 0
1165 2097 1
963 2433 0
95 1610 0
2699 2429 1
920 2189 0
1481 529 1
323 2036 1
159 1333 1
2138 2203 1
1047 191 0
1138 2695 0
114 302 0
450 822 0
1917 2170 0
1028 1941 0
1177 505 1
1997 3048 0
1521 2399 0
185 2198 1
19 1706 1
1366 1866 1
1316 1986 1
2061 786 0
1261 1446 0
2170 2316 1
170 2713 1
114 249 0
2458 3044 0
764 2172 1
140 2146 1
1011 177 1
475 2018 1
2359 539 1
234 2303 0
2728 620 1
840 723 1
2186 1406 0
206 344 1
1102 974 1
351 2863 0
2189 830 0
502 2379 0
97 124 0
2416 2023 0
3000 266 0
445 2705 0
1011 1340 1
770 3056 0
213 3058 0
1760 1111 1
1016 1791 0
1415 272 0
2889 270 1
796 805 1
2075 2074 1
2138 2206 0
2430 495 1
2010 1049 1
2075 607 1
2908 1270 0
619 54 1
487 455 0
1510 467 0
694 1518 0
500 1155 1
1296 2034 1
1844 1018 1
2800 2534 1
2074 886 0
2950 869 1
334 1613 0
3084 1860 0
317 970 0
2947 1337 0
2144 2834 0
547 2022 1
2695 2417 0
1611 1037 0
657 2697 0
1665 2042 0
2623 1161 0
1671 1054 0
853 2497 0
649 798 0
1917 340 1
1185 870 0
1866 1137 0
302 1779 1
406 2190 0
2404 654 0
2959 2920 1
1794 2633 0
1503 2160 1
1967 31 1
795 1727 0
2758 391 0
974 2912 0
1037 16 0
1860 906 0
173 2382 0
1284 63 1
1108 2037 0
857 1541 1
2085 2707 1
2156 430 1
983 2809 1
3020 2916 0
1385 312 0
1420 3067 1
824 1017 1
266 678 0
239 1937 0
1009 1710 0
1311 1303 0
2795 1188 1
878 558 0
857 910 1
281 1839 0
209 1189 0
2510 3069 1
1392 1069 0
3090 2731 1
1685 2957 1
963 2774 1
633 691 0
1540 1432 0
1751 969 1
1853 2484 1
795 1358 0
487 236 0
1275 1743 1
2602 383 1
2854 2708 1
912 2977 0
2867 2965 1
1507 61 1
838 1644 1
1964 2677 1
3052 856 1
2602 932 0
344 1130 0
2822 1802 1
2298 1202 1
1756 1057 0
897 1549 1
2719 1739 0
616 2566 1
2072 2747 1
2939 831 1
2555 2102 0
2980 938 1
1356 1021 0
206 39 1
1967 484 1
1114 842 0
611 2385 0
2203 2839 0
1064 289 1
2567 470 1
1165 3015 0
398 1191 0
2085 1605 0
1558 244 1
1619 1925 0
887 2266 1
1183 1355 1
642 739 1
511 2585 0
2538 1329 1
2334 1614 1
303 1167 0
2647 437 0
1512 17 1
3043 988 1
1012 661 0
2264 2345 1
681 2776 1
2303 2616 1
264 2935 0
2805 1572 1
2840 2492 1
2879 2664 0
29 2295 0
2189 574 0
1385 345 1
2655 112 1
794 510 0
484 70 1
2975 2279 0
2537 2969 0
1548 815 1
1773 2665 1
837 274 0
2385 2106 1
2644 2579 1
904 1219 1
706 1414 1
2271 744 0
2410 1005 0
1057 569 0
140 150 1
732 232 1
2266 1752 1
2266 1464 1
369 2015 1
309 804 1
1513 200 1
1902 1833 0
2510 155 0
2826 1436 0
150 2596 1
970 708 0
468 659 0
1629 559 1
1286 578 0
1887 2340 1
1860 1198 1
2802 2030 0
1037 1978 1
2759 1394 0
996 2547 0
942 2358 0
2993 2883 1
680 2986 0
920 1081 0
340 2474 0
608 2499 1
790 701 0
1918 2275 0
2093 1451 1
853 624 1
1270 2367 0
3002 643 0
2773 1767 0
2333 271 1
229 93 0
2287 3045 0
499 1746 0
