7892 10000
1231 2422 1
1231 5510 0
5510 5674 1
2422 5318 1
2422 1022 0
5510 6221 1
5510 685 1
5510 1344 1
2422 214 1
6221 3665 1
2422 6643 1
1231 3994 0
5510 1106 0
6221 6800 0
685 2799 0
1106 3627 1
2799 4983 0
5510 5526 0
1106 1033 1
6643 971 0
6221 3646 0
5674 5766 0
1022 316 0
3665 154 1
2422 2645 0
3646 120 1
1022 5724 0
3646 5316 1
1022 3383 0
3665 1265 0
6800 7260 1
3646 4355 0
5766 732 1
1106 7601 0
2799 7368 1
7601 3910 0
2422 3964 0
214 2973 1
4983 2228 0
4983 7724 0
154 7414 0
685 2471 1
6221 7696 0
3910 5962 1
732 3835 1
1265 2103 0
5510 7108 0
7414 4767 0
5962 1748 1
5510 7132 0
5674 957 1
2973 5254 1
5724 6927 0
7108 1189 0
2973 1464 1
7108 1793 0
5318 4644 1
7132 7733 0
2422 7608 0
957 4164 1
7696 3635 0
1748 4842 0
2228 1769 0
7608 6593 0
7733 1204 0
1189 1175 0
7132 1789 1
2103 7657 1
4983 184 1
5510 6560 0
4983 7016 0
1789 2370 0
4842 576 0
214 5121 0
214 927 1
7608 1929 1
3910 7434 1
7260 4902 1
4983 1371 1
1929 78 0
1464 3810 0
4983 1271 0
2370 3977 1
4767 4581 0
214 6775 0
927 6474 0
7414 3758 0
3964 5602 1
7132 4869 1
78 1329 0
4355 1169 1
2422 2034 0
1371 3290 0
4902 2434 1
3758 5660 1
4355 7506 0
7506 7546 0
2228 2242 0
6775 4828 1
6560 4533 1
5766 2505 1
3665 3502 1
576 6133 0
2103 1828 0
685 1888 0
5602 4654 1
5254 1839 0
7368 6294 0
2799 4539 0
1189 605 1
1929 1197 1
4539 3581 0
2799 7408 1
1464 7166 1
4842 3970 1
2973 6166 1
4533 4324 0
184 3575 0
605 389 1
1828 6187 0
3627 1697 0
7108 1761 1
5318 7755 1
4983 3892 0
4324 17 1
1769 2279 0
2279 841 1
3964 778 0
7368 710 0
7166 2257 1
1789 573 0
3964 2992 1
3910 1520 1
2370 5566 1
6166 4597 0
6221 7831 1
7546 5458 1
5566 6080 0
5674 3260 1
1839 759 0
1329 2809 0
2370 1447 1
2973 6522 0
6133 2033 0
4644 2597 0
3892 2954 0
3758 7369 1
1106 5489 0
214 2319 1
2799 3203 0
4533 6578 0
7414 1333 1
2434 3355 1
3835 7723 1
1520 4919 0
6643 7863 0
4539 3557 1
5510 2334 0
6560 3780 0
4983 6332 1
759 5991 1
7368 2814 0
3835 2383 0
6593 7234 1
3977 305 0
7546 6139 1
7260 1466 1
120 2470 1
2103 5187 1
5602 568 0
3994 5143 1
4355 2412 1
6522 4188 1
316 527 1
1231 5100 1
1265 2552 1
3557 3188 0
6474 7413 0
2470 1496 1
5458 6844 0
7408 84 1
3575 2247 0
6927 5007 1
1496 4136 0
4188 110 0
4188 3536 1
1828 308 1
3977 4120 1
3892 2367 0
1189 5856 0
1496 1104 1
6775 4855 0
7132 3410 1
6560 2129 0
