5292 10000
5203 4899 0
4899 4529 1
4899 665 1
665 1395 0
1395 2861 0
665 1043 0
2861 1468 0
5203 2420 0
4899 4466 1
1043 1098 0
4466 4608 1
2861 3618 1
665 293 1
5203 3457 1
5203 2287 0
293 3377 0
1395 3076 1
3618 1258 0
1098 4191 1
1098 1388 0
3076 1037 1
2287 3987 1
2420 3723 1
4529 3332 0
1395 327 0
3076 3380 1
1388 2243 1
3987 2233 1
5203 2853 1
3618 729 1
3377 2072 1
2287 3002 1
3332 3805 0
3987 3852 1
5203 1692 0
3332 4684 1
2072 3434 1
2243 298 1
3805 937 1
2420 1964 0
2287 4039 0
1098 3350 0
3852 3328 1
3377 2915 0
3457 368 0
3723 1660 1
2233 1552 1
1964 719 1
1552 4422 0
937 4144 0
2915 2481 1
3076 2795 0
729 4085 0
4039 4854 0
1043 3025 1
4191 985 1
1552 280 1
327 1637 1
2287 4844 1
2861 2981 0
2072 1172 1
1037 1967 1
1637 2053 1
3002 4828 1
1692 5184 1
2795 3815 1
293 558 0
1967 3553 1
1552 2374 1
4085 1104 1
3805 4027 1
293 4416 1
3332 691 1
3723 3557 1
4529 679 0
558 3867 1
3553 1548 1
4144 1824 1
3025 1939 1
4854 3459 1
4828 5057 1
985 2514 0
1548 1675 0
729 2200 1
2243 1502 1
4608 4747 1
2981 377 1
4608 3600 1
1552 2780 0
298 1594 0
5203 4410 1
3457 1014 1
4027 1920 1
1502 3905 1
3457 4047 0
1637 609 0
1967 3974 1
3002 2640 1
609 3821 1
298 1307 1
1307 2637 1
3821 2371 0
1388 5070 1
4844 1350 0
1594 2723 1
2200 680 0
1388 1811 1
3600 3405 1
3405 2060 1
327 1970 0
609 3541 0
2060 3506 1
2060 872 0
4410 1812 1
1637 1958 1
1552 4814 0
4410 84 0
1594 3149 0
2637 1430 1
1958 101 1
3541 1598 0
4684 2373 1
4608 2227 1
3328 1620 0
679 3408 0
2640 710 1
1692 3230 0
1660 2893 0
280 2851 1
2243 1831 1
1098 3986 1
298 588 1
1350 1810 0
4085 3407 1
3541 4739 1
609 3049 1
1548 1084 0
3076 701 1
5057 2833 1
2373 5279 0
4529 1056 1
1258 2412 0
1964 2094 0
4529 4048 1
84 3042 1
4144 4782 1
3987 269 0
5184 3859 0
4422 1447 0
4191 552 1
3541 4377 0
4410 3118 1
2373 346 1
3506 5034 1
2227 2310 0
1831 4311 0
552 2815 0
3723 5237 1
4529 696 0
4311 2499 0
2981 2730 0
3118 4892 0
3723 4289 1
101 5213 0
985 4593 1
2640 979 1
3506 3266 0
665 571 0
2287 3880 1
5203 1605 1
1620 2387 0
1660 5289 0
3905 167 1
4854 3201 1
937 4344 1
2387 2869 0
2723 5283 0
2893 3575 0
3405 3841 0
4814 1341 0
2514 5068 1
3377 5003 0
3880 124 0
3986 5132 1
84 4038 1
719 752 0
3841 970 0
1172 4327 1
2060 3096 0
5132 4819 1
5283 2024 0
4739 3868 0
571 531 0
2780 4175 1
1812 325 1
937 2214 1
1056 4486 0
719 4449 0
1172 2248 0
2053 3750 1
1812 2521 0
1056 1227 1
2371 3327 0
3327 4741 1
4191 4305 1
2853 1139 1
3405 4368 1
3457 2273 1
2227 1272 1
5203 381 1
3025 2378 1
3350 2083 0
4305 2958 0
2273 2995 0
5068 3949 0
167 4522 1
4416 2763 1
2227 5166 0
5203 3813 1
