1292 10000
57 869 1
869 561 0
57 1213 0
1213 643 0
1213 85 1
643 73 1
57 6 0
6 493 0
57 541 1
1213 84 0
73 637 0
869 1121 1
1121 542 1
643 974 0
1121 908 0
84 973 0
974 385 1
1121 972 0
84 416 0
973 1144 0
869 1192 0
1144 391 0
84 804 0
57 532 1
973 397 1
541 482 0
972 1085 0
1085 636 0
73 452 1
1192 770 1
972 590 0
770 160 1
385 1261 0
391 773 1
84 218 1
973 1002 0
416 696 1
385 1114 1
1192 792 0
590 408 1
869 414 1
391 806 1
1261 1145 0
542 1102 1
1085 807 1
696 1155 1
973 1041 1
869 729 1
773 66 1
1002 508 0
1102 400 1
869 911 0
1144 531 1
806 1069 0
590 887 0
908 678 0
792 749 0
531 930 1
1144 567 0
770 593 0
908 925 0
1144 769 1
1069 362 0
416 1287 1
567 782 0
636 1270 1
770 425 0
508 263 0
1145 894 1
769 1124 0
85 80 0
887 1177 1
911 1100 0
397 1268 0
637 1131 0
532 976 1
6 948 0
1145 258 1
1121 204 0
263 100 0
263 1278 1
493 51 0
397 591 1
643 873 0
84 463 1
807 875 1
463 484 1
493 71 1
875 294 0
696 117 1
643 92 0
1287 977 1
414 1240 0
117 450 1
1041 884 1
875 1007 0
100 1165 1
804 320 1
977 758 1
1131 1095 0
908 1122 1
385 404 0
80 1215 1
1144 310 1
416 587 1
1261 53 1
218 79 0
948 474 1
976 321 1
80 1099 1
532 327 1
391 936 1
894 585 1
321 756 1
770 683 1
792 149 0
1122 1036 1
66 252 0
508 440 1
1099 442 0
976 1105 1
404 662 1
149 303 1
532 36 1
1122 1281 0
587 1231 0
1278 1093 0
1121 1120 1
303 177 1
590 955 1
925 155 0
1155 536 1
585 1129 0
84 611 0
1144 278 0
611 721 1
758 62 0
567 306 0
218 269 1
1120 648 0
53 791 0
585 609 0
85 604 1
911 394 0
391 395 1
394 58 0
160 1044 1
972 224 1
792 502 0
1155 592 0
408 1216 0
294 1236 1
977 1284 1
791 1243 1
1216 314 1
531 1187 1
177 1267 1
662 893 1
160 700 1
1144 956 1
908 942 0
1102 1277 0
463 576 0
936 31 1
327 12 0
758 220 1
278 118 1
1093 633 1
84 963 1
976 2 0
542 312 0
220 175 1
450 104 1
177 396 0
1187 989 1
1041 1254 1
1216 25 1
531 622 1
1102 717 0
1144 270 0
973 244 1
258 726 1
1254 877 0
1099 478 0
117 248 0
177 356 1
1085 750 1
1124 1078 1
484 731 0
175 212 1
531 645 1
1155 904 0
414 691 1
416 1128 1
1036 346 1
948 885 0
873 1154 1
1155 213 1
502 1252 1
177 1005 1
1254 816 0
908 1232 1
85 1125 1
220 931 1
567 243 1
310 649 0
561 468 1
1261 855 0
908 1200 0
1078 1204 1
408 1009 1
248 282 1
1154 286 0
1231 1259 1
57 1190 0
567 378 0
391 914 0
442 339 0
816 712 0
592 1075 0
807 102 1
622 983 1
963 351 1
1278 201 0
1204 387 1
1114 1040 1
66 848 0
263 730 0
1120 1047 1
391 675 0
310 203 0
414 184 0
884 584 1
1165 454 0
306 916 0
244 1119 0
956 982 0
57 1123 1
1281 64 1
930 1056 1
442 75 1
160 680 1
773 827 0
1005 188 1
1114 52 1
931 89 1
696 137 1
454 623 1
804 311 1
875 1027 0
387 30 1
1270 260 1
1121 363 1
1120 1280 1
508 613 1
346 141 1
311 498 1
750 150 1
911 1012 0
64 854 1
662 401 1
1278 798 1
584 1029 1
53 938 0
1280 993 0
729 703 1
1204 727 1
64 705 1
118 429 1
62 1071 0
395 393 1
1121 418 0
1012 1025 0
452 407 1
1281 684 1
62 751 1
773 564 0
1252 1227 0
807 69 1
750 774 0
1261 487 0
73 353 0
66 189 0
942 820 0
1287 1062 0
816 439 1
243 138 0
80 626 0
450 628 0
955 245 0
312 861 0
1200 1264 1
141 113 1
1240 987 1
751 922 1
587 313 0
1012 1224 0
884 210 0
1145 1184 1
104 1288 1
149 78 0
407 94 1
584 460 1
974 14 1
974 519 0
916 555 1
327 211 1
648 1 1
730 116 1
1243 229 1
1155 632 0
884 1257 0
751 748 1
463 520 1
712 523 0
1036 840 0
229 638 0
613 1229 0
25 928 0
220 1223 1
1277 133 1
1093 317 1
1100 668 0
442 95 0
213 267 1
604 1097 0
362 1001 1
628 1198 1
1216 1014 0
717 545 1
931 1194 0
306 233 1
678 788 1
502 1160 0
613 167 1
536 380 1
973 344 1
1187 539 1
788 1066 0
1093 995 1
1216 583 0
721 44 1
1122 961 0
314 724 0
439 667 0
662 939 0
267 423 1
875 960 1
416 796 1
820 663 1
1099 1238 1
12 672 0
956 491 0
1145 890 0
210 279 0
555 886 0
1120 1063 1
729 1172 0
243 865 0
1075 315 1
973 158 0
691 831 1
729 1218 1
908 159 1
320 465 1
204 517 1
1066 618 1
201 1072 0
1100 881 0
592 384 0
1001 197 1
487 514 1
1267 1148 1
1119 190 0
1278 368 0
1177 226 0
963 499 1
141 1262 1
798 709 1
1144 268 0
1123 470 1
211 862 1
848 992 1
117 300 1
248 522 1
384 301 1
1095 371 1
798 1067 0
211 549 0
854 382 0
508 808 1
873 929 1
454 316 0
212 920 0
286 500 0
523 162 1
1040 24 0
545 240 0
380 813 1
316 1158 0
484 510 1
542 170 0
491 374 0
1040 612 1
887 595 1
1160 829 0
150 1028 0
493 296 0
244 479 1
1277 1188 0
561 59 1
930 1139 0
1078 266 1
316 337 1
220 145 1
346 898 0
585 836 1
1172 1098 1
385 971 1
244 309 1
1288 997 1
58 1197 0
465 783 1
260 1255 1
1224 714 0
914 1101 0
240 767 0
807 546 0
197 232 0
339 1206 1
769 111 1
184 462 0
1197 179 1
1188 1107 0
1267 624 1
111 1019 0
633 1135 1
320 1090 0
783 511 0
684 978 1
1177 966 1
928 208 1
303 905 1
564 1196 0
1012 273 0
939 812 0
474 762 0
1231 697 0
1155 1147 1
313 1233 0
756 347 0
189 647 0
175 969 0
756 521 1
678 891 0
44 82 0
312 1008 0
1044 589 1
57 888 1
12 1221 0
356 1030 0
58 1209 1
245 1151 1
116 990 1
703 1291 0
385 21 1
493 115 1
827 1054 0
229 101 0
79 907 1
356 129 0
1264 140 0
973 1250 1
960 1173 0
990 704 1
145 1228 0
767 984 0
1019 735 0
589 903 0
89 1013 1
133 98 1
82 257 0
1100 954 0
792 901 0
1278 33 0
416 1065 0
204 991 0
240 261 1
179 476 0
203 968 0
592 821 1
680 738 1
1268 39 1
968 1189 0
454 527 0
1128 381 0
721 882 1
623 1021 0
14 333 1
855 477 0
727 103 0
273 433 1
279 147 1
463 334 1
700 60 0
133 1279 0
684 837 1
848 503 0
714 743 1
1124 1143 1
462 588 1
758 775 1
769 151 0
929 122 0
24 707 0
391 949 0
391 383 1
303 1199 0
344 1132 0
796 325 1
1184 360 1
282 255 1
643 132 0
433 794 0
955 364 1
159 737 1
683 1176 0
51 644 1
204 1272 0
175 90 0
873 713 1
938 559 1
541 856 1
1281 1211 1
545 793 0
1014 784 1
916 247 0
1101 1017 1
680 1091 0
212 219 0
1001 154 1
555 594 0
750 899 0
60 1245 1
1257 823 0
891 998 0
477 254 1
344 571 1
1261 734 0
1229 56 1
820 669 1
279 847 0
784 1035 0
929 328 1
1228 575 1
624 736 0
1189 1050 1
132 181 0
286 365 1
703 354 1
762 614 1
1267 616 0
261 275 1
1019 135 0
327 230 0
397 1142 0
267 235 1
423 577 1
381 3 0
502 280 0
170 566 1
1072 55 1
575 1051 0
294 262 1
508 241 1
55 293 1
208 912 1
354 528 1
170 1116 0
116 475 0
549 516 1
821 944 0
577 464 1
712 168 0
3 1077 0
1264 109 0
364 574 0
1122 728 0
788 199 1
662 422 0
1211 1152 0
794 844 0
463 156 0
783 558 1
301 338 1
385 239 0
837 1115 1
511 86 0
700 323 0
425 108 0
92 1084 1
823 146 0
571 828 0
1128 597 0
1215 91 1
636 986 1
58 1185 1
939 857 0
592 1203 0
210 506 1
808 635 1
244 13 0
64 606 0
1148 1023 1
414 216 1
904 119 0
890 251 1
282 93 1
55 1161 0
595 846 1
873 760 1
400 1052 0
993 603 0
1229 1048 0
567 1106 0
520 198 1
836 222 1
767 1256 1
320 143 0
998 1226 1
812 919 0
700 26 1
712 747 0
118 544 0
827 1169 1
181 698 0
898 953 1
914 373 1
762 451 0
323 194 1
356 1045 1
280 896 1
229 466 0
1148 599 0
1203 524 0
1013 1016 1
1277 766 1
75 1162 0
1098 1249 1
220 981 1
1291 480 1
416 19 1
360 1276 0
282 1290 0
393 554 1
1139 379 0
1051 509 0
278 1020 0
971 913 0
783 448 1
510 431 0
1129 945 1
793 639 0
893 490 1
103 180 0
678 1010 1
79 1140 0
828 733 0
239 1055 1
1194 547 1
566 923 1
829 37 1
804 819 0
138 670 0
593 935 1
591 985 1
1085 342 1
190 560 0
509 1269 0
33 399 1
1066 959 1
239 173 1
1158 809 0
387 693 1
399 1059 0
1122 830 0
1050 725 0
558 909 0
877 744 0
24 441 0
784 332 1
644 1076 0
663 1024 1
875 557 0
898 866 0
1069 739 1
609 962 0
675 883 0
1269 753 1
100 674 1
25 676 1
796 1061 0
1177 42 1
1124 236 1
160 1046 1
773 1033 1
961 449 0
300 537 1
750 838 1
1236 732 1
890 505 0
908 598 1
836 472 1
31 777 0
794 410 1
1272 264 0
1131 217 1
1162 689 1
738 918 1
1198 1079 1
537 41 1
1231 1217 1
64 1201 0
180 1157 1
1135 444 0
588 5 1
180 864 1
693 1239 0
394 1146 1
1151 538 0
1238 1136 0
743 1289 0
347 803 1
1238 419 1
90 10 1
414 839 0
1216 473 1
1290 586 0
628 801 1
1050 357 1
670 148 0
1102 958 0
5 1000 0
864 458 1
584 28 1
211 405 1
698 172 0
899 345 0
855 202 0
294 388 0
102 415 0
1021 1167 1
717 486 1
60 872 0
564 459 0
346 417 1
662 540 1
229 1283 0
1036 110 0
59 1003 0
1098 1179 0
1215 708 0
748 200 1
317 330 0
416 785 1
1169 1271 1
648 152 1
1223 386 0
472 43 1
241 295 1
113 843 1
925 1202 0
1233 800 1
294 402 0
516 845 0
700 771 0
750 964 0
269 1004 0
1090 565 0
1128 863 0
647 763 0
894 17 0
1142 957 1
103 436 0
724 822 1
1239 746 1
606 795 0
958 453 1
882 1070 1
913 681 0
1070 1064 1
750 741 0
1233 1058 1
689 0 0
1233 411 1
405 1168 0
1279 970 0
405 786 1
1227 287 0
453 602 1
325 853 1
10 797 0
194 686 0
243 231 1
149 679 1
1120 171 0
1120 879 0
1211 412 1
310 281 0
672 376 1
135 187 0
995 1171 1
58 139 0
306 1242 0
704 646 0
1289 355 0
1010 8 1
423 126 1
258 125 1
303 88 0
260 182 0
453 716 0
773 642 1
697 946 1
565 183 0
448 1263 1
1239 1166 1
1255 446 1
928 192 0
894 121 0
1061 250 0
995 196 1
704 1214 1
1160 940 0
28 867 1
972 967 0
465 456 1
1017 1110 0
1290 1253 0
523 897 1
108 617 1
1226 369 0
102 504 1
159 1163 1
286 185 1
517 900 1
82 1175 1
410 322 1
727 1219 0
855 495 0
771 1178 0
1035 1031 0
1091 1170 0
520 740 1
908 1273 0
458 859 0
1090 745 1
1202 805 0
64 430 1
62 265 0
914 1286 0
495 715 1
1286 1225 0
1243 1088 0
491 578 1
254 285 0
463 27 0
1003 568 1
396 32 1
1035 207 0
1064 223 0
1046 438 0
1233 723 1
561 874 0
2 1038 0
1012 627 0
1145 1212 1
311 409 0
410 1222 0
1225 284 0
275 209 1
1165 413 0
591 653 1
997 302 0
385 902 1
957 851 1
208 943 0
881 18 1
686 447 0
284 1089 0
949 176 1
1273 1126 1
864 1109 0
697 850 0
1212 142 1
1079 761 1
409 1246 0
173 375 1
616 124 1
5 1241 0
129 553 1
442 1037 0
922 651 0
1158 682 0
845 551 0
257 65 1
769 1103 0
282 420 1
1072 1159 0
1211 573 1
716 596 0
179 83 0
872 107 1
1013 1026 0
874 722 1
451 1080 0
449 319 0
1219 16 0
1004 656 1
724 720 0
16 563 1
268 350 0
1254 68 0
1264 1181 0
1226 1208 0
520 432 1
327 710 0
1066 789 0
436 530 1
998 1108 0
301 331 1
1200 112 1
727 406 1
209 701 1
1085 965 0
33 488 0
504 76 1
1072 660 0
239 246 1
470 664 1
1025 1180 0
782 802 1
602 1042 1
219 341 0
118 687 0
827 852 0
669 688 1
1268 543 1
93 711 0
281 556 0
261 630 0
1226 999 0
37 937 1
997 283 0
1291 507 0
844 1191 1
1259 467 1
544 67 0
52 755 1
44 427 0
473 164 0
185 699 0
418 1195 1
577 214 0
1152 455 0
296 811 1
417 225 0
1097 892 1
197 377 1
1172 941 1
1044 975 0
597 45 0
1190 525 0
217 96 1
198 238 1
676 361 1
997 290 1
31 403 1
200 23 0
839 1149 1
417 518 0
1044 249 0
197 392 0
474 367 1
884 776 1
1063 1094 0
14 81 1
853 833 0
357 570 1
800 677 0
763 193 1
1165 579 0
885 329 0
52 581 1
1253 1112 1
589 921 0
1218 256 0
558 489 1
1108 673 1
32 272 1
229 742 1
575 932 0
222 1266 0
674 1127 1
88 22 0
232 876 0
110 424 0
1249 799 0
249 849 0
1093 1043 0
1143 205 1
575 1251 0
290 1205 1
1090 600 1
849 608 1
559 445 1
1255 625 1
287 582 1
378 496 1
273 298 0
795 529 1
218 1049 0
568 292 1
941 759 0
1107 661 0
836 513 0
969 1164 1
789 481 1
363 1210 0
491 569 1
404 34 1
135 1096 0
922 61 0
1199 1260 0
981 694 1
731 933 1
260 174 1
84 1068 0
1167 980 0
735 54 0
505 1183 0
849 895 0
1024 1285 0
1149 1022 1
1151 787 1
876 307 0
808 1087 1
591 237 0
646 825 0
367 778 1
162 1015 0
623 1137 0
958 259 0
1026 1207 1
482 765 0
237 494 1
766 49 0
198 640 1
955 1186 1
474 650 0
310 889 0
176 421 0
295 326 1
255 1275 1
546 120 1
1062 605 1
674 1193 0
939 621 1
621 4 1
23 871 1
172 534 1
448 437 0
184 501 0
1152 276 0
640 858 0
862 652 1
973 910 0
1070 136 0
