296 1000
201 235 84
201 291 23
201 59 39
59 221 90
59 245 20
221 119 33
245 295 44
221 162 19
201 200 35
162 137 87
137 61 38
291 15 6
200 120 88
235 225 80
295 251 87
245 35 3
61 278 99
278 5 13
15 181 69
251 143 25
291 202 32
225 125 97
59 134 10
162 284 76
202 67 27
291 16 87
5 253 46
245 92 67
125 232 63
125 216 82
137 224 40
295 269 89
202 66 65
200 113 5
125 228 32
224 167 67
120 49 23
162 36 79
61 242 89
35 250 100
295 266 87
251 163 86
49 172 39
16 258 39
167 45 21
35 87 67
242 114 24
200 243 64
172 197 62
258 249 62
61 149 44
67 156 17
87 255 42
258 89 75
114 158 30
235 254 59
149 194 93
235 246 30
163 101 59
181 37 82
194 180 36
35 189 75
119 233 96
16 209 54
189 53 6
101 239 62
228 112 27
61 75 48
67 43 54
246 127 44
224 288 26
239 290 28
162 276 64
253 57 40
245 203 59
43 184 96
224 275 91
127 169 29
258 292 31
269 40 51
228 229 80
57 231 30
245 208 2
53 240 99
180 55 81
101 29 100
221 173 88
194 115 57
194 270 3
225 154 28
53 6 38
197 9 1
29 215 66
167 103 33
49 17 28
290 100 95
250 58 92
233 78 48
100 268 31
209 122 95
29 68 5
119 175 74
276 86 49
163 136 43
249 220 59
120 264 89
103 3 26
291 171 27
115 18 81
201 70 72
5 39 91
53 248 20
254 0 39
201 237 13
242 212 97
114 79 72
239 211 74
270 141 99
158 293 63
134 252 30
266 142 89
79 121 73
229 223 96
224 247 21
203 21 62
247 85 16
85 109 47
224 150 66
61 241 67
21 133 33
270 174 95
175 207 49
228 8 84
58 186 39
101 161 43
158 46 93
35 191 76
197 30 97
295 204 6
204 56 20
57 234 65
36 168 79
220 267 30
142 97 19
181 80 60
172 218 45
258 145 98
58 230 1
143 193 9
284 128 46
221 277 16
162 117 56
169 192 15
121 282 54
231 222 82
29 287 68
222 110 76
193 155 15
291 157 7
122 93 79
101 165 66
93 116 63
141 130 42
240 72 35
240 14 80
218 118 76
29 19 98
85 188 18
241 65 22
163 47 98
180 83 63
39 147 31
209 28 87
240 13 85
267 281 77
249 10 86
35 23 8
203 84 67
240 160 47
245 140 75
175 148 30
6 176 47
113 54 14
130 183 88
121 33 100
237 105 41
67 196 44
109 198 12
183 123 52
86 205 16
193 283 83
290 272 83
221 52 87
220 50 78
284 34 12
110 98 27
98 60 10
251 265 2
113 11 70
136 206 60
252 132 85
161 271 79
21 187 53
78 25 11
30 179 27
132 95 23
290 73 77
75 48 1
251 152 60
194 131 73
122 2 72
40 90 97
171 41 3
57 129 24
127 38 49
167 259 14
103 153 53
140 199 63
70 262 51
16 108 18
40 244 91
118 126 49
271 27 29
200 214 78
58 107 53
192 166 29
130 146 1
84 74 32
197 217 82
287 151 86
199 213 94
282 63 65
60 285 40
221 76 70
156 26 13
89 210 10
113 138 66
239 102 19
169 190 68
14 81 58
140 289 51
115 236 67
229 104 8
278 96 91
98 62 44
283 82 62
200 91 16
76 7 31
203 64 51
171 22 40
247 185 7
221 111 91
211 274 46
152 219 6
237 1 64
59 263 91
64 280 84
64 279 48
130 32 73
285 106 82
64 226 78
153 286 77
141 51 31
108 159 68
87 294 22
225 42 40
190 227 87
282 273 43
57 182 43
80 124 36
89 77 24
295 261 37
45 24 6
68 195 99
