246 1000
129 35 84
129 191 31
129 81 16
191 154 15
191 171 95
35 80 81
81 190 13
35 10 65
171 192 25
191 96 72
190 194 81
80 220 17
129 243 14
10 235 11
81 195 36
80 84 80
35 26 94
235 72 70
243 57 68
96 16 45
243 238 17
195 125 4
80 130 56
16 55 99
10 3 33
171 43 90
243 233 93
195 12 85
43 95 64
95 9 48
26 59 4
192 193 22
233 74 60
190 164 73
43 244 55
190 17 46
192 116 33
17 27 69
3 161 74
190 196 75
35 198 34
57 184 59
220 163 89
35 47 62
161 53 49
129 38 55
130 173 6
55 44 88
80 223 82
57 140 69
125 30 67
95 110 34
17 203 88
84 117 58
55 63 53
244 242 59
184 42 89
57 148 52
12 11 3
243 149 26
235 113 14
96 93 93
192 181 66
53 136 35
84 15 13
96 200 62
200 221 72
243 240 47
74 56 91
200 108 95
235 36 6
242 212 43
116 88 77
80 61 28
125 65 97
149 222 15
80 98 4
233 224 56
88 45 83
110 131 20
74 69 35
190 99 16
149 82 100
190 49 70
235 175 53
113 21 31
95 206 93
131 37 93
149 237 43
35 168 25
191 177 11
154 20 96
184 144 65
140 217 74
45 245 32
224 77 67
200 51 25
220 156 86
244 150 51
154 87 95
108 158 84
53 92 44
173 226 7
16 201 33
220 147 86
15 90 87
98 188 47
56 143 90
206 91 14
168 232 41
35 97 21
90 213 52
232 100 24
12 23 77
191 170 62
92 83 27
55 169 44
12 106 48
47 7 98
55 58 15
92 225 83
42 85 71
51 64 84
163 178 82
87 112 82
72 78 88
83 48 67
169 153 28
125 94 7
217 123 14
59 89 43
53 68 89
64 2 41
3 141 2
192 230 27
93 111 1
91 231 97
63 33 38
144 202 9
244 127 89
238 197 64
63 5 35
243 75 25
97 73 48
75 165 24
232 183 58
48 24 76
183 139 45
226 34 91
61 229 29
5 167 41
24 216 10
16 114 6
93 8 34
98 176 85
176 86 80
245 39 30
192 151 50
64 166 71
163 115 49
10 107 57
57 236 15
92 146 90
116 157 18
130 121 94
89 14 80
73 241 2
225 186 95
236 120 38
11 208 41
190 122 31
186 189 70
170 104 30
208 152 64
65 204 47
120 25 68
183 135 55
141 28 94
84 174 76
85 187 48
51 29 27
243 60 90
51 46 72
236 50 6
7 219 87
230 31 10
165 18 96
217 137 66
244 234 96
8 155 19
111 103 34
110 101 61
11 70 49
97 214 81
94 66 89
183 199 73
163 227 81
5 52 27
235 159 50
130 207 85
164 118 53
220 71 49
10 67 7
204 19 83
70 79 78
18 126 35
204 54 84
15 138 42
245 215 37
222 128 84
167 211 27
74 13 7
226 210 91
84 160 14
175 228 77
58 145 37
54 1 27
55 76 82
49 205 35
151 180 76
190 134 91
235 22 89
175 62 93
78 105 88
5 162 65
84 209 74
96 132 48
237 179 41
101 4 12
12 142 69
18 32 41
148 172 12
148 102 82
204 109 56
151 133 8
125 40 24
134 218 1
71 41 37
172 124 35
124 6 93
219 239 3
33 119 26
78 182 77
220 0 70
14 185 88
60 214 3
80 176 61
158 98 86
91 18 51
206 100 45
171 117 49
75 7 54
185 176 13
237 5 9
114 84 59
119 207 61
221 25 93
74 176 98
45 189 90
123 146 27
20 37 83
131 68 9
5 23 13
85 170 63
167 139 20
238 56 89
179 63 34
53 8 95
125 229 33
181 227 19
64 114 21
138 114 65
38 150 67
62 227 56
84 136 79
59 106 35
211 136 21
154 37 40
119 230 79
39 121 56
202 18 53
178 101 16
174 23 82
184 112 43
111 23 40
36 103 13
167 97 37
244 63 83
93 71 58
5 148 31
0 38 47
146 16 29
68 16 32
79 89 100
133 108 32
163 90 76
88 96 35
93 34 34
185 141 87
106 209 24
197 209 28
156 233 56
144 244 17
24 245 79
209 185 64
6 129 2
220 54 44
125 121 99
47 102 53
117 108 48
209 60 93
152 43 87
89 239 1
97 124 10
164 9 71
18 113 86
241 24 17
151 67 22
141 176 31
76 126 61
203 77 99
19 139 24
54 51 53
244 52 90
52 123 62
142 88 78
93 69 93
162 123 99
209 3 5
108 61 86
238 34 32
41 65 5
143 198 11
73 83 91
45 95 11
117 38 17
149 21 42
65 235 71
140 196 15
112 62 38
74 117 32
35 57 93
157 48 98
104 175 76
221 219 55
51 170 88
9 191 22
0 208 37
86 111 99
3 72 6
197 20 94
193 98 43
131 134 88
121 46 84
120 29 49
191 105 29
57 33 98
6 45 36
118 114 31
18 174 59
203 141 60
22 93 51
131 113 92
20 92 47
29 158 19
158 229 20
174 94 71
56 102 7
151 222 60
229 68 88
244 186 11
151 140 38
71 89 22
222 202 54
177 24 48
206 21 72
21 71 27
55 66 58
189 217 16
90 91 42
132 70 66
128 89 89
88 136 12
60 146 15
151 52 62
7 184 77
82 195 22
57 76 75
218 23 78
149 73 43
27 132 70
89 123 99
27 158 63
129 63 41
94 244 64
38 1 92
163 145 57
135 59 82
45 129 59
15 62 3
57 32 64
10 47 51
107 74 87
230 188 65
84 169 57
67 115 89
89 222 32
6 190 65
47 109 88
16 105 66
76 75 77
97 224 16
128 84 85
85 120 20
182 33 41
15 126 43
64 198 81
31 120 77
115 34 91
80 222 90
136 34 51
241 220 73
52 110 64
238 214 39
163 154 47
67 118 84
87 59 15
12 201 82
77 180 37
13 41 51
156 13 18
126 183 29
98 20 57
187 130 59
219 127 61
202 229 3
94 6 53
86 234 37
109 81 63
44 219 94
202 167 100
187 144 17
109 166 58
21 140 77
94 117 20
209 21 35
119 118 50
241 19 66
169 160 72
25 149 83
63 225 24
103 168 67
85 65 2
92 170 10
202 179 70
15 129 80
233 155 25
99 199 14
22 31 87
85 67 63
74 2 35
239 216 56
22 132 96
222 213 52
73 11 78
37 176 73
14 81 47
245 47 24
124 210 47
59 11 24
237 39 8
82 102 72
138 67 79
166 20 98
103 85 43
19 207 36
70 22 71
155 113 32
160 159 14
52 205 59
196 97 44
73 207 78
104 164 48
87 152 91
243 33 32
49 145 72
32 5 36
164 46 53
206 197 15
155 123 12
155 36 24
92 212 76
220 192 17
69 242 19
98 15 3
182 121 35
76 119 53
58 5 90
161 84 63
51 192 87
140 211 12
141 229 69
10 127 4
190 121 70
142 23 40
38 58 27
207 231 48
179 45 15
178 73 96
87 120 92
100 102 89
3 221 71
18 220 44
5 92 78
222 45 39
138 199 43
54 218 38
146 130 91
203 98 49
184 48 85
148 124 10
208 12 49
79 200 6
40 200 93
181 83 50
97 10 81
231 55 89
167 207 69
236 218 43
155 240 60
192 76 55
97 243 93
68 58 69
63 205 65
77 20 90
131 209 92
49 158 11
79 88 64
160 215 26
53 32 93
162 70 12
29 44 98
118 178 49
77 150 77
240 9 53
118 175 97
207 178 10
178 92 30
168 115 59
197 210 56
226 157 23
0 156 72
229 4 56
146 99 92
38 16 43
137 133 11
29 169 19
196 24 3
59 157 40
188 51 11
159 63 77
14 142 21
242 102 6
224 212 54
89 120 61
15 166 53
200 207 94
84 181 31
46 26 46
10 15 39
215 117 24
245 163 40
110 223 43
195 190 97
0 245 38
220 35 63
145 11 43
233 219 44
35 125 5
184 168 32
5 149 92
46 104 80
98 157 49
180 172 42
123 9 55
220 183 71
128 162 31
140 130 90
96 117 61
127 2 48
187 109 88
197 55 19
159 121 53
96 98 67
222 52 31
132 80 2
240 47 74
176 210 89
17 217 42
14 188 57
141 52 24
139 196 53
107 22 1
229 166 7
165 216 84
149 192 6
209 135 56
157 7 89
160 25 86
153 159 31
12 223 86
186 162 34
210 108 16
168 147 45
138 202 70
195 215 98
155 177 23
105 53 80
83 182 68
21 130 24
220 171 6
174 175 25
196 117 36
15 113 2
22 172 13
239 244 1
176 40 58
244 171 52
237 116 6
34 73 63
227 208 48
243 135 4
95 40 42
167 124 89
102 90 72
86 94 48
20 169 41
49 159 34
136 18 63
93 109 44
163 226 7
233 227 8
151 70 52
106 82 88
162 107 81
123 92 51
100 61 54
102 69 19
165 210 36
172 130 38
46 23 96
146 225 91
69 231 3
223 56 30
227 99 28
187 148 59
209 218 8
158 93 77
151 0 66
16 3 62
151 177 41
174 168 62
1 87 14
25 32 84
10 142 44
166 56 99
91 214 26
56 119 72
159 14 8
205 153 72
237 34 36
173 140 77
226 109 15
217 62 38
145 120 65
108 121 63
71 123 39
97 148 82
209 234 65
69 47 24
60 17 78
41 39 36
183 118 69
165 160 8
53 71 96
189 135 96
109 3 83
184 81 17
124 34 88
222 48 51
60 216 62
32 79 73
120 240 69
93 99 6
106 15 21
90 209 22
159 144 69
116 76 61
26 239 14
137 163 48
135 15 23
96 213 19
128 81 22
161 115 65
228 33 22
6 208 23
35 175 44
125 144 17
152 203 94
197 178 87
82 188 39
228 203 92
56 70 35
106 175 90
206 137 53
203 108 70
17 82 76
33 7 42
236 104 60
28 181 46
196 0 94
46 152 84
145 166 13
51 107 83
131 67 70
201 26 58
154 36 29
229 96 7
84 131 23
64 239 91
227 91 32
147 125 11
34 108 97
145 148 13
32 213 32
195 196 8
58 120 68
55 241 2
59 207 37
110 113 35
121 225 31
40 229 93
31 166 96
33 237 93
194 93 67
36 23 47
94 39 82
17 26 92
36 18 68
242 37 48
107 35 25
67 76 10
66 63 85
101 169 70
216 138 52
156 3 85
139 200 90
144 145 93
11 44 82
159 80 61
191 202 34
108 141 64
135 193 98
209 194 37
198 163 76
207 63 54
62 55 99
126 158 29
174 173 78
231 65 17
158 96 40
110 19 70
95 230 99
206 192 11
166 0 18
133 135 5
75 5 13
101 70 74
78 173 77
206 205 37
24 129 36
199 54 71
16 157 5
146 59 36
164 130 14
206 227 39
223 237 6
179 232 99
228 194 99
211 155 54
63 57 88
13 226 67
206 108 100
117 134 69
101 228 34
25 165 35
42 169 40
63 44 76
37 160 35
109 30 45
107 88 39
76 220 56
89 51 3
101 35 74
13 145 2
97 106 100
2 15 3
172 166 71
189 244 6
112 201 21
175 78 8
24 186 19
238 93 63
215 187 59
173 98 87
178 148 89
140 145 1
65 58 31
137 192 61
189 105 23
87 29 5
165 225 93
37 184 84
60 231 100
117 243 83
148 170 49
164 204 16
119 49 53
225 25 5
240 141 48
26 0 61
103 160 41
231 0 52
153 103 100
116 179 11
141 212 63
210 212 27
116 214 48
22 12 36
152 145 12
188 225 77
176 234 15
73 87 93
159 158 40
132 221 43
121 34 96
94 239 56
88 77 9
67 4 46
9 175 58
20 50 99
53 100 92
122 148 5
14 218 76
8 152 89
29 197 38
50 228 92
132 190 71
94 164 97
187 31 77
36 217 32
169 12 38
98 63 89
213 241 87
28 57 25
62 176 42
212 107 87
184 227 45
204 29 23
16 124 33
46 163 65
192 59 64
32 110 2
8 140 89
102 218 37
0 70 59
201 51 55
130 245 6
139 42 92
82 77 99
25 56 73
152 240 19
161 4 95
12 21 90
193 70 31
141 237 14
215 219 92
212 48 33
187 232 68
63 22 96
145 237 16
61 3 11
211 37 98
155 20 62
23 194 1
6 101 56
209 166 40
43 52 38
