546 1000
405 389 84
389 401 85
401 46 96
405 350 60
46 322 66
401 406 37
405 492 83
405 248 84
401 217 43
217 503 82
406 181 6
181 252 58
248 395 14
401 536 26
46 391 15
503 279 73
391 60 80
217 379 76
391 215 10
379 218 76
391 354 77
389 422 65
218 31 60
60 240 79
401 513 9
181 313 37
215 507 58
379 505 15
31 540 63
379 418 79
60 541 38
240 30 65
391 220 45
541 441 16
252 54 48
536 472 41
354 340 42
313 455 46
418 331 77
406 410 62
31 382 8
455 496 62
541 386 62
279 450 35
418 532 72
350 483 78
536 293 17
441 317 90
441 393 93
54 458 32
240 464 78
322 400 7
492 143 89
313 438 55
492 243 80
458 334 46
46 190 99
483 13 93
492 23 45
472 73 91
410 106 71
541 89 9
389 316 66
540 276 36
441 49 29
240 452 25
452 367 44
379 56 64
23 127 43
496 456 46
89 75 7
31 213 43
406 53 44
248 319 77
276 454 61
54 435 78
215 365 19
215 33 31
143 177 39
334 47 92
354 24 83
386 465 35
389 25 31
13 463 38
393 238 78
56 208 17
60 327 97
317 68 49
406 154 19
293 110 7
452 253 5
208 50 8
405 281 93
367 112 65
354 3 79
389 184 69
382 101 41
391 449 90
532 510 3
536 182 61
218 224 86
400 120 45
30 381 89
540 210 37
536 9 28
327 525 82
68 74 40
210 205 91
334 155 98
13 142 93
386 371 72
218 83 95
217 107 47
224 111 8
472 232 54
31 516 74
418 10 98
89 403 15
391 138 28
112 194 51
50 360 57
127 296 60
120 58 79
454 352 34
536 521 24
395 209 56
60 370 61
393 260 2
215 491 61
464 266 93
317 121 58
210 283 22
127 128 24
340 147 31
360 514 68
381 119 5
75 307 3
83 545 48
107 419 11
395 200 52
491 77 88
540 92 4
401 245 88
224 81 88
422 17 41
379 104 43
401 116 88
505 195 15
75 362 29
472 168 49
142 305 40
106 440 34
440 228 74
367 312 79
276 356 63
449 337 46
68 196 87
106 433 41
154 335 56
210 487 79
350 135 18
516 423 28
205 495 23
154 471 66
116 443 89
89 364 53
217 544 25
510 343 5
9 199 60
305 197 90
335 39 20
471 436 94
147 490 56
210 178 9
464 26 34
53 477 36
75 66 5
89 28 12
356 11 87
25 278 89
449 306 32
410 473 62
477 153 91
452 416 16
56 288 36
106 351 7
416 130 69
288 318 90
532 478 7
454 332 34
532 481 23
77 411 91
391 415 18
540 398 83
194 44 4
337 43 3
208 192 25
75 86 4
367 461 100
121 18 53
507 255 37
316 537 20
23 417 35
209 61 98
354 409 86
335 413 40
413 144 84
362 247 31
46 539 79
381 282 52
433 109 12
120 169 83
215 374 24
213 27 83
306 321 47
178 300 1
31 133 43
106 87 90
58 311 70
23 94 98
28 538 44
410 85 73
74 453 76
85 353 76
340 500 53
507 377 38
168 344 37
516 76 17
374 176 90
293 64 76
111 372 63
199 174 12
87 187 69
334 139 82
503 160 40
344 69 74
340 29 99
255 439 15
327 149 71
276 304 44
377 320 78
283 134 65
278 446 28
