796 1000
181 131 84
181 159 41
181 779 41
159 604 61
181 542 9
604 386 74
542 187 3
159 648 42
187 749 66
159 407 53
181 227 84
386 246 27
246 233 1
749 699 44
699 152 37
779 247 24
386 297 76
181 671 32
407 619 29
131 125 65
779 118 6
159 368 21
118 104 88
749 628 39
648 237 39
407 173 55
152 553 30
233 294 39
779 90 91
159 34 76
173 95 91
246 288 84
749 244 38
237 121 68
386 108 36
247 716 11
95 482 8
173 80 69
619 614 99
131 592 7
181 551 8
368 178 13
699 265 76
121 777 30
233 292 83
551 689 81
407 598 76
407 523 57
90 210 35
227 658 24
551 744 44
779 540 87
152 785 17
90 203 58
90 487 78
658 225 20
604 8 14
779 602 11
553 341 91
118 205 24
294 704 99
386 122 86
619 59 76
265 50 57
779 672 72
237 4 40
121 230 16
292 417 26
247 402 7
402 318 94
237 447 40
704 25 57
592 165 82
181 139 66
523 649 75
108 498 69
341 611 67
542 222 7
265 117 15
785 773 29
716 682 59
246 89 18
265 530 75
233 451 28
648 112 58
407 784 48
125 58 64
649 655 74
108 326 67
699 511 50
58 676 22
749 389 78
59 262 47
482 687 2
655 55 38
614 163 79
58 184 70
181 762 93
744 392 76
326 715 24
181 454 70
184 321 27
152 9 89
34 739 78
34 63 39
58 155 65
614 593 28
117 16 28
9 700 22
292 116 43
233 348 24
318 670 11
95 180 73
108 362 63
116 176 67
341 642 91
89 732 3
648 299 56
55 216 71
540 327 3
125 325 40
598 759 11
648 599 85
294 673 98
673 383 62
16 79 85
9 761 54
80 134 80
325 161 52
642 750 90
326 305 89
628 717 84
383 259 21
259 257 10
670 473 80
592 567 68
161 697 95
95 429 45
553 656 53
697 537 73
386 605 49
392 21 74
95 556 36
673 609 41
417 436 85
227 15 4
553 450 42
227 370 17
225 492 30
628 625 63
567 563 54
21 695 73
656 442 35
25 44 74
386 519 59
605 202 62
744 651 62
362 509 3
15 536 61
509 347 63
79 735 61
536 590 82
784 189 65
225 693 25
492 77 59
537 146 59
699 312 6
540 481 35
687 285 4
537 684 14
59 757 26
227 26 11
305 606 61
481 185 24
695 589 15
15 612 9
589 640 2
216 61 30
59 229 97
370 615 45
44 248 19
509 755 83
615 169 70
536 132 95
118 39 5
161 718 73
447 302 64
451 517 72
210 786 87
50 419 68
59 627 2
658 13 74
523 514 25
658 179 54
735 561 94
542 53 10
673 17 58
202 416 52
341 723 19
537 352 24
112 617 36
132 653 31
161 603 80
604 470 39
619 675 54
744 393 35
695 548 33
482 33 45
134 388 18
348 171 84
442 453 74
482 157 77
187 411 2
605 10 5
368 195 36
325 584 50
34 766 85
717 701 30
509 734 67
598 110 100
615 608 11
762 423 45
17 240 74
766 463 44
511 677 2
246 334 82
53 752 62
786 760 34
341 525 99
134 550 97
612 140 22
777 698 31
536 303 94
509 455 93
383 456 63
134 223 69
222 54 16
303 661 82
760 64 78
79 47 78
473 638 89
302 664 69
682 72 77
195 378 11
755 115 77
619 494 93
442 88 90
59 339 43
299 228 94
77 24 49
80 364 37
228 356 76
297 114 97
687 738 71
222 226 97
288 541 62
13 685 87
53 477 85
189 42 87
749 374 91
498 792 73
653 379 64
152 425 87
672 428 1
118 336 98
651 130 63
379 539 99
563 120 73
530 520 19
210 148 95
59 674 31
285 633 72
370 404 18
257 794 96
682 727 88
773 713 63
184 751 34
417 469 99
112 1 97
9 52 47
473 610 18
334 287 32
603 107 11
608 276 9
288 668 97
152 764 9
195 291 39
704 67 82
614 582 92
116 635 33
291 280 85
55 304 28
404 515 58
511 283 33
517 355 49
88 692 76
237 526 8
619 484 82
677 558 38
700 495 62
181 266 34
655 448 20
318 438 82
171 772 20
13 574 10
321 528 16
202 770 100
517 596 40
368 19 91
672 395 92
230 365 96
492 591 33
456 78 38
78 175 61
738 544 9
770 249 41
259 703 92
561 793 53
693 768 99
589 273 13
456 38 36
248 483 74
247 510 52
95 219 40
219 573 70
104 795 2
704 183 34
370 690 57
294 680 43
173 7 8
548 626 79
52 168 7
611 272 19
130 696 12
536 279 12
155 337 81
701 771 76
517 238 3
9 415 100
34 513 44
542 109 66
477 68 97
117 193 70
15 405 13
383 639 2
732 714 14
249 730 88
714 725 43
63 18 59
757 186 98
525 35 91
54 422 20
649 295 18
402 512 10
735 460 79
276 613 25
738 207 61
794 267 67
9 769 24
718 791 51
651 681 1
152 787 21
155 124 41
216 307 57
768 654 57
656 646 88
207 426 3
115 23 91
