346 1000
247 117 84
247 217 24
247 249 49
249 77 96
77 215 47
77 149 91
247 118 71
249 232 67
217 12 47
117 154 62
247 47 3
12 228 97
228 223 25
149 310 100
77 24 37
47 213 96
12 286 4
24 307 69
24 100 43
247 324 36
12 290 35
247 179 97
154 327 78
290 276 23
217 53 16
249 64 70
149 57 53
100 283 58
24 271 100
24 341 88
276 241 89
57 199 50
154 342 65
24 289 97
179 159 77
289 175 47
228 138 36
117 16 16
149 0 17
0 319 87
286 155 39
118 267 72
154 128 64
118 259 46
175 156 48
159 299 71
213 142 79
64 275 99
156 231 75
319 135 43
275 99 24
0 312 30
286 309 97
53 206 100
232 140 62
319 74 1
199 265 64
199 66 38
175 235 24
16 19 58
228 4 1
307 114 45
53 272 42
267 6 94
114 115 29
114 236 85
53 62 5
299 137 2
156 192 4
307 313 42
74 315 31
247 221 59
231 201 80
267 212 38
135 294 95
192 251 92
128 150 39
271 218 5
47 318 49
47 220 68
149 198 70
312 166 94
6 3 80
341 333 16
206 165 49
166 197 91
333 84 91
271 55 11
12 325 24
221 332 92
309 282 96
149 144 32
333 26 82
154 41 100
41 82 63
62 133 49
166 320 89
155 335 68
47 22 56
159 331 8
318 339 61
339 174 85
0 240 94
84 158 7
223 95 33
312 302 95
128 180 54
309 168 84
62 124 8
174 143 35
149 171 76
199 344 97
201 13 72
140 252 20
142 226 9
55 274 44
276 56 79
168 129 33
341 293 51
95 270 7
99 317 8
156 78 45
66 25 79
274 337 18
100 285 64
341 101 84
12 322 9
259 225 70
77 146 30
286 34 28
155 343 89
342 229 36
294 301 24
241 181 34
165 303 68
77 37 47
175 91 75
150 93 25
293 29 32
217 11 7
82 89 65
286 345 83
212 176 61
77 86 80
26 87 35
78 328 76
29 277 56
93 35 89
225 131 62
165 305 98
37 153 28
95 191 97
171 326 42
272 136 53
326 245 48
101 130 62
274 195 51
99 58 67
12 107 60
136 188 98
66 148 94
166 187 14
271 238 83
199 157 74
313 33 9
231 193 93
84 273 12
13 73 19
11 69 77
332 68 12
213 306 48
218 36 83
137 298 41
176 126 51
11 224 5
192 80 95
89 172 10
345 219 70
136 208 77
4 23 24
41 329 8
41 164 11
95 9 11
174 281 27
64 162 99
345 71 77
312 48 1
303 300 4
252 336 79
55 308 4
303 43 76
270 227 65
337 178 54
235 132 55
197 233 37
328 211 94
148 111 14
232 314 33
111 234 32
16 288 67
114 222 43
232 340 41
241 280 88
132 334 63
192 311 52
56 239 39
0 39 16
132 108 92
164 10 89
339 40 64
168 160 1
314 250 29
223 147 82
329 264 34
250 183 34
331 63 91
219 185 29
99 97 6
233 102 19
299 72 98
221 253 77
99 260 73
56 268 46
39 205 31
68 161 91
53 230 99
80 45 91
226 278 52
165 112 29
337 284 36
56 20 82
178 96 8
290 244 71
220 323 55
215 30 60
219 61 59
192 50 36
3 120 52
72 134 44
165 83 14
308 32 80
107 291 41
205 184 46
61 109 6
13 182 54
201 67 84
333 46 20
137 190 84
153 110 84
156 167 48
231 186 35
144 170 76
86 304 73
259 79 21
168 51 78
197 125 19
125 209 12
83 42 22
185 31 86
185 261 28
260 113 38
180 204 31
253 177 95
307 316 91
40 194 9
30 321 8
225 122 4
131 257 16
34 116 6
50 92 90
290 5 22
110 237 93
190 27 56
58 269 64
109 210 95
192 330 75
87 76 43
330 196 67
161 15 53
282 266 34
165 127 49
228 28 59
39 246 37
92 94 92
302 292 96
265 216 65
76 65 47
239 1 56
96 255 16
132 85 82
336 139 78
261 242 85
323 44 31
156 14 32
255 119 73
113 121 23
192 338 77
170 297 87
192 18 80
47 21 89
111 17 82
119 295 61
290 141 87
4 2 96
29 70 15
147 59 86
40 169 42
131 189 76
14 207 86
236 279 49
234 296 98
133 123 20
178 254 63
254 214 11
157 248 48
146 152 58
197 151 16
238 163 53
26 38 62
21 81 4
294 200 24
97 8 34
249 75 5
177 104 87
248 263 31
192 173 43
15 88 20
62 258 20
332 256 69
176 202 39
59 54 84
201 98 99
228 287 94
112 90 88
244 49 47
269 105 43
253 203 60
219 106 3
341 7 40
92 103 11
307 60 67
120 145 83
45 52 61
46 243 17
178 262 67
329 113 35
107 332 2
86 289 30
82 341 32
79 243 97
70 185 45
17 343 67
332 21 80
340 120 19
327 187 29
232 203 76
190 153 2
43 139 49
23 46 95
20 317 41
186 174 46
138 168 40
268 7 100
83 163 72
304 178 87
12 263 5
8 224 88
149 105 27
