896 1000
881 459 84
459 723 55
881 211 2
459 482 38
723 408 48
408 48 52
459 581 70
482 472 39
48 318 51
318 214 46
408 76 44
76 860 72
881 397 46
318 477 84
860 49 74
881 270 72
408 63 64
723 347 31
270 252 86
270 327 76
482 479 51
48 643 14
723 418 83
418 887 28
418 580 90
881 70 78
211 115 99
881 891 30
397 201 40
214 595 53
581 553 63
482 735 31
482 434 49
553 273 24
723 52 54
397 563 52
887 515 41
347 460 69
891 682 10
643 455 12
49 845 83
595 525 73
397 753 6
455 80 22
887 78 45
318 229 35
682 219 84
477 4 76
723 223 2
48 710 13
515 831 70
580 836 46
553 729 31
525 851 16
78 163 39
418 423 1
408 180 54
48 755 11
581 510 39
643 800 17
851 339 18
881 764 28
223 426 65
729 663 74
80 775 53
735 680 63
219 187 26
78 428 92
423 569 77
219 226 56
710 73 79
851 380 78
595 430 45
78 705 91
418 308 20
211 508 63
508 302 82
479 639 99
510 192 68
705 222 94
408 825 17
563 103 46
163 221 48
318 475 21
800 324 89
214 867 92
187 763 18
887 880 58
836 740 6
836 332 40
223 832 81
515 153 88
563 401 63
76 101 80
705 650 10
48 864 24
76 726 96
4 815 96
222 619 74
180 348 58
327 383 38
831 24 70
339 711 42
348 386 2
327 131 23
401 704 26
52 590 87
192 38 98
851 294 99
800 32 81
775 802 76
153 646 32
880 195 72
187 745 41
800 730 2
479 827 82
730 141 11
663 137 91
418 611 3
101 464 100
680 534 43
221 696 70
475 246 6
867 138 44
864 301 85
460 656 35
386 579 3
704 535 72
70 181 9
864 266 78
595 329 100
76 162 6
131 622 60
510 620 66
137 586 61
800 530 67
851 750 33
851 638 51
534 135 19
80 713 84
710 167 64
836 340 35
455 452 40
408 870 14
426 513 58
38 265 3
226 254 42
713 157 51
586 134 85
611 698 8
302 849 83
643 742 11
620 602 51
383 500 76
138 809 60
455 856 74
750 879 74
508 706 42
137 198 73
229 660 39
80 35 54
735 466 49
851 409 51
48 562 7
426 220 77
380 542 6
163 346 41
138 838 81
273 143 19
755 277 23
838 679 82
753 568 20
131 188 57
477 578 71
881 776 51
534 635 34
682 699 3
35 112 33
832 139 4
726 878 93
181 781 22
590 148 30
750 84 14
620 574 6
346 606 85
622 693 41
63 717 4
229 817 13
221 468 67
856 295 97
750 110 50
879 828 33
84 210 49
78 457 49
510 356 94
568 476 74
800 495 50
386 487 99
620 359 67
563 654 1
646 810 75
397 399 94
832 213 11
399 264 10
513 370 72
656 106 99
226 59 53
622 779 24
580 655 85
229 632 68
563 113 6
729 854 14
535 194 96
696 268 99
742 624 60
802 86 86
430 235 75
781 40 9
397 424 30
809 357 12
611 88 85
214 895 79
180 218 96
139 108 25
581 14 55
459 280 47
40 649 27
781 127 15
620 749 56
879 799 59
222 462 66
632 573 58
59 151 85
717 377 5
399 453 57
508 670 40
401 206 51
220 589 56
270 333 10
779 282 78
430 422 2
729 149 54
235 850 16
377 502 42
562 843 46
838 588 44
59 400 43
430 805 65
639 566 41
466 74 95
849 741 2
566 685 10
775 208 39
620 402 62
301 390 7
693 839 1
457 761 40
843 653 3
502 612 9
656 517 34
308 545 32
459 236 33
579 488 15
294 507 22
515 480 82
211 9 50
854 244 63
192 651 47
711 325 54
870 823 1
194 207 38
235 394 67
845 412 3
802 281 37
273 893 38
220 175 40
268 471 89
579 700 17
612 350 6
649 848 32
138 5 5
624 596 58
192 672 77
606 54 64
827 336 52
399 718 75
700 631 15
566 16 53
113 527 100
246 416 59
745 243 3
620 435 5
201 554 85
24 835 93
839 69 26
408 0 10
527 837 45
74 362 19
181 884 18
742 552 72
817 320 1
302 623 47
580 170 93
208 875 57
710 45 5
32 541 94
649 3 77
835 58 55
588 688 69
220 323 38
562 338 22
718 478 25
698 626 99
435 789 35
741 724 95
508 64 32
377 122 64
323 388 32
574 293 42
301 609 28
573 306 36
854 708 56
588 669 74
45 572 59
527 11 39
699 367 2
823 245 30
409 615 15
390 436 79
221 668 60
409 172 11
699 364 69
9 274 6
274 177 52
726 739 35
611 658 100
611 559 28
151 489 12
412 371 35
153 687 52
635 260 98
513 164 40
424 722 6
408 152 29
825 544 44
364 731 95
390 417 79
346 373 55
658 657 88
895 869 9
356 628 87
339 363 21
699 516 34
188 571 1
274 883 44
3 313 37
280 421 23
367 607 22
364 666 81
848 540 36
646 99 52
138 447 59
540 601 55
347 798 2
235 343 22
823 690 22
162 801 67
187 664 16
52 795 96
489 797 77
516 77 73
457 674 97
229 760 24
78 543 22
347 50 8
402 852 69
333 369 13
839 872 46
615 547 55
418 736 15
669 240 44
482 257 32
464 262 28
872 494 72
800 549 29
745 858 20
626 238 57
867 894 32
508 503 51
578 640 84
412 785 38
870 604 68
211 413 70
620 665 46
339 173 78
472 701 54
201 840 32
690 269 19
5 91 70
402 79 43
668 311 87
879 824 78
24 360 17
69 637 45
115 341 83
543 642 31
724 587 18
390 326 19
513 310 40
394 689 60
238 555 61
59 756 71
541 634 58
500 289 3
162 546 47
426 83 60
574 351 53
742 395 42
151 209 74
887 582 4
430 806 89
180 766 8
858 53 44
402 518 32
280 165 28
53 279 31
340 419 44
679 67 10
373 683 18
58 178 12
343 686 18
462 411 3
574 787 97
689 610 56
318 747 47
221 186 84
289 420 4
380 19 87
54 51 73
634 215 77
839 647 25
555 171 35
223 85 52
494 520 66
412 608 45
801 560 15
308 790 12
634 811 52
277 21 81
148 467 77
380 406 8
63 358 47
336 150 12
664 719 30
45 592 23
477 819 42
649 438 85
810 746 58
696 603 36
413 104 15
418 29 59
482 846 54
141 865 40
332 372 23
860 783 20
787 90 34
310 613 43
475 212 41
103 855 65
520 675 11
884 793 77
373 429 4
542 314 72
860 89 62
742 382 2
421 334 59
546 450 38
718 483 50
632 284 50
587 287 97
639 551 74
573 196 37
726 454 24
110 594 17
103 564 38
590 648 13
45 497 64
542 778 44
388 374 60
194 132 13
717 234 74
24 55 18
657 890 71
500 315 28
517 39 22
338 414 39
693 863 33
380 203 86
851 720 90
308 179 98
588 200 73
823 676 84
74 82 48
334 124 66
562 773 35
699 94 23
554 33 36
852 505 45
639 44 87
525 354 18
541 120 85
14 709 9
729 439 39
741 331 67
329 140 48
582 847 79
54 361 39
67 204 43
569 752 3
608 448 45
828 853 57
638 557 49
289 125 53
76 71 87
604 381 74
419 678 32
210 205 95
192 37 65
198 275 23
510 533 99
78 524 52
533 145 6
648 227 42
140 119 25
452 121 32
280 25 16
724 786 25
