746 1000
691 377 84
377 431 35
377 358 81
358 7 81
358 350 87
691 182 22
377 521 46
358 556 62
7 399 57
7 560 82
399 480 48
377 93 64
358 180 28
556 578 24
578 71 47
350 709 72
182 452 82
560 427 6
7 730 26
180 700 91
7 680 79
399 155 24
521 677 49
691 460 75
700 617 68
377 597 41
677 434 9
182 498 39
452 705 87
556 408 15
180 588 60
452 473 73
399 56 77
377 369 24
498 522 64
399 128 32
460 391 43
431 366 49
680 98 72
709 627 29
597 10 64
391 662 75
128 192 37
705 393 30
71 153 37
691 115 100
452 254 3
377 744 27
709 615 31
56 353 19
452 294 70
128 475 82
391 468 25
588 251 80
475 210 61
560 354 12
354 43 26
180 545 70
56 670 93
460 525 77
521 720 19
155 185 31
521 655 66
180 28 59
460 453 31
353 157 49
670 548 4
615 608 32
358 340 6
354 276 28
709 282 64
251 262 73
353 508 88
358 256 61
71 88 8
262 60 45
744 335 2
128 444 85
431 509 13
548 102 96
180 529 95
444 259 13
608 34 7
677 577 55
431 406 13
545 229 58
720 666 57
670 644 32
578 4 35
251 432 2
282 172 22
350 220 93
691 45 66
185 539 57
548 390 17
444 261 71
254 436 15
358 309 14
691 82 21
261 257 11
677 57 38
720 55 40
508 425 15
182 183 3
617 579 24
498 396 18
43 455 15
192 496 6
251 59 93
366 470 31
434 606 94
480 685 34
4 6 7
597 400 12
705 260 23
453 195 63
276 745 49
666 336 11
744 306 92
508 53 19
597 687 90
210 333 10
745 318 27
276 719 53
210 651 34
7 117 40
56 3 63
282 689 34
577 416 77
3 674 41
720 640 75
6 596 20
408 296 64
444 76 47
677 86 84
262 77 90
306 585 7
71 258 99
606 418 88
336 191 77
597 253 83
185 451 94
585 201 30
655 523 87
117 446 79
88 359 47
117 85 66
436 671 56
427 44 8
369 374 14
117 722 71
3 363 32
705 487 2
745 517 3
521 143 99
363 387 32
93 19 15
282 283 51
282 450 22
525 338 53
254 255 12
393 681 40
229 458 48
687 562 92
55 222 71
458 742 78
56 223 5
396 533 31
680 322 9
455 704 45
644 234 50
117 589 51
596 151 22
257 156 53
446 11 28
306 511 32
318 266 7
560 673 49
730 630 63
251 370 88
338 463 10
390 464 30
172 471 59
309 112 24
617 388 66
617 129 19
191 642 40
172 743 39
529 160 21
256 611 100
418 706 86
705 584 31
455 48 97
93 442 59
155 80 64
691 163 54
7 100 94
522 311 17
743 301 52
480 624 35
436 650 73
191 653 88
653 512 14
521 736 65
44 116 31
374 197 74
390 46 89
432 227 39
596 213 3
322 348 50
377 376 73
163 49 56
390 137 86
294 740 34
156 636 62
377 225 54
191 430 48
359 699 73
354 499 12
160 384 34
44 440 76
511 347 2
336 273 21
318 435 85
201 237 66
736 65 23
653 90 48
539 33 4
577 52 42
577 486 89
257 140 17
630 5 34
624 506 63
709 547 8
262 598 88
691 449 73
301 514 69
480 654 38
523 507 3
545 238 71
348 209 83
425 290 41
617 173 14
359 81 19
406 193 61
225 500 77
636 199 65
5 603 39
588 142 82
309 729 25
674 381 8
627 573 17
117 484 93
55 563 73
615 218 4
562 686 35
88 138 94
283 739 48
222 622 10
195 362 49
622 113 67
396 313 17
192 203 39
699 212 2
624 727 30
322 718 60
336 92 94
624 22 19
387 711 70
82 304 5
523 319 32
33 287 11
666 518 97
255 216 13
512 27 32
260 226 23
671 609 12
180 243 57
28 240 12
517 445 52
369 580 5
359 572 55
151 149 70
393 664 10
711 660 63
85 312 5
255 494 87
508 707 77
359 613 64
653 67 80
44 356 35
90 69 76
509 232 90
98 692 54
358 668 85
463 702 41
644 524 45
636 84 51
739 741 16
185 361 13
282 724 17
506 9 71
416 656 20
468 422 14
496 493 39
333 95 2
322 544 85
687 619 30
65 63 42
396 178 79
358 368 8
619 281 4
287 652 35
48 272 46
140 696 67
137 581 74
376 147 84
390 324 71
33 542 6
652 571 8
506 414 34
56 323 86
544 367 87
606 457 1
7 554 31
22 131 94
496 13 38
283 8 96
711 731 100
581 327 83
436 236 49
57 0 2
572 535 5
563 389 93
416 144 20
13 516 59
251 83 78
579 145 89
544 50 48
702 125 11
128 291 68
440 351 21
547 479 27
673 357 43
691 159 58
266 300 25
664 328 76
260 710 89
306 568 79
704 725 77
499 637 2
434 104 30
700 317 25
452 194 87
562 645 23
144 54 73
11 620 64
229 502 87
718 250 1
396 292 73
237 174 82
573 443 1
620 590 67
250 206 64
292 139 39
102 373 14
357 594 91
340 495 3
69 133 16
539 161 11
425 607 84
182 279 2
306 181 99
209 690 13
253 14 40
83 558 28
487 398 28
435 734 21
508 684 72
370 472 17
558 241 80
653 17 69
453 248 55
67 286 33
422 341 58
6 528 56
95 614 51
48 265 11
408 559 58
690 32 6
690 698 60
563 510 40
173 682 50
129 62 27
442 275 82
361 519 96
445 141 22
609 647 7
653 219 48
354 520 82
622 177 23
544 543 24
560 196 59
722 633 41
709 380 50
391 39 26
373 37 10
209 42 100
353 676 49
377 321 93
42 394 36
275 569 26
452 344 7
627 41 4
511 202 45
344 438 55
212 135 74
508 74 13
250 168 52
458 371 37
57 40 64
741 583 46
442 663 41
328 252 94
243 103 64
518 47 52
666 87 8
547 150 4
562 360 69
460 564 87
682 570 98
511 267 36
398 298 81
554 38 28
328 424 8
741 532 81
38 170 38
145 108 35
69 18 53
139 111 76
597 285 100
598 239 44
125 553 66
102 305 3
671 288 29
644 308 38
261 355 58
19 561 70
357 299 34
116 119 32
578 489 53
508 228 85
547 36 33
489 130 43
348 198 32
294 35 95
301 723 39
723 274 10
258 409 6
10 79 93
197 349 58
692 110 84
52 648 8
373 107 67
193 320 17
581 638 55
367 639 99
451 307 1
588 175 57
234 96 89
393 429 55
656 326 94
322 526 72
338 527 64
698 121 68
340 205 97
335 448 26
255 245 100
512 483 66
312 586 29
253 235 59
201 302 79
282 669 93
32 587 68
586 721 44
90 612 82
239 31 26
340 278 64
40 402 80
680 24 17
731 595 33
727 401 51
326 208 63
636 330 61
435 105 35
203 714 90
705 575 96
475 233 13
81 247 49
718 337 48
46 631 77
327 659 23
304 382 5
636 441 86
470 189 19
55 179 38
452 610 40
130 530 47
690 169 98
387 621 51
312 397 13
42 58 80
711 148 52
359 646 79
400 64 38
322 565 25
265 437 34
714 469 83
261 541 93
223 497 51
222 454 7
292 176 78
684 515 37
150 16 59
52 315 41
213 132 81
401 410 54
348 94 72
613 15 99
469 154 20
19 492 37
425 372 55
176 188 60
565 478 15
706 540 21
274 513 56
262 118 71
98 200 2
682 657 15
110 423 52
333 481 71
260 190 99
619 162 47
492 467 34
496 289 85
545 166 42
262 538 59
179 325 63
613 375 98
24 536 79
581 555 4
633 600 48
479 78 20
606 641 48
57 628 97
115 66 50
463 732 49
318 566 49
174 477 19
446 109 74
612 124 74
722 204 50
209 395 56
15 386 32
515 604 80
306 679 5
130 277 14
17 531 87
495 404 61
391 101 20
222 126 18
135 231 27
231 549 87
384 295 6
200 634 17
401 246 96
355 693 43
647 717 23
82 89 49
34 582 10
128 114 30
674 269 48
226 417 11
288 303 41
398 678 6
575 407 55
399 343 47
245 551 66
493 592 12
538 297 94
679 726 75
71 550 77
325 461 73
102 618 100
275 310 86
457 186 39
592 728 71
566 217 39
275 665 33
440 284 6
357 207 5
10 474 68
699 694 48
60 392 95
617 701 93
577 715 24
129 249 2
338 504 93
600 68 15
85 635 9
494 385 20
691 164 63
404 661 45
370 537 74
335 221 15
156 106 22
423 123 47
310 712 80
11 73 76
637 605 1
728 697 91
11 683 48
550 99 37
408 25 12
366 403 52
233 342 8
484 616 39
59 352 50
529 601 52
560 716 60
605 120 65
275 482 15
656 214 53
527 713 64
157 379 3
274 667 45
74 459 60
98 632 42
194 456 19
341 20 11
578 293 69
730 1 26
608 426 92
646 242 24
40 695 97
453 688 91
295 488 59
38 70 95
660 122 34
571 184 20
394 629 59
502 599 50
37 675 23
117 215 78
691 158 74
588 593 30
342 316 45
608 485 73
90 626 55
478 12 81
599 165 46
301 625 88
372 187 41
293 171 1
214 61 84
639 412 65
82 224 39
431 466 75
99 428 87
67 244 34
723 230 40
720 415 37
680 490 68
223 268 97
106 591 69
631 51 13
130 334 46
181 383 3
11 332 28
569 421 72
16 97 68
499 378 51
409 534 94
208 314 20
101 735 45
375 134 92
622 439 63
19 501 87
683 146 96
393 136 40
60 738 7
439 339 52
260 567 15
206 703 65
368 413 23
296 29 40
591 552 44
631 329 24
634 167 97
325 280 63
76 21 13
308 737 36
709 602 31
459 26 96
156 491 28
382 345 74
277 672 34
743 643 52
636 462 88
741 270 86
688 447 75
579 331 75
160 30 29
356 419 22
698 658 95
676 75 18
467 365 31
155 346 85
588 576 19
329 411 50
696 364 16
520 2 53
315 708 4
695 72 92
104 271 76
261 263 58
69 23 50
501 649 86
258 465 30
617 574 3
8 264 7
212 211 37
583 405 55
344 546 82
162 127 96
234 503 79
450 557 46
447 623 6
460 505 21
497 420 81
707 91 21
219 476 30
460 733 26
487 152 12
192 433 66
658 285 63
31 121 48
244 40 40
280 185 48
206 216 76
731 68 42
591 196 71
120 29 74
229 539 95
89 672 22
158 548 63
611 634 4
470 475 44
603 198 2
43 637 60
29 662 98
179 725 49
191 212 9
648 255 27
691 111 84
33 685 79
570 529 53
126 299 5
74 186 15
446 180 64
570 637 57
24 573 87
176 270 28
387 698 74
116 180 6
569 261 97
621 15 100
477 42 80
193 347 50
419 389 40
515 122 86
142 57 36
695 208 9
472 733 79
336 136 90
210 676 65
418 392 26
707 245 95
380 310 85
450 107 87
399 89 4
446 212 78
633 141 85
348 302 25
180 292 69
527 65 92
177 25 71
264 656 76
221 472 49
576 248 92
25 267 100
305 149 56
336 231 15
160 627 70
218 332 81
28 676 77
664 663 68
630 579 92
273 264 81
647 663 84
524 109 64
223 88 4
295 695 93
320 679 37
684 215 44
436 267 54
454 551 6
348 467 32
444 473 30
726 578 35
626 536 2
681 104 40
387 200 6
282 2 96
320 435 34
235 12 22
432 503 81
351 304 91
100 628 80
653 531 94
147 672 54
57 694 59
343 155 19
689 597 83
590 149 16
152 623 87
76 55 34
510 187 59
369 362 7
315 36 95
608 285 93
670 36 16
79 20 36
393 533 37
514 719 71
424 131 3
511 419 47
75 638 47
391 158 33
102 404 63
706 0 4
399 689 34
379 728 32
648 153 66
726 316 50
244 315 62
585 157 45
60 298 62
685 552 58
86 303 37
195 696 6
556 350 19
383 454 13
451 171 35
407 429 95
403 134 64
59 442 78
433 568 1
275 437 37
583 711 52
55 201 13
55 499 45
506 637 39
611 403 2
201 36 30
426 689 25
248 338 97
571 22 71
454 487 78
106 210 89
495 715 65
197 663 82
553 4 46
357 639 20
430 683 42
464 646 70
561 680 58
741 729 24
311 477 82
163 597 58
203 531 83
505 585 95
447 587 2
280 348 97
554 345 21
308 44 27
55 620 56
46 236 25
491 340 51
357 106 52
191 613 85
693 272 85
243 446 99
443 510 78
106 697 98
52 664 87
381 673 69
2 237 31
613 608 57
335 366 92
463 548 65
457 79 1
194 13 65
719 405 23
96 497 79
611 621 31
53 403 29
263 236 58
430 356 12
41 259 24
601 437 18
60 113 9
26 13 23
464 566 9
166 251 73
139 669 52
306 418 33
360 711 81
741 640 62
450 143 42
361 258 8
498 44 29
103 431 89
669 651 13
262 19 11
326 41 99
30 493 98
462 739 100
174 211 76
103 142 4
672 284 11
259 218 86
701 229 5
248 494 36
99 488 69
702 198 45
112 12 55
744 220 11
17 553 62
344 648 11
235 5 26
705 351 28
18 708 13
194 279 1
350 512 52
406 43 43
384 550 9
523 433 85
646 419 68
418 540 46
601 173 33
73 655 64
710 232 97
375 361 12
214 50 74
312 167 97
260 17 29
595 220 98
588 555 50
601 235 32
480 13 62
107 733 42
312 564 71
32 691 46
113 461 49
142 459 25
555 552 98
151 195 79
141 715 3
93 729 35
24 509 49
13 698 27
391 273 87
632 354 23
553 358 73
513 387 100
231 447 14
170 613 89
486 158 81
668 432 91
492 131 82
134 450 58
460 260 65
623 484 2
114 130 30
524 320 66
441 331 89
694 633 11
603 682 41
708 678 51
