396 1000
225 251 84
225 155 92
251 196 74
155 228 48
228 54 32
54 212 10
196 315 38
251 308 39
228 112 25
212 324 41
196 68 55
251 336 52
68 92 28
92 216 11
324 188 95
228 220 77
54 320 66
68 88 62
308 213 65
251 323 99
155 140 25
155 246 32
92 289 73
188 264 56
320 314 91
213 43 99
155 342 100
196 60 73
68 90 2
88 276 43
196 28 88
276 89 5
68 40 94
216 106 14
196 366 65
43 159 97
40 226 25
226 152 24
324 339 64
212 137 69
89 17 27
342 313 65
213 192 60
106 197 59
106 335 85
313 1 100
315 359 21
314 271 75
89 129 64
213 142 1
90 67 44
1 132 99
339 268 52
188 171 34
336 227 99
196 75 6
88 378 28
197 184 41
359 294 56
271 321 50
196 201 54
129 261 100
212 349 3
89 108 28
289 6 5
112 61 2
359 162 63
152 250 31
321 153 75
314 25 5
129 100 97
228 287 47
276 307 68
308 103 88
228 390 46
67 334 88
159 7 35
334 362 52
336 179 20
129 128 13
6 191 86
142 293 66
28 20 43
212 27 92
27 168 46
27 290 32
264 101 27
106 286 39
28 195 22
137 109 68
179 48 56
324 346 27
307 281 30
88 121 15
225 193 47
321 393 85
225 384 39
75 57 74
7 94 79
94 139 100
268 66 1
390 115 42
349 145 75
225 150 97
57 79 57
7 236 77
103 56 27
128 65 26
171 170 69
197 331 89
286 85 1
65 208 14
7 204 77
28 357 2
25 306 30
293 15 38
366 164 28
313 373 89
366 273 36
61 69 82
271 247 68
109 175 32
314 311 91
85 97 65
142 169 26
164 37 73
106 280 61
323 93 17
121 262 79
261 369 89
321 77 2
273 91 63
17 151 87
293 245 85
108 180 65
324 214 52
57 157 32
294 355 8
171 372 67
369 305 2
268 242 76
236 341 41
61 86 60
359 241 45
293 111 9
169 72 67
289 263 32
175 13 77
40 238 77
94 30 86
346 96 31
313 244 31
77 130 39
37 189 15
89 156 10
85 377 46
112 379 99
212 11 79
57 177 34
261 383 53
308 370 63
15 114 25
13 274 62
323 352 60
378 147 73
6 319 77
289 365 71
89 348 76
346 135 3
164 249 55
128 368 47
331 248 94
75 187 97
40 367 33
294 110 67
110 358 5
208 87 75
168 8 41
85 124 5
196 183 33
359 194 3
171 364 72
348 34 8
28 354 78
56 186 29
366 392 18
354 166 49
214 301 29
273 380 91
187 297 82
305 300 72
201 253 16
195 328 16
189 291 78
175 167 13
314 116 73
349 363 90
156 141 73
8 309 92
226 292 82
175 98 22
147 255 2
297 296 70
34 374 37
196 38 82
192 160 8
214 70 31
323 42 44
139 148 51
108 113 30
214 395 66
159 222 32
7 360 25
140 55 64
276 33 7
297 76 7
311 235 43
129 117 29
150 143 61
346 198 47
261 165 17
79 199 27
121 269 68
226 29 6
307 219 84
130 95 47
187 206 70
297 382 71
271 325 96
358 224 77
292 239 11
314 299 99
116 387 99
393 126 82
196 344 66
85 209 19
188 303 68
147 73 74
364 53 29
101 254 91
1 229 51
33 24 14
354 338 55
159 210 59
349 203 31
289 127 38
342 58 64
293 154 39
249 190 46
190 46 46
354 266 43
324 36 26
106 52 11
164 120 2
235 243 78
344 353 69
359 119 16
157 200 5
241 176 53
214 63 90
204 41 7
245 326 45
263 14 40
336 316 16
228 230 73
226 215 84
94 12 95
323 4 60
98 394 27
109 5 88
94 50 7
280 356 86
250 312 47
328 285 14
67 107 49
372 330 89
393 207 90
306 260 46
56 59 96
276 23 98
91 376 93
243 133 74
140 329 92
264 118 13
306 80 89
162 389 56
324 178 35
192 322 57
187 51 99
192 125 16
132 317 55
112 202 98
137 205 37
244 105 83
27 233 58
203 122 51
20 104 57
200 16 32
139 82 79
338 221 62
187 371 56
372 278 14
155 232 45
95 84 93
314 256 72
130 288 17
331 31 22
370 74 71
360 49 44
7 388 31
141 22 62
4 172 25
13 21 3
268 144 80
366 234 38
197 10 99
13 375 93
379 173 69
31 3 55
273 318 57
165 138 2
342 310 52
20 295 43
219 284 98
57 217 9
364 131 81
243 182 63
162 134 88
370 174 26
393 265 49
106 340 62
91 102 19
227 361 43
165 149 20
315 62 63
357 332 34
341 9 36
135 258 72
284 302 54
332 158 52
314 44 23
68 343 31
394 81 66
382 381 41
243 223 63
68 337 95
258 386 75
70 211 17
230 39 94
370 257 100
355 35 14
118 298 72
349 161 83
129 385 69
140 267 6
221 19 87
7 146 73
224 351 47
151 18 61
19 283 44
301 350 91
315 275 82
151 71 36
92 218 19
62 78 3
325 231 17
109 347 12
58 64 14
95 163 43
336 282 49
61 181 32
314 277 79
145 252 72
223 327 11
21 279 71
348 99 44
341 2 22
124 259 54
175 0 99
153 185 74
380 240 74
68 304 76
191 45 23
71 345 25
227 333 3
151 270 32
370 83 16
257 272 36
28 391 16
152 136 14
322 26 92
395 237 51
67 123 59
201 47 10
216 32 75
254 330 73
198 149 83
199 287 15
184 83 92
371 179 76
64 285 27
87 126 49
289 213 73
370 321 46
78 122 5
223 325 78
