496 1000
289 299 84
289 51 82
289 295 22
299 491 90
295 285 69
51 485 6
51 220 100
299 152 10
220 492 72
220 32 62
51 433 82
299 460 4
295 72 66
295 79 33
491 121 87
32 366 56
485 2 16
79 56 37
460 374 53
121 275 65
2 443 65
485 93 70
79 354 35
51 55 47
55 357 70
121 57 32
55 487 8
56 250 47
357 59 60
152 22 12
51 367 52
354 477 98
152 210 42
93 194 80
79 233 58
299 294 27
485 39 62
491 490 73
121 65 24
367 476 94
152 179 67
220 488 18
487 145 12
491 468 89
468 413 67
485 360 91
210 365 34
121 423 16
295 205 64
39 478 65
57 482 13
2 362 99
294 457 95
233 254 36
250 284 67
492 331 44
55 126 64
22 183 62
295 394 56
482 134 32
55 307 27
289 129 64
179 191 66
254 481 20
482 261 66
362 113 44
134 64 40
254 190 84
183 76 64
39 466 99
289 348 38
468 9 46
2 85 91
32 424 62
478 13 55
413 231 28
57 45 24
374 368 43
13 280 24
478 29 64
294 395 26
285 376 5
220 166 7
331 311 84
365 16 73
190 62 1
126 426 7
424 274 51
76 120 27
295 95 81
424 84 48
183 249 33
84 33 61
284 316 67
121 53 55
433 189 47
413 213 82
365 464 83
231 352 31
64 416 32
367 139 56
468 87 23
488 226 43
87 108 2
45 132 45
79 471 61
45 110 66
9 279 86
72 456 54
423 82 81
51 0 99
152 325 86
62 436 38
457 114 90
33 222 24
376 23 52
145 317 38
492 272 15
233 494 44
279 301 88
395 465 31
464 344 41
362 238 6
189 128 28
190 358 6
261 5 98
394 100 59
59 163 92
166 450 34
366 162 21
33 483 87
45 101 71
316 315 12
289 332 51
162 49 72
426 153 7
49 123 2
179 322 26
85 260 26
220 156 15
95 88 17
456 180 80
365 203 60
59 387 99
332 70 9
189 12 82
55 427 100
487 154 12
250 391 27
126 256 23
436 68 32
464 314 30
121 34 34
120 359 29
387 420 85
70 236 78
65 378 67
72 432 91
226 302 39
145 160 47
65 398 84
57 225 91
432 271 76
466 164 66
236 54 95
471 81 3
420 240 37
225 417 63
79 380 17
68 288 35
110 455 64
9 201 83
359 133 94
398 37 82
487 454 58
82 27 70
491 105 30
95 355 80
254 18 22
368 382 96
156 227 52
227 69 59
68 248 52
426 173 85
179 458 84
490 241 8
488 24 71
49 77 39
51 386 44
365 43 78
382 372 48
413 50 91
79 67 82
492 419 76
2 258 17
154 310 3
485 334 19
85 404 37
27 273 89
62 207 87
194 131 36
33 312 84
289 144 70
34 305 40
56 20 27
39 197 48
494 335 99
413 363 69
420 112 14
0 167 86
82 353 79
419 178 12
394 80 5
359 388 31
322 4 21
100 208 6
316 10 93
88 177 66
9 204 53
0 246 80
128 7 75
37 198 24
332 446 5
249 223 46
139 187 35
5 130 93
363 150 68
100 389 87
314 48 63
488 308 88
446 421 30
198 1 78
280 339 18
123 224 19
275 138 24
491 262 43
273 489 8
310 429 40
362 390 1
236 326 45
317 293 50
95 252 59
424 196 46
488 473 39
413 17 24
248 306 70
114 193 38
210 117 63
43 439 54
177 184 32
289 47 92
344 96 80
226 169 49
49 244 52
302 253 61
359 170 84
133 333 16
222 99 53
196 430 67
326 148 99
197 281 74
184 298 89
213 158 39
262 195 24
59 94 7
367 159 10
226 479 6
7 15 22
227 304 86
478 324 52
332 142 75
16 136 37
69 157 42
126 151 50
210 291 49
288 349 25
