846 1000
405 287 84
405 47 49
47 539 48
539 828 19
47 102 5
102 99 38
47 564 37
47 150 43
150 360 58
405 94 34
94 490 3
828 724 92
287 427 71
564 467 90
405 622 47
405 772 27
94 121 48
467 73 100
490 266 94
772 704 47
121 322 77
622 76 69
121 556 6
76 145 4
724 117 64
94 135 3
76 141 39
490 403 49
135 761 65
145 214 91
141 502 32
99 26 32
145 301 66
135 821 91
301 750 91
360 302 97
301 506 64
94 203 69
828 641 46
26 681 61
506 554 56
150 119 24
772 672 61
821 586 56
772 190 32
704 803 59
287 731 6
322 655 17
360 317 44
539 250 31
102 441 93
117 445 75
761 130 93
564 357 11
76 101 1
121 583 93
803 172 40
586 530 34
172 654 77
135 699 36
554 330 3
287 8 62
130 124 30
583 144 20
26 561 75
214 4 39
554 430 34
430 361 23
94 723 25
26 740 4
250 838 58
681 116 24
803 12 70
654 428 31
4 143 3
302 689 98
740 751 76
143 59 36
76 574 74
655 106 69
266 661 9
102 651 96
772 510 91
564 164 85
556 526 35
360 781 50
405 767 16
526 707 55
574 471 95
803 482 55
361 635 41
8 415 93
526 304 67
317 156 91
828 367 19
250 182 43
301 181 11
803 517 19
490 402 74
672 558 100
672 366 98
304 29 46
182 19 22
4 679 42
121 824 53
824 320 67
12 465 69
203 492 14
73 424 7
641 138 6
781 831 22
144 736 68
558 453 52
821 840 98
821 717 73
135 100 49
510 477 74
59 808 41
724 162 78
182 270 9
465 237 77
405 844 56
117 809 92
367 674 70
121 559 96
76 462 84
707 196 97
586 120 46
141 626 69
517 112 38
821 389 52
803 472 59
445 728 100
430 204 44
302 632 28
441 213 78
641 53 61
102 343 15
502 134 86
405 713 12
204 799 51
654 414 62
723 631 6
554 783 94
145 89 70
453 393 23
287 337 65
772 753 74
622 497 43
203 384 7
130 123 48
556 88 73
821 98 64
707 605 11
661 378 5
661 650 12
723 593 37
214 233 12
838 274 96
357 225 93
821 495 25
840 323 55
803 167 25
213 760 85
330 391 52
203 381 19
123 6 87
138 485 14
47 39 57
583 300 76
196 219 1
672 790 54
144 645 55
740 455 28
704 701 99
558 234 78
145 620 37
740 789 23
98 0 26
393 289 6
455 226 54
266 411 8
135 498 18
182 375 76
150 308 46
704 299 44
361 493 2
723 436 55
106 260 54
196 127 77
654 420 77
167 122 99
266 700 89
317 373 57
561 407 23
471 377 5
123 345 46
8 388 99
19 629 53
495 253 48
320 582 61
586 796 78
506 521 11
26 86 27
308 70 48
629 696 73
29 202 21
539 7 27
427 184 43
167 312 14
445 819 69
411 566 5
134 648 97
441 684 39
302 362 97
391 832 93
415 573 17
838 464 95
428 718 87
593 488 63
700 40 33
162 727 73
521 639 6
506 294 67
655 258 39
707 267 89
138 394 18
394 703 38
574 303 66
373 275 36
626 769 62
127 80 99
502 540 97
80 422 54
234 613 63
73 321 43
700 647 63
389 247 11
781 324 55
213 591 18
164 598 9
119 663 61
661 327 47
824 483 3
591 553 4
510 802 40
303 262 26
144 1 8
553 168 40
287 13 22
699 369 83
120 576 59
202 516 80
465 329 39
704 682 6
441 207 62
761 818 15
172 511 24
362 671 44
671 160 48
130 720 96
471 63 33
591 692 10
121 653 75
203 146 9
556 281 41
202 236 19
661 623 46
682 512 90
289 592 100
47 668 76
808 265 36
150 673 74
299 762 52
415 513 4
100 60 29
831 242 85
700 729 95
574 538 43
769 429 55
789 773 36
566 180 89
321 140 1
539 419 61
593 737 42
605 148 76
663 578 58
253 217 79
1 619 10
317 630 87
196 10 29
796 549 39
393 843 2
843 339 34
783 820 15
294 220 2
160 71 79
731 298 67
512 254 96
13 244 11
576 557 31
298 563 44
761 726 3
343 600 70
203 114 79
808 435 97
1 296 61
650 649 17
789 20 24
629 741 99
8 58 58
233 208 69
202 621 36
824 634 14
578 153 63
375 222 88
369 42 69
824 72 92
6 752 27
298 115 68
6 757 97
700 439 64
13 216 93
843 542 59
619 780 93
761 5 69
655 738 71
127 567 44
190 565 8
650 91 72
430 617 13
115 474 35
220 246 99
723 34 33
422 128 39
650 50 34
254 238 84
605 535 35
389 499 47
260 93 22
427 575 21
47 588 90
471 711 96
274 87 38
72 314 3
127 642 35
753 174 51
671 579 30
474 154 59
89 404 80
672 599 7
247 447 23
650 440 58
50 698 41
1 834 94
6 195 24
99 398 79
780 282 34
135 192 96
5 22 31
226 640 7
323 408 95
542 185 11
488 410 83
219 764 7
238 85 13
634 142 29
783 676 52
219 235 22
403 508 74
123 126 69
828 194 37
653 473 49
93 161 24
144 507 88
202 37 84
213 475 93
502 487 37
234 23 5
144 669 37
172 371 77
128 49 1
809 572 28
196 290 19
50 412 54
120 332 97
648 189 29
323 198 52
180 805 20
435 354 55
499 186 18
542 706 67
783 387 66
538 754 69
488 24 73
226 743 92
202 627 27
195 468 73
233 96 47
757 691 78
475 218 3
203 722 80
225 272 24
343 608 16
540 450 42
760 841 7
415 178 22
127 92 59
49 811 63
513 504 81
728 406 6
679 392 14
357 658 85
160 179 40
631 509 58
841 470 4
621 444 84
91 829 48
59 45 2
483 560 33
339 418 45
150 286 63
832 584 83
299 28 40
127 825 53
455 478 56
820 438 79
684 551 1
298 400 38
100 344 16
145 545 71
220 16 32
583 325 54
762 480 61
819 240 83
267 374 72
825 456 17
415 523 54
412 385 89
345 206 36
805 660 46
89 777 15
236 680 56
354 571 64
549 452 32
692 466 47
234 108 10
134 547 9
439 307 34
76 61 54
164 817 85
728 747 11
482 612 9
655 618 80
218 111 95
843 305 55
676 835 41
658 170 58
737 209 15
439 376 28
582 721 66
517 734 56
143 283 94
344 756 26
101 191 39
191 68 26
181 379 73
168 479 72
803 525 38
170 297 53
102 157 72
761 131 51
208 230 56
345 255 75
573 826 91
141 657 39
737 677 54
406 158 84
817 646 42
174 43 23
207 133 19
60 481 33
818 748 48
729 125 75
119 239 86
696 830 77
591 173 2
481 755 94
86 269 64
68 224 39
516 442 15
143 342 62
743 665 9
220 486 84
141 97 6
133 624 85
322 434 61
472 533 29
475 775 4
754 315 12
301 421 71
645 675 90
209 341 50
642 38 63
406 347 4
553 705 44
384 686 40
487 652 38
53 823 12
58 792 54
421 165 38
513 716 93
805 137 38
384 546 17
682 766 39
661 739 32
300 768 69
764 280 13
512 602 36
131 25 83
99 685 77
45 457 52
130 17 48
58 273 37
542 596 53
156 423 100
442 633 27
434 779 3
178 807 65
740 800 44
419 386 93
502 52 48
299 518 20
341 425 34
369 496 64
530 241 11
206 318 19
747 44 18
820 532 72
676 585 75
820 758 32
646 806 68
805 62 57
186 670 100
206 21 5
93 248 49
165 643 26
124 449 55
420 454 92
180 132 24
670 104 64
617 257 54
427 338 38
116 67 11
400 276 34
789 614 32
373 587 83
629 744 95
266 416 32
479 484 43
167 845 50
717 252 73
300 395 4
71 90 100
162 368 38
670 715 59
571 695 14
430 256 20
575 548 24
445 9 6
153 837 79
189 770 75
116 664 60
184 75 41
780 749 23
92 636 6
185 782 19
267 836 19
767 531 55
415 609 28
799 83 12
504 313 52
367 243 13
499 358 81
701 309 1
196 365 95
294 151 79
430 463 100
377 788 6
727 46 50
388 231 16
626 580 88
378 693 90
428 476 13
513 413 56
287 534 85
523 494 22
754 603 36
87 590 81
130 350 29
593 364 68
661 35 52
361 543 59
598 501 6
640 839 52
112 514 17
307 326 16
752 433 45
234 55 54
674 293 85
826 372 70
394 166 75
305 353 71
157 570 53
330 27 92
728 331 69
96 95 68
220 606 10
680 129 89
225 795 22
388 199 53
660 279 10
279 397 18
477 615 18
72 69 85
99 136 38
266 65 82
828 227 32
736 719 77
585 210 98
565 667 12
179 446 82
566 291 54
343 409 32
789 370 7
824 607 57
86 637 26
462 461 97
398 382 78
444 113 54
472 351 68
180 32 39
242 223 96
720 295 11
496 776 60
143 794 76
454 816 7
369 515 3
191 251 13
341 268 6
301 30 15
433 319 74
337 118 51
711 328 2
767 346 32
319 812 27
170 188 49
540 611 87
393 363 40
404 569 17
115 813 18
402 697 11
721 786 66
242 798 28
824 310 44
97 380 4
180 536 70
304 259 36
831 451 32
366 491 92
130 245 38
483 396 94
130 541 85
573 334 15
124 746 31
672 500 52
753 348 96
83 527 43
172 787 15
672 48 37
236 56 38
672 702 23
509 694 86
0 359 61
481 601 36
101 784 15
348 211 53
299 105 40
480 529 20
617 842 58
240 155 5
378 625 26
59 159 47
736 589 62
750 520 51
501 152 21
76 175 38
451 656 54
445 333 74
664 555 69
338 3 37
372 200 98
405 810 75
357 505 40
68 64 74
46 581 95
49 793 28
403 340 39
786 822 73
781 356 12
1 785 44
566 205 37
650 399 69
72 709 31
151 264 32
20 735 18
140 814 6
782 659 88
368 82 92
234 78 98
294 678 54
420 714 54
656 249 42
813 149 28
808 708 20
564 110 15
256 11 72
376 833 58
820 84 2
207 171 55
384 2 78
167 277 14
87 228 35
531 401 36
684 448 96
578 383 12
471 335 96
509 725 83
812 54 97
162 232 63
746 469 95
309 284 91
361 503 51
124 261 96
233 595 27
735 610 72
43 771 64
245 524 2
410 690 56
731 177 82
190 74 94
177 562 22
822 710 27
660 733 64
701 316 15
534 221 44
24 815 31
71 528 63
585 426 87
7 81 64
6 31 45
259 349 76
511 730 29
714 41 71
211 801 20
764 791 64
624 163 42
640 33 88
619 193 52
108 139 3
206 197 21
303 459 19
61 352 60
449 778 37
141 355 57
291 683 32
