196 1000
41 123 84
41 191 12
123 124 86
123 159 6
41 176 70
191 142 64
41 46 98
191 168 48
191 14 81
41 165 87
165 17 17
46 57 90
124 25 20
176 135 94
135 185 18
14 146 40
176 5 77
25 81 5
14 177 10
25 43 36
177 4 94
146 126 81
165 192 68
124 190 67
43 66 83
192 156 33
81 62 46
146 141 1
126 77 46
66 70 20
77 99 38
124 12 13
41 179 65
4 183 96
12 115 97
179 67 64
146 15 52
12 96 14
176 140 8
46 36 44
168 136 65
70 33 74
12 151 96
43 98 29
126 68 72
136 65 58
5 158 75
17 130 10
142 71 86
140 19 4
191 105 24
33 103 75
12 187 96
99 48 61
185 128 71
192 11 55
141 109 97
115 40 4
123 184 11
124 56 69
66 64 46
165 78 34
19 113 13
14 108 79
64 172 83
33 121 64
105 149 41
185 7 91
183 0 63
108 55 100
191 51 1
11 18 30
14 153 84
115 39 26
62 171 22
7 132 13
109 49 93
172 21 13
56 150 66
128 1 13
185 8 33
15 20 47
7 63 63
78 169 51
146 118 33
156 129 56
4 91 56
18 163 20
56 114 59
8 180 84
98 188 1
64 24 43
184 88 69
55 6 32
68 13 97
14 100 4
169 50 49
115 134 53
126 87 79
15 16 35
130 139 99
188 138 31
66 47 85
121 145 70
68 83 49
11 80 92
18 73 9
177 162 12
68 174 76
136 157 82
130 37 40
163 137 89
118 111 45
169 117 47
14 125 82
158 116 5
33 76 28
18 127 77
66 166 49
169 58 25
6 101 35
96 178 24
130 133 42
70 194 97
115 155 52
13 93 6
18 106 16
56 90 12
49 44 6
146 2 47
73 161 39
101 189 12
124 38 29
100 173 8
80 32 76
87 74 3
15 54 93
91 92 70
44 122 62
13 195 27
132 143 64
87 94 15
36 154 75
174 97 60
74 28 82
51 89 96
90 61 54
169 104 88
64 23 67
149 107 75
7 9 28
137 131 16
163 86 78
83 160 13
43 167 50
77 59 62
134 75 75
173 69 48
128 95 54
108 45 61
194 148 26
178 84 92
167 147 59
12 82 48
51 170 38
139 31 45
168 110 10
88 30 34
160 34 85
64 119 50
194 193 88
190 79 57
54 112 90
151 26 5
157 181 52
179 10 71
141 3 96
122 72 31
2 60 18
76 35 68
116 52 59
80 102 76
155 85 48
23 164 19
154 22 61
34 152 94
18 42 53
20 27 100
116 29 46
48 182 22
13 53 89
46 186 79
72 120 15
157 144 38
96 175 55
190 14 62
19 65 9
20 22 60
105 120 30
150 39 66
50 38 36
91 175 29
103 186 52
128 156 51
143 116 44
155 70 40
3 164 32
17 150 62
144 30 80
47 194 56
178 5 41
104 118 46
140 30 79
83 140 40
194 131 69
166 174 46
43 75 6
156 167 96
65 11 27
133 145 68
10 81 6
190 77 64
187 79 84
173 24 74
186 59 47
31 178 60
25 69 61
149 106 71
127 3 18
63 90 93
80 191 33
168 166 31
20 7 11
46 171 11
8 171 48
102 182 52
159 95 91
62 162 81
38 159 99
128 192 10
6 137 21
12 169 23
193 5 38
73 173 19
60 61 68
18 144 80
135 75 66
81 44 46
8 73 39
194 5 58
5 165 51
47 172 25
24 29 86
89 158 83
78 87 35
150 81 72
67 82 86
183 93 31
151 182 83
87 5 72
30 50 39
156 26 78
177 42 78
61 54 28
38 193 24
70 112 83
75 194 43
88 28 51
12 179 40
24 157 39
152 9 99
67 168 11
86 174 9
76 21 24
43 141 37
25 52 4
54 70 64
114 26 26
144 116 6
52 124 1
143 14 90
56 1 7
91 30 22
157 92 48
62 13 28
190 139 93
66 182 44
52 79 56
16 147 61
90 88 79
138 13 64
59 39 75
64 56 44
32 88 95
183 51 14
28 57 70
176 111 31
120 118 27
13 61 88
90 0 3
46 42 61
78 140 86
43 64 51
90 120 45
193 185 49
75 163 54
171 24 13
57 157 9
86 128 59
13 125 61
140 120 54
28 172 98
87 187 90
125 56 27
40 151 83
57 180 9
195 87 13
163 42 63
71 173 20
16 4 89
147 11 34
69 176 95
165 63 33
101 157 19
48 62 21
36 76 65
72 192 67
62 181 56
80 62 79
25 54 35
137 158 21
0 19 40
65 66 79
41 119 56
190 108 53
38 137 16
124 21 82
98 124 43
169 5 40
118 167 13
7 17 37
140 145 83
147 13 58
155 28 31
74 108 47
148 12 29
58 0 32
127 15 100
109 8 32
175 30 79
190 16 43
179 104 34
39 119 87
22 171 24
43 176 80
139 172 19
188 36 2
187 63 89
99 89 89
76 95 82
173 18 22
114 140 70
92 47 52
84 0 75
139 110 2
161 132 72
102 89 57
7 58 93
177 121 58
168 92 96
31 101 100
134 72 61
105 131 99
153 127 24
36 175 53
4 46 90
66 93 62
68 2 78
177 81 93
150 103 99
175 17 5
136 13 86
158 100 32
125 123 5
55 66 11
17 125 91
69 121 11
131 4 17
115 75 42
161 45 71
20 160 15
74 54 38
114 107 32
141 151 93
79 148 98
64 195 76
91 143 55
109 56 88
117 142 57
72 108 18
58 13 71
97 109 93
29 71 49
102 191 1
43 71 43
27 86 6
40 105 38
172 33 22
41 152 36
59 184 53
38 14 49
126 91 72
167 184 12
50 165 40
95 118 43
78 85 23
158 160 74
3 186 79
122 118 63
190 1 83
127 161 71
39 182 87
190 41 41
101 175 12
157 8 51
97 83 47
11 78 62
23 91 20
42 1 7
45 143 2
47 38 26
93 154 91
165 144 26
36 138 11
131 0 37
54 119 25
117 119 17
160 64 80
129 71 7
182 70 20
137 43 90
82 109 7
125 39 4
86 161 63
98 105 56
112 66 9
175 40 24
155 89 14
44 193 6
29 43 40
150 19 41
66 33 5
47 171 84
98 27 51
67 90 87
52 54 65
148 169 57
47 109 89
57 124 32
70 34 65
53 21 88
114 113 66
30 41 77
59 32 16
42 148 85
15 170 20
194 93 41
71 134 43
60 156 81
195 98 77
45 34 91
186 38 90
66 30 51
91 176 73
120 178 64
42 130 39
81 132 47
193 2 84
95 25 15
98 141 82
105 158 37
191 67 51
148 13 18
8 101 29
182 130 57
51 88 59
171 113 61
86 141 3
158 136 53
112 176 37
77 61 63
44 7 94
186 13 100
67 144 17
51 144 58
31 112 77
42 33 20
191 193 35
27 64 50
61 117 66
139 173 94
130 65 82
187 145 25
54 93 36
145 168 41
169 142 96
77 187 6
15 61 30
116 119 64
37 94 60
103 14 83
130 162 22
174 147 45
46 87 97
79 139 6
181 137 12
122 172 89
55 106 94
183 15 83
14 66 2
173 3 36
173 27 83
180 195 47
195 146 61
72 113 8
31 190 14
31 155 17
48 134 90
133 59 11
37 65 39
41 42 95
27 187 2
23 33 3
16 95 2
30 18 76
83 3 82
175 39 7
147 143 97
144 56 81
165 122 4
161 112 24
148 172 76
62 194 17
111 106 19
10 77 3
106 125 35
174 13 53
148 47 90
71 148 63
127 62 87
186 143 12
87 33 69
148 111 4
68 21 70
118 181 40
64 0 27
83 149 48
71 183 15
130 9 96
171 20 92
162 132 89
145 191 71
122 80 44
153 54 78
146 135 39
110 87 43
104 52 38
68 142 91
155 126 49
94 174 85
124 28 10
62 178 49
49 156 6
132 70 93
169 1 50
147 70 81
49 175 89
5 129 69
64 60 43
127 184 60
174 40 55
41 183 93
130 176 69
36 5 55
25 191 46
155 35 35
129 91 7
116 42 7
27 171 73
117 42 87
184 37 27
160 42 2
136 68 88
120 153 15
121 120 67
81 158 50
82 59 13
81 94 93
109 118 17
79 3 19
183 126 24
163 64 71
38 167 66
13 165 11
89 127 19
132 40 3
69 145 40
190 91 11
17 135 77
22 84 21
130 120 6
144 72 54
53 124 61
43 46 53
194 21 94
12 69 31
152 44 46
44 9 39
45 33 24
173 117 40
4 29 43
117 122 97
180 185 38
114 189 63
182 107 24
175 109 54
40 134 49
191 81 32
71 96 9
131 82 22
176 54 17
33 161 52
78 122 26
82 46 99
18 4 83
81 56 26
32 79 47
115 95 54
183 81 16
134 109 52
92 36 63
94 186 3
66 96 99
129 40 74
161 60 79
172 153 14
149 174 39
132 51 3
47 45 53
40 87 21
144 125 79
142 47 73
43 177 51
5 115 6
111 187 22
184 152 68
53 89 6
50 124 52
65 30 11
133 48 75
47 36 62
8 168 37
41 149 94
181 37 42
58 163 28
7 149 73
151 189 71
47 107 3
180 141 6
88 65 25
164 135 36
119 173 2
144 10 13
9 56 1
168 52 58
144 31 52
193 64 6
122 79 63
135 166 48
137 99 4
149 42 42
89 22 89
158 172 72
144 24 48
138 81 41
77 123 34
162 31 56
87 79 11
22 87 86
83 57 29
47 86 97
55 146 14
52 1 73
190 50 52
65 42 36
154 85 69
22 57 25
47 79 1
41 66 20
41 186 88
5 111 28
179 86 59
49 42 8
50 53 77
21 16 66
28 69 62
79 159 41
138 96 62
5 101 14
195 172 84
178 142 44
84 80 99
155 46 26
114 75 72
105 38 8
9 17 72
137 30 36
99 144 77
170 69 15
81 146 38
101 40 65
110 169 63
82 79 87
101 179 71
72 21 46
107 120 4
73 53 32
43 89 25
124 185 59
107 51 70
63 139 12
191 33 2
122 142 58
44 100 51
127 72 99
2 64 9
77 84 4
64 4 97
60 141 100
189 182 98
164 162 48
109 99 69
92 34 81
136 150 94
45 151 70
79 174 11
165 150 61
173 193 6
117 52 49
63 73 33
21 75 44
1 76 17
42 19 94
161 178 87
92 30 39
172 85 92
0 8 35
46 25 90
34 37 53
93 128 70
33 22 76
87 115 42
140 98 60
104 117 46
10 154 94
191 60 9
10 7 92
116 12 82
31 66 24
13 9 30
132 101 65
86 184 48
16 42 5
89 6 73
43 10 64
79 191 2
79 66 3
2 164 92
160 8 49
159 151 2
118 43 1
10 99 64
135 149 94
193 20 57
73 186 74
49 22 83
95 184 84
10 15 52
57 60 47
161 66 5
0 157 82
165 114 92
4 84 68
166 53 48
173 45 25
45 54 10
58 113 85
153 73 70
12 194 52
182 67 85
159 44 90
34 25 93
179 174 82
123 186 61
171 136 34
6 57 64
133 111 98
23 92 37
148 134 39
53 59 38
155 101 47
133 110 1
42 12 73
137 157 36
131 104 55
76 115 33
191 177 26
136 146 55
20 34 81
62 133 12
147 60 28
39 100 14
30 45 95
185 184 21
139 44 17
17 143 2
12 110 23
117 28 25
163 43 81
76 69 73
77 182 22
73 129 2
94 54 11
68 194 80
181 41 30
77 15 42
10 122 79
34 123 18
116 36 8
66 97 28
71 62 17
105 43 88
47 106 35
107 106 45
65 116 39
190 186 56
141 81 3
103 55 74
57 191 2
87 98 100
130 103 3
178 188 71
45 114 6
12 133 21
141 68 8
76 114 19
0 129 63
117 185 59
173 34 87
130 80 89
24 75 1
109 80 31
177 6 61
123 161 23
52 129 80
24 183 65
91 178 24
159 101 46
178 10 69
56 134 99
163 181 2
176 99 82
8 156 38
31 48 37
172 31 5
144 73 59
31 131 78
167 50 92
