46 1000
21 29 84
29 3 33
21 0 82
21 35 48
29 44 71
21 9 5
35 10 32
9 26 45
35 28 24
0 25 64
0 7 49
10 37 56
26 13 77
0 22 44
7 41 19
41 15 72
9 14 27
7 12 99
14 8 96
7 18 71
3 27 22
37 4 25
4 34 55
0 5 89
4 17 88
28 42 5
10 43 30
43 20 17
35 30 28
5 39 63
43 38 82
18 31 1
34 32 69
0 36 74
32 6 16
6 23 6
18 2 68
44 11 96
38 1 7
35 19 85
34 40 9
35 45 96
13 16 93
27 33 65
8 24 66
25 21 91
17 2 9
42 6 84
3 20 64
28 12 50
43 31 31
19 31 58
28 6 49
42 18 56
31 32 14
13 33 15
38 16 57
1 44 41
16 24 81
35 8 74
5 29 70
26 17 21
17 28 76
36 37 68
30 2 23
38 0 21
30 39 36
42 36 64
36 2 35
10 36 33
1 6 73
42 45 46
42 3 66
24 12 93
13 28 46
5 2 69
44 41 97
23 25 85
31 26 50
43 16 28
28 43 66
10 14 33
33 7 32
13 41 35
29 15 97
5 42 93
40 32 8
32 8 44
36 6 63
2 3 8
43 6 95
35 6 57
38 20 96
33 25 28
36 30 69
30 13 10
18 25 8
45 3 56
4 22 52
29 16 50
10 38 25
17 10 14
25 16 22
24 26 76
15 38 85
24 37 91
3 39 7
4 31 59
12 1 99
37 32 50
11 45 37
34 35 17
28 39 97
8 20 44
8 22 33
26 19 60
2 44 99
34 24 72
8 23 58
35 36 7
36 26 55
25 11 83
33 38 54
27 1 21
15 9 20
33 1 37
38 29 6
41 45 43
37 35 18
17 27 75
17 33 52
28 18 88
41 25 88
0 11 23
22 24 39
11 9 50
36 7 13
11 5 13
15 19 2
40 45 80
38 9 100
30 12 69
2 21 82
8 42 95
16 8 46
3 30 65
15 36 86
7 35 26
35 27 13
27 16 39
4 16 93
44 20 98
21 12 6
3 4 46
6 11 53
12 20 60
24 44 45
3 34 78
31 6 100
14 3 36
37 16 27
18 15 39
1 20 57
28 5 79
41 17 96
30 5 22
40 12 97
36 43 5
25 22 6
40 16 66
18 5 65
18 35 86
32 19 62
0 37 83
39 14 35
1 17 76
26 22 20
14 37 80
8 40 78
28 34 95
27 11 36
27 37 48
42 34 3
4 28 17
43 32 84
38 22 1
19 16 53
0 6 33
12 36 69
33 0 96
36 19 22
31 12 87
14 2 38
32 9 95
19 8 31
20 35 12
25 12 23
36 23 10
8 44 86
12 2 76
26 21 5
43 18 35
5 44 65
40 39 100
1 10 87
1 23 70
33 29 53
30 41 67
7 24 92
8 21 9
19 24 12
12 4 76
20 27 93
18 29 82
44 22 43
20 24 20
0 17 42
7 27 78
4 21 11
5 40 15
35 43 47
40 20 82
17 44 9
6 24 74
18 41 55
28 1 92
36 14 67
22 7 17
39 20 43
5 36 65
24 35 100
37 30 31
27 43 72
34 16 7
38 34 84
1 37 87
37 19 14
