946 1000
687 691 84
691 463 72
691 310 34
310 771 41
771 56 15
463 17 92
463 382 76
691 421 97
56 163 72
687 584 78
584 563 71
382 609 44
163 60 29
771 276 49
609 177 1
276 240 81
563 266 2
276 546 53
276 846 77
382 173 27
173 423 41
60 663 5
177 325 7
276 234 23
563 811 22
584 86 37
811 405 37
423 464 70
173 829 44
234 899 73
663 193 12
405 526 89
56 637 84
193 250 12
663 604 69
405 252 43
163 808 53
405 896 41
177 934 24
563 910 57
584 400 8
17 835 21
252 137 98
808 857 6
663 937 69
234 452 24
400 228 11
910 34 73
163 144 19
808 944 30
228 905 53
835 349 15
808 795 4
349 776 46
382 920 69
382 648 81
609 918 26
163 224 19
452 297 37
808 398 78
34 110 67
795 195 80
905 436 76
228 651 5
637 650 12
835 659 39
240 725 58
463 242 94
436 273 32
252 433 37
771 396 17
811 834 36
937 304 71
896 547 99
899 59 98
944 539 77
325 662 5
637 853 11
17 812 63
905 636 93
463 486 40
691 559 56
934 757 25
17 140 77
452 307 66
56 734 21
910 548 73
173 685 90
193 576 92
808 916 38
137 162 63
193 599 57
396 542 32
910 791 100
276 201 55
944 43 60
17 929 3
297 409 76
86 769 40
137 676 9
463 332 84
662 451 44
547 787 93
734 316 65
240 375 4
650 561 72
398 456 34
539 836 95
920 128 98
934 22 1
382 399 25
464 627 40
609 824 42
60 837 53
937 350 95
452 727 15
542 598 96
934 376 96
224 260 38
382 856 14
944 241 43
542 154 92
837 741 99
325 684 21
173 308 37
944 562 88
787 108 26
423 286 1
918 825 1
163 796 3
542 126 76
17 245 59
400 202 71
604 861 64
332 33 24
234 416 64
163 874 67
542 529 35
687 681 48
266 287 69
562 114 75
451 270 5
310 468 94
86 688 24
529 707 96
114 42 57
382 506 76
637 326 98
650 586 51
114 912 60
929 904 32
224 903 79
609 914 100
825 227 25
899 225 39
929 595 34
307 37 14
42 611 16
287 854 60
688 346 6
914 668 65
193 498 82
584 615 93
126 740 87
416 153 29
854 487 20
526 832 60
252 666 67
824 807 20
846 374 3
22 556 2
201 507 76
834 587 73
128 101 51
861 112 34
905 640 46
154 503 27
396 475 42
584 87 7
648 936 30
681 865 88
944 848 6
691 268 98
270 704 79
399 9 4
659 65 12
400 315 84
225 557 2
734 764 50
734 608 63
650 148 61
37 369 38
421 122 54
559 638 91
