1000 15999
697 936 0
697 935 1
697 457 0
935 344 1
457 503 1
344 748 0
344 285 1
503 169 0
457 168 1
457 409 1
935 819 0
697 845 0
168 566 1
168 726 0
457 706 0
168 56 1
168 785 1
697 943 1
785 77 1
77 865 0
56 718 1
409 372 0
706 443 0
943 838 1
77 329 1
748 581 0
344 335 1
285 791 1
457 517 0
936 390 1
503 455 0
706 678 0
455 4 0
455 535 0
535 3 1
443 447 0
372 782 1
168 530 1
329 802 1
517 896 1
581 840 0
443 6 0
748 205 0
390 537 1
678 405 1
443 462 0
706 65 1
535 480 1
457 760 0
65 137 0
802 605 1
819 444 0
845 877 1
782 970 0
840 228 0
517 264 0
405 128 1
169 710 0
169 397 1
782 210 0
480 703 0
530 207 1
943 874 1
444 927 1
605 325 0
169 667 0
168 557 1
581 201 0
877 481 1
697 146 1
710 166 0
935 822 0
329 526 1
210 7 1
462 990 0
865 804 0
462 712 0
581 459 1
877 525 0
896 340 1
605 381 0
457 765 0
936 439 0
390 653 1
822 334 0
325 42 0
128 727 1
760 90 0
340 0 1
264 803 1
168 211 1
803 239 0
840 976 1
678 633 1
530 888 1
228 679 1
344 629 1
566 902 0
457 750 0
804 111 1
517 968 1
566 783 0
381 751 0
111 987 1
329 524 1
524 401 0
782 331 0
712 867 1
629 950 0
751 695 0
455 179 0
535 543 1
3 379 0
65 879 0
503 634 0
543 234 0
517 476 0
783 449 1
935 154 1
335 171 1
0 112 1
557 13 0
137 126 1
703 514 0
727 738 0
706 805 0
397 354 0
935 37 1
0 707 0
751 595 0
211 780 0
566 75 0
517 237 0
335 960 0
960 561 1
7 32 0
179 734 1
449 260 0
112 572 0
444 642 0
595 495 1
443 448 1
112 733 1
455 394 0
950 742 0
990 175 0
75 613 0
742 20 1
65 162 0
765 424 1
211 39 1
874 58 0
804 158 1
896 736 1
530 180 1
748 811 1
205 511 0
201 192 0
77 66 0
782 883 0
736 134 0
678 216 1
727 824 0
444 741 1
211 781 0
838 684 1
58 705 1
736 53 1
511 72 1
179 81 0
679 190 1
703 84 0
447 779 0
819 862 1
7 267 1
448 665 1
865 187 1
990 570 1
524 992 1
134 304 0
344 837 1
90 973 1
840 387 0
605 937 1
134 124 0
960 988 1
390 132 1
902 245 0
783 151 0
535 542 0
39 253 1
653 258 1
448 486 0
126 479 0
387 402 1
734 504 0
703 958 0
570 380 1
77 737 1
896 64 1
958 536 0
765 951 1
734 701 1
394 770 1
707 645 0
514 244 0
216 898 0
448 464 0
811 287 0
443 97 1
750 16 0
780 541 0
401 188 0
765 732 1
557 410 1
410 662 0
146 12 0
726 356 0
804 658 1
480 161 1
976 508 0
72 597 1
161 513 0
504 143 0
42 512 1
325 939 1
802 792 0
154 947 0
344 599 0
356 293 1
710 912 1
912 745 1
264 160 0
973 140 1
785 76 1
6 696 1
703 588 0
495 812 0
588 436 0
862 277 0
629 641 0
13 984 0
394 826 0
42 842 1
883 766 1
524 70 1
464 100 1
874 57 0
838 182 0
898 905 0
804 894 1
409 593 1
845 417 1
504 763 0
684 343 0
927 382 0
285 940 0
782 934 1
824 235 1
718 494 0
444 345 0
696 981 0
188 769 1
3 185 1
171 247 1
803 488 0
6 123 0
160 884 1
329 23 1
190 35 1
718 30 1
123 527 1
455 795 0
343 569 1
455 771 1
205 257 1
803 945 0
3 725 0
745 574 1
976 546 0
257 694 1
947 365 0
981 150 1
444 502 1
0 292 0
512 647 0
264 656 0
561 786 0
285 346 0
633 142 0
705 868 0
464 458 0
543 578 0
599 243 0
151 221 1
780 747 1
111 122 1
705 164 1
570 5 0
905 139 1
763 54 1
905 600 0
16 270 1
884 565 1
201 761 1
508 661 1
605 568 0
566 975 0
937 711 0
992 816 1
379 119 1
629 604 1
112 640 1
629 682 0
192 106 1
237 322 0
804 467 1
896 313 0
727 873 1
950 298 0
390 523 1
161 117 0
343 316 1
75 363 1
727 262 1
862 149 0
537 966 1
536 120 0
486 411 1
448 844 0
804 617 0
134 483 1
137 9 1
599 89 0
682 946 1
166 540 1
617 263 0
679 442 1
862 825 0
568 664 1
879 347 1
990 876 0
277 932 1
243 800 1
442 959 1
142 799 1
845 889 0
884 967 1
344 839 0
140 364 1
811 860 1
316 26 1
122 801 1
837 85 1
179 563 0
524 674 1
536 759 1
947 686 1
444 774 0
541 843 1
26 271 1
769 8 1
939 926 0
449 607 0
572 978 1
3 198 1
987 487 0
803 375 0
934 998 1
780 914 1
566 61 0
158 721 0
694 273 1
647 917 0
774 93 1
455 556 1
574 326 0
97 265 1
973 995 0
0 552 1
958 933 1
542 798 1
26 854 0
4 272 0
992 808 0
865 890 0
354 870 0
569 654 1
287 212 0
